Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUANEGRA SUL CHIESE ,2124,1699,27,61,
ASOLA ,6700,5392,80,196,
BAGNOLO SAN VITO ,4240,3450,45,97,
BIGARELLO ,1589,1266,12,39,
BORGOFORTE ,2399,1876,33,68,
BORGOFRANCO SUL PO ,608,479,6,11,
BOZZOLO ,2962,2435,40,88,
CANNETO SULL'OGLIO ,3062,2366,31,79,
CARBONARA DI PO ,960,777,6,23,
CASALMORO ,1386,1099,18,32,
CASALOLDO ,1682,1343,24,55,
CASALROMANO ,1014,809,9,25,
CASTEL D'ARIO ,3192,2520,25,73,
CASTEL GOFFREDO ,7367,5855,85,186,
CASTELBELFORTE ,2159,1761,21,59,
CASTELLUCCHIO ,3707,2982,39,84,
CASTIGLIONE DELLE STIVIERE ,13724,10948,113,307,
CAVRIANA ,2731,2202,28,78,
CERESARA ,1871,1518,25,57,
COMMESSAGGIO ,860,706,10,29,
CURTATONE ,10884,9025,75,195,
DOSOLO ,2426,1964,25,69,
FELONICA ,1141,904,15,39,
GAZOLDO DEGLI IPPOLITI ,2011,1611,33,66,
GAZZUOLO ,1744,1388,30,57,
GOITO ,7242,5850,77,200,
GONZAGA ,6084,5040,49,152,
GUIDIZZOLO ,4016,3240,58,128,
MAGNACAVALLO ,1191,947,16,33,
MANTOVA ,34731,27265,201,542,
MARCARIA ,5065,3940,49,149,
MARIANA MANTOVANA ,498,417,8,18,
MARMIROLO ,5539,4495,48,123,
MEDOLE ,2695,2130,39,78,
MOGLIA ,4112,3320,66,165,
MONZAMBANO ,3364,2847,26,93,
MOTTEGGIANA ,1686,1395,29,59,
OSTIGLIA ,4902,3881,48,113,
PEGOGNAGA ,5069,4278,50,134,
PIEVE DI CORIANO ,776,682,9,19,
PIUBEGA ,1260,993,23,49,
POGGIO RUSCO ,4636,3640,56,141,
POMPONESCO ,1186,921,20,49,
PONTI SUL MINCIO ,1608,1321,20,37,
PORTO MANTOVANO ,11867,9857,57,203,
QUINGENTOLE ,842,656,12,24,
QUISTELLO ,4281,3453,51,116,
REDONDESCO ,967,762,13,40,
REVERE ,1912,1539,24,58,
RIVAROLO MANTOVANO ,1879,1490,26,56,
RODIGO ,3908,3145,40,83,
RONCOFERRARO ,5281,4241,42,114,
ROVERBELLA ,5750,4599,34,131,
SABBIONETA ,3152,2516,43,113,
SAN BENEDETTO PO ,5495,4471,71,152,
SAN GIACOMO DELLE SEGNATE ,1245,965,20,58,
SAN GIORGIO DI MANTOVA ,6838,5614,53,144,
SAN GIOVANNI DEL DOSSO ,921,751,12,30,
SAN MARTINO DALL'ARGINE ,1378,1038,26,39,
SCHIVENOGLIA ,913,759,23,42,
SERMIDE ,4584,3719,49,113,
SERRAVALLE A PO ,1165,938,10,31,
SOLFERINO ,1861,1508,25,57,
SUSTINENTE ,1602,1287,20,40,
SUZZARA ,13678,11355,110,290,
VIADANA ,12728,9852,118,330,
VILLA POMA ,1563,1260,25,50,
VILLIMPENTA ,1569,1190,19,40,
VIRGILIO ,7876,6344,49,149,
VOLTA MANTOVANA ,5217,4186,58,170,
