Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUAFONDATA ,250,184,6,18,
ACUTO ,1594,1299,24,67,
ALATRI ,22467,17902,446,1338,
ALVITO ,2367,1744,84,155,
AMASENO ,3469,2630,190,338,
ANAGNI ,17257,13561,291,878,
AQUINO ,4348,3495,124,238,
ARCE ,4804,3773,107,266,
ARNARA ,2027,1490,62,135,
ARPINO ,6239,4823,218,541,
ATINA ,3654,2629,78,190,
AUSONIA ,2159,1658,83,137,
BELMONTE CASTELLO ,648,415,38,60,
BOVILLE ERNICA ,7214,5767,168,314,
BROCCOSTELLA ,2326,1908,92,188,
CAMPOLI APPENNINO ,1497,1167,47,104,
CASALATTICO ,479,266,12,20,
CASALVIERI ,2310,1493,62,160,
CASSINO ,28970,22428,668,1515,
CASTELLIRI ,2878,2307,78,207,
CASTELNUOVO PARANO ,736,590,55,87,
CASTRO DEI VOLSCI ,4061,3117,73,193,
CASTROCIELO ,3239,2579,82,194,
CECCANO ,19320,14309,420,1130,
CEPRANO ,7031,5570,136,384,
CERVARO ,6482,4939,165,380,
COLFELICE ,1579,1276,44,77,
COLLE SAN MAGNO ,622,471,26,41,
COLLEPARDO ,799,639,22,56,
CORENO AUSONIO ,1376,1089,54,94,
ESPERIA ,3318,2578,144,319,
FALVATERRA ,489,385,23,39,
FERENTINO ,16805,13174,303,783,
FILETTINO ,513,382,10,12,
FIUGGI ,8135,6042,92,287,
FONTANA LIRI ,2467,1991,58,129,
FONTECHIARI ,1104,837,49,82,
FROSINONE ,37325,28378,550,1545,
FUMONE ,1766,1394,63,180,
GALLINARO ,1013,731,29,57,
GIULIANO DI ROMA ,1949,1565,65,157,
GUARCINO ,1346,988,44,87,
ISOLA DEL LIRI ,9984,7998,176,510,
MONTE SAN GIOVANNI CAMPANO ,10535,8791,349,761,
MOROLO ,2651,1879,54,161,
PALIANO ,6553,5278,83,277,
PASTENA ,1301,952,41,95,
PATRICA ,2566,2058,64,168,
PESCOSOLIDO ,1345,1041,37,92,
PICINISCO ,1081,716,52,77,
PICO ,2539,1991,116,238,
PIEDIMONTE SAN GERMANO ,4876,3747,138,267,
PIGLIO ,3952,3124,65,175,
PIGNATARO INTERAMNA ,2106,1562,61,151,
POFI ,3625,2791,115,265,
PONTECORVO ,10927,8570,319,741,
POSTA FIBRENO ,1025,821,46,81,
RIPI ,4372,3428,151,277,
ROCCA D'ARCE ,842,649,30,72,
ROCCASECCA ,6337,4853,177,395,
SAN BIAGIO SARACINISCO ,324,245,16,28,
SAN DONATO VAL DI COMINO ,1684,1367,42,108,
SAN GIORGIO A LIRI ,2541,2033,70,185,
SAN GIOVANNI INCARICO ,2907,2404,161,357,
SAN VITTORE DEL LAZIO ,2131,1664,68,131,
SANT'AMBROGIO SUL GARIGLIANO ,836,657,26,45,
SANT'ANDREA DEL GARIGLIANO ,1273,958,59,105,
SANT'APOLLINARE ,1573,1187,51,99,
SANT'ELIA FIUMERAPIDO ,5175,3888,158,359,
SANTOPADRE ,1203,905,36,77,
SERRONE ,2528,2000,45,137,
SETTEFRATI ,646,453,20,41,
SGURGOLA ,1943,1481,29,102,
SORA ,21824,16977,420,1381,
STRANGOLAGALLI ,2003,1672,52,93,
SUPINO ,3879,3092,93,260,
TERELLE ,396,271,33,43,
TORRE CAJETANI ,1177,875,30,68,
TORRICE ,3927,3103,94,198,
TREVI NEL LAZIO ,1597,1153,37,94,
TRIVIGLIANO ,1324,1053,49,92,
VALLECORSA ,2384,1702,125,202,
VALLEMAIO ,837,647,39,88,
VALLEROTONDA ,1417,1043,58,102,
VEROLI ,16788,13373,381,888,
VICALVI ,681,498,23,32,
VICO NEL LAZIO ,1795,1407,47,125,
VILLA LATINA ,1100,725,39,66,
VILLA SANTA LUCIA ,2191,1723,110,189,
VILLA SANTO STEFANO ,1386,1068,71,108,
VITICUSO ,310,214,18,29,
