Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AIELLO DEL FRIULI ,1884,1482,6,44,
AMARO ,671,511,2,19,
AMPEZZO ,889,583,3,36,
AQUILEIA ,2852,2355,19,80,
ARTA TERME ,1840,1255,9,44,
ARTEGNA ,2370,1860,14,78,
ATTIMIS ,1546,1170,2,43,
BAGNARIA ARSA ,2954,2369,19,85,
BASILIANO ,4253,3363,23,122,
BERTIOLO ,2053,1653,11,67,
BICINICCO ,1551,1218,6,43,
BORDANO ,631,448,4,28,
BUJA ,5373,4032,30,145,
BUTTRIO ,3156,2579,19,78,
CAMINO AL TAGLIAMENTO ,1353,1091,8,39,
CAMPOFORMIDO ,6153,5050,36,168,
CAMPOLONGO TAPOGLIANO ,1002,811,4,31,
CARLINO ,2349,1832,12,104,
CASSACCO ,2381,1866,8,67,
CASTIONS DI STRADA ,3100,2490,16,99,
CAVAZZO CARNICO ,893,625,4,18,
CERCIVENTO ,580,403,3,27,
CERVIGNANO DEL FRIULI ,10493,8181,62,251,
CHIOPRIS-VISCONE ,527,415,2,18,
CHIUSAFORTE ,595,354,3,9,
CIVIDALE DEL FRIULI ,9102,7143,53,256,
CODROIPO ,12640,9820,71,358,
COLLOREDO DI MONTE ALBANO ,1866,1450,7,52,
COMEGLIANS ,453,292,1,11,
CORNO DI ROSAZZO ,2615,2100,13,78,
COSEANO ,1771,1407,19,79,
DIGNANO ,1932,1491,11,55,
DOGNA ,172,95,1,6,
DRENCHIA ,107,61,2,2,
ENEMONZO ,1138,781,9,31,
FAEDIS ,2450,1869,12,67,
FAGAGNA ,5152,4017,21,151,
FIUMICELLO ,4179,3413,31,122,
FLAIBANO ,954,739,6,27,
FORGARIA NEL FRIULI ,1502,1008,5,33,
FORNI AVOLTRI ,542,356,3,23,
FORNI DI SOPRA ,869,568,3,24,
FORNI DI SOTTO ,521,357,6,26,
GEMONA DEL FRIULI ,9092,6948,36,255,
GONARS ,3941,3076,13,117,
GRIMACCO ,322,232,1,5,
LATISANA ,10524,8211,62,271,
LAUCO ,677,444,4,36,
LESTIZZA ,3167,2532,15,67,
LIGNANO SABBIADORO ,5113,3816,21,85,
LIGOSULLO ,118,76,0,3,
LUSEVERA ,575,417,5,16,
MAGNANO IN RIVIERA ,1914,1493,8,52,
MAJANO ,4881,3725,23,170,
MALBORGHETTO VALBRUNA ,794,574,8,30,
MANZANO ,5191,4204,34,157,
MARANO LAGUNARE ,1626,1346,19,56,
MARTIGNACCO ,5484,4425,28,136,
MERETO DI TOMBA ,2234,1803,12,91,
MOGGIO UDINESE ,1510,1054,13,34,
MOIMACCO ,1341,1117,10,40,
MONTENARS ,482,349,2,9,
MORTEGLIANO ,4027,3218,21,97,
MORUZZO ,1964,1606,14,49,
MUZZANA DEL TURGNANO ,2079,1607,16,83,
NIMIS ,2251,1682,11,58,
OSOPPO ,2387,1805,17,101,
OVARO ,1748,1144,7,37,
PAGNACCO ,4108,3399,17,109,
PALAZZOLO DELLO STELLA ,2433,1847,15,77,
PALMANOVA ,4343,3431,26,113,
