Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUI TERME ,16201,12253,114,416,
ALBERA LIGURE ,283,196,4,10,
ALESSANDRIA ,71092,52680,353,1484,
ALFIANO NATTA ,603,444,2,14,
ALICE BEL COLLE ,617,477,6,19,
ALLUVIONI CAMBIO' ,812,662,6,20,
ALTAVILLA MONFERRATO ,384,307,1,7,
ALZANO SCRIVIA ,306,233,4,15,
ARQUATA SCRIVIA ,5037,3921,32,155,
AVOLASCA ,253,181,2,6,
BALZOLA ,1173,897,8,33,
BASALUZZO ,1707,1333,13,50,
BASSIGNANA ,1437,1138,10,47,
BELFORTE MONFERRATO ,422,344,3,5,
BERGAMASCO ,617,515,6,22,
BERZANO DI TORTONA ,128,94,1,4,
BISTAGNO ,1496,1112,12,56,
BORGHETTO DI BORBERA ,1632,1239,6,35,
BORGO SAN MARTINO ,1135,848,18,44,
BORGORATTO ALESSANDRINO ,513,406,5,18,
BOSCO MARENGO ,1992,1518,19,60,
BOSIO ,973,729,6,27,
BOZZOLE ,266,213,0,3,
BRIGNANO FRASCATA ,391,315,2,9,
CABELLA LIGURE ,471,307,2,8,
CAMAGNA MONFERRATO ,437,329,4,14,
CAMINO ,663,493,9,27,
CANTALUPO LIGURE ,461,302,2,9,
CAPRIATA D'ORBA ,1539,1240,16,55,
CARBONARA SCRIVIA ,826,673,2,22,
CARENTINO ,259,204,4,11,
CAREZZANO ,368,284,2,9,
CARPENETO ,821,616,7,22,
CARREGA LIGURE ,54,44,1,1,
CARROSIO ,381,302,2,7,
CARTOSIO ,612,463,4,20,
CASAL CERMELLI ,940,727,6,22,
CASALE MONFERRATO ,27774,20568,187,776,
CASALEGGIO BOIRO ,328,262,0,4,
CASALNOCETO ,781,591,8,24,
CASASCO ,105,75,1,3,
CASSANO SPINOLA ,1460,1123,8,29,
CASSINE ,2441,1796,20,69,
CASSINELLE ,751,541,3,11,
CASTELLANIA ,80,63,0,2,
CASTELLAR GUIDOBONO ,355,303,2,7,
CASTELLAZZO BORMIDA ,3644,2769,15,69,
CASTELLETTO D'ERRO ,133,95,1,6,
CASTELLETTO D'ORBA ,1680,1327,17,46,
CASTELLETTO MERLI ,416,303,2,20,
CASTELLETTO MONFERRATO ,1302,1053,6,35,
CASTELNUOVO BORMIDA ,554,398,8,22,
CASTELNUOVO SCRIVIA ,4317,3378,29,138,
CASTELSPINA ,433,284,0,1,
CAVATORE ,244,159,0,7,
CELLA MONTE ,414,340,2,12,
CERESETO ,373,297,5,13,
CERRETO GRUE ,284,224,2,9,
CERRINA ,1195,884,8,30,
CONIOLO ,383,325,1,12,
CONZANO ,836,676,2,16,
COSTA VESCOVATO ,283,210,3,5,
CREMOLINO ,924,707,10,23,
CUCCARO MONFERRATO ,294,243,2,4,
DENICE ,163,119,3,4,
DERNICE ,223,122,4,5,
FABBRICA CURONE ,574,381,3,7,
FELIZZANO ,1858,1473,18,49,
FRACONALTO ,299,201,3,5,
FRANCAVILLA BISIO ,438,356,2,11,
FRASCARO ,345,253,2,7,
FRASSINELLO MONFERRATO ,432,332,1,26,
FRASSINETO PO ,1220,936,15,61,
FRESONARA ,601,487,0,9,
FRUGAROLO ,1635,1257,10,30,
FUBINE ,1266,964,8,27,
GABIANO ,1009,704,13,39,
GAMALERO ,684,518,4,13,
GARBAGNA ,564,421,7,15,
GAVAZZANA ,145,100,2,3,
GAVI ,3818,3085,37,105,
GIAROLE ,601,471,6,18,
GREMIASCO ,287,184,6,14,
GROGNARDO ,253,172,2,4,
GRONDONA ,454,354,1,8,
GUAZZORA ,299,199,0,6,
ISOLA SANT'ANTONIO ,587,449,4,13,
LERMA ,738,576,4,15,
LU ,971,752,16,33,
MALVICINO ,81,60,0,1,
MASIO ,1168,924,16,27,
MELAZZO ,1073,823,4,32,
MERANA ,159,122,1,9,
MIRABELLO MONFERRATO ,1143,870,7,22,
MOLARE ,1830,1438,13,41,
MOLINO DEI TORTI ,529,431,6,16,
MOMBELLO MONFERRATO ,986,630,6,27,
MOMPERONE ,186,143,2,5,
MONCESTINO ,198,169,1,5,
MONGIARDINO LIGURE ,161,92,0,2,
MONLEALE ,469,371,3,13,
MONTACUTO ,252,159,3,10,
MONTALDEO ,244,172,3,5,
MONTALDO BORMIDA ,575,405,8,13,
MONTECASTELLO ,278,209,3,15,
