Ente,Candidato,Liste/Gruppi,Voti lista,,
AULLA,PIER LUIGI BERSANI AULLA,PARTITO DEMOCRATICO,1830,,
AULLA,,SINISTRA ECOLOGIA LIBERTA',193,,
AULLA,,CENTRO DEMOCRATICO,9,,
AULLA,SILVIO BERLUSCONI AULLA,IL POPOLO DELLA LIBERTA',1441,,
AULLA,,FRATELLI D'ITALIA,83,,
AULLA,,LEGA NORD,73,,
AULLA,,LA DESTRA,55,,
AULLA,,MIR - MODERATI IN RIVOLUZIONE,2,,
AULLA,GIUSEPPE PIERO GRILLO AULLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2052,,
AULLA,MARIO MONTI AULLA,SCELTA CIVICA CON MONTI PER L'ITALIA,343,,
AULLA,,UNIONE DI CENTRO,61,,
AULLA,,FUTURO E LIBERTA',23,,
AULLA,ANTONIO INGROIA AULLA,RIVOLUZIONE CIVILE,159,,
AULLA,OSCAR FULVIO GIANNINO AULLA,FARE PER FERMARE IL DECLINO,62,,
AULLA,MARCO FERRANDO AULLA,PARTITO COMUNISTA DEI LAVORATORI,41,,
AULLA,ROBERTO FIORE AULLA,FORZA NUOVA,28,,
AULLA,GIACINTO MARCO PANNELLA AULLA,LISTA AMNISTIA GIUSTIZIA LIBERTA',19,,
AULLA,SIMONE DI STEFANO AULLA,CASAPOUND ITALIA,5,,
AULLA,MAGDI CRISTIANO ALLAM AULLA,IO AMO L'ITALIA,17,,
BAGNONE,PIER LUIGI BERSANI BAGNONE,PARTITO DEMOCRATICO,316,,
BAGNONE,,SINISTRA ECOLOGIA LIBERTA',16,,
BAGNONE,,CENTRO DEMOCRATICO,11,,
BAGNONE,SILVIO BERLUSCONI BAGNONE,IL POPOLO DELLA LIBERTA',272,,
BAGNONE,,LEGA NORD,26,,
BAGNONE,,FRATELLI D'ITALIA,22,,
BAGNONE,,LA DESTRA,9,,
BAGNONE,,MIR - MODERATI IN RIVOLUZIONE,1,,
BAGNONE,GIUSEPPE PIERO GRILLO BAGNONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,249,,
BAGNONE,MARIO MONTI BAGNONE,SCELTA CIVICA CON MONTI PER L'ITALIA,58,,
BAGNONE,,UNIONE DI CENTRO,16,,
BAGNONE,,FUTURO E LIBERTA',6,,
BAGNONE,ANTONIO INGROIA BAGNONE,RIVOLUZIONE CIVILE,24,,
BAGNONE,OSCAR FULVIO GIANNINO BAGNONE,FARE PER FERMARE IL DECLINO,10,,
BAGNONE,MARCO FERRANDO BAGNONE,PARTITO COMUNISTA DEI LAVORATORI,11,,
