Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUEDOLCI ,4652,3283,102,251,
ALCARA LI FUSI ,1801,1138,51,115,
ALI' ,674,403,9,38,
ALI' TERME ,2083,1396,30,91,
ANTILLO ,782,527,13,45,
BARCELLONA POZZO DI GOTTO ,32247,21862,560,1567,
BASICO' ,548,281,14,32,
BROLO ,4751,3527,112,243,
CAPIZZI ,2635,1704,66,153,
CAPO D'ORLANDO ,10835,7793,222,528,
CAPRI LEONE ,3595,2735,83,207,
CARONIA ,2854,1801,36,81,
CASALVECCHIO SICULO ,784,505,19,45,
CASTEL DI LUCIO ,1128,853,22,58,
CASTELL'UMBERTO ,2696,1759,95,174,
CASTELMOLA ,899,623,16,39,
CASTROREALE ,2116,1438,66,164,
CESARO' ,2111,1344,39,150,
CONDRO' ,408,279,3,13,
FALCONE ,2296,1580,32,91,
FICARRA ,1318,961,32,66,
FIUMEDINISI ,1213,715,41,83,
FLORESTA ,439,258,9,14,
FONDACHELLI-FANTINA ,896,634,32,80,
FORZA D'AGRO' ,692,484,7,34,
FRANCAVILLA DI SICILIA ,3394,2155,61,179,
FRAZZANO' ,637,410,43,64,
FURCI SICULO ,2784,2026,28,91,
FURNARI ,2999,1839,64,116,
GAGGI ,2527,1735,36,87,
GALATI MAMERTINO ,2341,1654,50,138,
GALLODORO ,311,178,8,17,
GIARDINI NAXOS ,7488,5084,54,167,
GIOIOSA MAREA ,5882,4156,118,246,
GRANITI ,1235,944,17,54,
GUALTIERI SICAMINO' ,1526,1097,77,148,
ITALA ,1357,835,28,60,
LENI ,536,347,20,24,
LETOJANNI ,2220,1541,21,65,
LIBRIZZI ,1479,1010,31,93,
LIMINA ,774,517,20,35,
LIPARI ,9958,5725,92,255,
LONGI ,1242,880,60,94,
MALFA ,757,448,13,27,
MALVAGNA ,684,387,12,34,
MANDANICI ,531,331,8,22,
MAZZARRA' SANT'ANDREA ,1247,781,34,82,
MERI' ,1840,1375,37,113,
MESSINA ,193057,121981,1222,4723,
MILAZZO ,26277,17782,308,957,
MILITELLO ROSMARINO ,1120,704,13,50,
MIRTO ,842,599,17,35,
MISTRETTA ,4062,2635,94,174,
MOIO ALCANTARA ,615,396,15,33,
MONFORTE SAN GIORGIO ,2392,1693,38,123,
MONGIUFFI MELIA ,557,373,20,41,
MONTAGNAREALE ,1385,1084,23,90,
MONTALBANO ELICONA ,1995,1185,48,124,
MOTTA CAMASTRA ,732,508,13,49,
MOTTA D'AFFERMO ,684,472,28,46,
NASO ,3407,2165,74,229,
NIZZA DI SICILIA ,3059,2025,37,126,
NOVARA DI SICILIA ,1198,715,22,71,
OLIVERI ,1794,1252,36,87,
PACE DEL MELA ,5099,3179,53,174,
PAGLIARA ,1033,690,20,57,
PATTI ,10873,7910,150,437,
PETTINEO ,1174,845,39,80,
PIRAINO ,3269,2334,101,197,
RACCUJA ,970,627,19,32,
REITANO ,688,419,18,31,
ROCCAFIORITA ,188,124,4,9,
ROCCALUMERA ,3459,2346,51,161,
ROCCAVALDINA ,954,696,21,56,
ROCCELLA VALDEMONE ,583,315,14,25,
RODI' MILICI ,1702,1130,35,95,
ROMETTA ,5454,3878,95,263,
SAN FILIPPO DEL MELA ,5811,4048,78,257,
SAN FRATELLO ,3228,1827,76,188,
SAN MARCO D'ALUNZIO ,1726,1248,84,152,
SAN PIER NICETO ,2406,1609,42,89,
SAN PIERO PATTI ,2563,1625,61,173,
SAN SALVATORE DI FITALIA ,1216,776,37,87,
SAN TEODORO ,1175,840,23,68,
SANT'AGATA DI MILITELLO ,10460,7388,226,489,
SANT'ALESSIO SICULO ,1256,867,14,45,
SANT'ANGELO DI BROLO ,2803,1898,76,146,
SANTA DOMENICA VITTORIA ,844,627,11,30,
SANTA LUCIA DEL MELA ,3889,2700,126,327,
SANTA MARINA SALINA ,709,427,9,12,
SANTA TERESA DI RIVA ,7607,5138,111,326,
SANTO STEFANO DI CAMASTRA ,3819,2677,120,199,
SAPONARA ,3416,2394,87,219,
SAVOCA ,1417,954,15,60,
SCALETTA ZANCLEA ,1880,1211,23,55,
SINAGRA ,2244,1598,62,112,
SPADAFORA ,4353,2969,63,167,
TAORMINA ,8860,6075,68,201,
TERME VIGLIATORE ,5681,3937,111,268,
TORREGROTTA ,5933,4208,97,211,
TORRENOVA ,3431,2404,70,141,
TORTORICI ,5480,3506,102,336,
TRIPI ,790,506,30,57,
TUSA ,2547,1695,53,135,
UCRIA ,962,643,21,46,
VALDINA ,1066,739,22,41,
VENETICO ,3220,2242,44,111,
VILLAFRANCA TIRRENA ,7199,5244,90,347,
