Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ARMUNGIA ,440,274,3,9,
ASSEMINI ,21962,15260,99,319,
BALLAO ,753,471,1,17,
BARRALI ,931,629,6,14,
BURCEI ,2331,1397,31,59,
CAGLIARI ,131137,93546,391,1397,
CAPOTERRA ,19440,13356,70,213,
CASTIADAS ,1299,947,5,19,
DECIMOMANNU ,6560,4715,52,145,
DECIMOPUTZU ,3602,2446,22,78,
DOLIANOVA ,7977,5422,55,143,
DOMUS DE MARIA ,1488,939,11,40,
DONORI ,1797,1270,18,40,
ELMAS ,7666,5684,26,84,
ESCALAPLANO ,1913,1207,22,53,
ESCOLCA ,548,398,10,18,
ESTERZILI ,624,330,5,11,
GERGEI ,1077,709,10,26,
GESICO ,737,506,9,14,
GONI ,423,211,0,2,
GUAMAGGIORE ,854,635,6,25,
GUASILA ,2315,1610,27,63,
ISILI ,2399,1693,29,78,
MANDAS ,1922,1367,25,77,
MARACALAGONIS ,6421,4355,35,117,
MONASTIR ,3900,2698,16,71,
MONSERRATO ,17457,12539,75,234,
MURAVERA ,4383,3048,26,86,
NURAGUS ,807,585,9,27,
NURALLAO ,1160,857,16,32,
NURAMINIS ,2275,1544,24,72,
NURRI ,1880,1090,13,44,
ORROLI ,2051,1274,30,66,
ORTACESUS ,789,629,13,31,
PIMENTEL ,997,695,5,26,
PULA ,6117,4064,39,105,
QUARTU SANT'ELENA ,59189,40891,199,759,
QUARTUCCIU ,10727,7594,44,154,
SADALI ,803,625,5,16,
SAMATZAI ,1445,1061,13,29,
SAN BASILIO ,1091,733,8,23,
SAN NICOLO' GERREI ,739,406,12,27,
SAN SPERATE ,6742,4798,39,146,
SAN VITO ,3169,2149,37,95,
SANT'ANDREA FRIUS ,1498,1012,14,40,
SARROCH ,4568,3100,26,71,
SELARGIUS ,24093,17944,92,328,
SELEGAS ,1198,828,10,36,
SENORBI' ,3984,2802,23,79,
SERDIANA ,2192,1502,13,47,
SERRI ,579,324,11,21,
SESTU ,16230,11533,81,258,
SETTIMO SAN PIETRO ,5572,4135,27,95,
SEULO ,780,468,3,9,
SILIQUA ,3374,2321,17,63,
SILIUS ,1052,560,7,23,
SINNAI ,14019,9987,82,229,
SIURGUS DONIGALA ,1721,1064,18,37,
SOLEMINIS ,1539,1119,12,46,
SUELLI ,989,714,7,23,
TEULADA ,3316,2341,30,89,
USSANA ,3494,2423,15,67,
UTA ,6555,4144,29,104,
VALLERMOSA ,1666,1126,16,43,
VILLA SAN PIETRO ,1695,1184,12,41,
VILLANOVA TULO ,968,521,8,26,
VILLAPUTZU ,4145,2850,46,144,
VILLASALTO ,949,657,7,25,
VILLASIMIUS ,2917,2042,14,35,
VILLASOR ,5857,4015,36,141,
VILLASPECIOSA ,1978,1413,11,34,
