Ente,Candidato,Liste/Gruppi,Voti lista,,
ADRARA SAN MARTINO,PIER LUIGI BERSANI ADRARA SAN MARTINO,PARTITO DEMOCRATICO,108,,
ADRARA SAN MARTINO,,SINISTRA ECOLOGIA LIBERTA',8,,
ADRARA SAN MARTINO,,CENTRO DEMOCRATICO,2,,
ADRARA SAN MARTINO,,MODERATI,0,,
ADRARA SAN MARTINO,SILVIO BERLUSCONI ADRARA SAN MARTINO,LEGA NORD,365,,
ADRARA SAN MARTINO,,IL POPOLO DELLA LIBERTA',219,,
ADRARA SAN MARTINO,,PARTITO PENSIONATI,11,,
ADRARA SAN MARTINO,,FRATELLI D'ITALIA,7,,
ADRARA SAN MARTINO,,BASTA TASSE,6,,
ADRARA SAN MARTINO,,LA DESTRA,2,,
ADRARA SAN MARTINO,,MIR - MODERATI IN RIVOLUZIONE,0,,
ADRARA SAN MARTINO,GIUSEPPE PIERO GRILLO ADRARA SAN MARTINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,139,,
ADRARA SAN MARTINO,MARIO MONTI ADRARA SAN MARTINO,CON MONTI PER L'ITALIA,100,,
ADRARA SAN MARTINO,ANTONIO INGROIA ADRARA SAN MARTINO,RIVOLUZIONE CIVILE,8,,
ADRARA SAN MARTINO,OSCAR FULVIO GIANNINO ADRARA SAN MARTINO,FARE PER FERMARE IL DECLINO,15,,
ADRARA SAN MARTINO,MARCO FERRANDO ADRARA SAN MARTINO,PARTITO COMUNISTA DEI LAVORATORI,3,,
ADRARA SAN MARTINO,ROBERTO FIORE ADRARA SAN MARTINO,FORZA NUOVA,1,,
ADRARA SAN MARTINO,GIACINTO MARCO PANNELLA ADRARA SAN MARTINO,LISTA AMNISTIA GIUSTIZIA LIBERTA',0,,
ADRARA SAN MARTINO,LUCA ROMAGNOLI ADRARA SAN MARTINO,FIAMMA TRICOLORE,2,,
ADRARA SAN MARTINO,MAGDI CRISTIANO ALLAM ADRARA SAN MARTINO,IO AMO L'ITALIA,3,,
ADRARA SAN MARTINO,SIMONE DI STEFANO ADRARA SAN MARTINO,CASAPOUND ITALIA,0,,
ADRARA SAN MARTINO,ENZO BOSIO ADRARA SAN MARTINO,CIVILTA' RURALE SVILUPPO,47,,
ADRARA SAN MARTINO,GIULIO ARRIGHINI ADRARA SAN MARTINO,UNIONE PADANA,2,,
ADRARA SAN MARTINO,MARCO MARSILI ADRARA SAN MARTINO,I PIRATI,1,,
ADRARA SAN ROCCO,PIER LUIGI BERSANI ADRARA SAN ROCCO,PARTITO DEMOCRATICO,40,,
ADRARA SAN ROCCO,,SINISTRA ECOLOGIA LIBERTA',2,,
ADRARA SAN ROCCO,,CENTRO DEMOCRATICO,0,,
ADRARA SAN ROCCO,,MODERATI,0,,
ADRARA SAN ROCCO,SILVIO BERLUSCONI ADRARA SAN ROCCO,LEGA NORD,153,,
ADRARA SAN ROCCO,,IL POPOLO DELLA LIBERTA',103,,
ADRARA SAN ROCCO,,PARTITO PENSIONATI,5,,
ADRARA SAN ROCCO,,FRATELLI D'ITALIA,4,,
ADRARA SAN ROCCO,,BASTA TASSE,3,,
ADRARA SAN ROCCO,,LA DESTRA,0,,
ADRARA SAN ROCCO,,MIR - MODERATI IN RIVOLUZIONE,0,,
ADRARA SAN ROCCO,GIUSEPPE PIERO GRILLO ADRARA SAN ROCCO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,41,,
ADRARA SAN ROCCO,MARIO MONTI ADRARA SAN ROCCO,CON MONTI PER L'ITALIA,39,,
ADRARA SAN ROCCO,ANTONIO INGROIA ADRARA SAN ROCCO,RIVOLUZIONE CIVILE,0,,
ADRARA SAN ROCCO,OSCAR FULVIO GIANNINO ADRARA SAN ROCCO,FARE PER FERMARE IL DECLINO,5,,
ADRARA SAN ROCCO,MARCO FERRANDO ADRARA SAN ROCCO,PARTITO COMUNISTA DEI LAVORATORI,1,,
ADRARA SAN ROCCO,ROBERTO FIORE ADRARA SAN ROCCO,FORZA NUOVA,0,,
