Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALBI ,743,468,24,40,
AMARONI ,1428,943,53,73,
AMATO ,805,368,19,38,
ANDALI ,616,354,10,18,
ARGUSTO ,417,262,10,16,
BADOLATO ,2346,1530,32,66,
BELCASTRO ,972,514,16,35,
BORGIA ,5514,3846,65,185,
BOTRICELLO ,3285,2017,41,106,
CARAFFA DI CATANZARO ,1462,1031,33,61,
CARDINALE ,1728,908,31,84,
CARLOPOLI ,1245,886,19,46,
CATANZARO ,66963,43473,488,1899,
CENADI ,469,286,11,15,
CENTRACHE ,337,198,6,10,
CERVA ,907,567,12,30,
CHIARAVALLE CENTRALE ,4543,2847,67,187,
CICALA ,739,542,22,44,
CONFLENTI ,1104,783,32,49,
CORTALE ,1689,1081,33,65,
CROPANI ,3179,2092,42,136,
CURINGA ,4675,2887,89,215,
DAVOLI ,3854,2507,52,141,
DECOLLATURA ,2435,1644,47,106,
FALERNA ,2619,1763,44,90,
FEROLETO ANTICO ,1555,1048,35,75,
FOSSATO SERRALTA ,429,243,4,10,
GAGLIATO ,402,233,6,15,
GASPERINA ,1662,1001,13,42,
GIMIGLIANO ,2578,1479,38,120,
GIRIFALCO ,4695,3006,85,228,
GIZZERIA ,2972,1857,48,92,
GUARDAVALLE ,3299,2205,46,121,
ISCA SULLO IONIO ,1166,736,11,18,
JACURSO ,498,303,12,29,
LAMEZIA TERME ,48744,30724,588,1751,
MAGISANO ,927,645,13,25,
MAIDA ,3213,2191,67,129,
MARCEDUSA ,364,194,13,19,
MARCELLINARA ,1636,1164,11,46,
MARTIRANO ,784,433,10,25,
MARTIRANO LOMBARDO ,886,573,26,60,
MIGLIERINA ,583,372,23,51,
MONTAURO ,1323,848,23,39,
MONTEPAONE ,3562,2383,36,104,
MOTTA SANTA LUCIA ,633,466,13,19,
NOCERA TERINESE ,3444,2327,50,194,
OLIVADI ,434,259,11,13,
PALERMITI ,1005,564,11,29,
PENTONE ,1603,1021,19,47,
PETRIZZI ,888,544,16,41,
PETRONA' ,1964,1141,22,77,
PIANOPOLI ,1793,1334,29,68,
PLATANIA ,1600,1080,34,83,
SAN FLORO ,528,375,8,20,
SAN MANGO D'AQUINO ,1225,777,17,48,
SAN PIETRO A MAIDA ,3008,2047,50,104,
SAN PIETRO APOSTOLO ,1313,791,25,62,
SAN SOSTENE ,957,516,22,52,
SAN VITO SULLO IONIO ,1382,848,27,51,
SANT'ANDREA APOSTOLO DELLO IONIO ,1590,1045,30,54,
SANTA CATERINA DELLO IONIO ,1552,1017,29,59,
SATRIANO ,2512,1648,28,70,
SELLIA ,376,250,12,18,
SELLIA MARINA ,4919,3394,87,195,
SERRASTRETTA ,2468,1751,80,166,
SERSALE ,3421,2195,48,157,
SETTINGIANO ,2148,1427,19,68,
SIMERI CRICHI ,3391,2245,51,136,
SORBO SAN BASILE ,617,412,14,20,
SOVERATO ,7016,4784,77,205,
SOVERIA MANNELLI ,2415,1813,37,79,
SOVERIA SIMERI ,1218,850,30,72,
SQUILLACE ,2297,1635,24,84,
STALETTI' ,1858,1099,19,52,
TAVERNA ,1963,1408,45,84,
TIRIOLO ,2883,1913,51,136,
TORRE DI RUGGIERO ,854,455,11,22,
VALLEFIORITA ,1269,879,26,73,
ZAGARISE ,1285,915,25,59,
