Ente,Liste/Gruppi,Voti,,
VALLE AURINA,SVP,1842,,
VALLE AURINA,DIE FREIHEITLICHEN,1030,,
VALLE AURINA,VERDI - GRUNE - VERC,150,,
VALLE AURINA,SCELTA CIVICA CON MONTI PER L'ITALIA,67,,
VALLE AURINA,IL POPOLO DELLA LIBERTA' - LEGA NORD,48,,
VALLE AURINA,PARTITO DEMOCRATICO,33,,
VALLE AURINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,17,,
VALLE AURINA,LA DESTRA,7,,
VALLE AURINA,L'ALTO ADIGE NEL CUORE,1,,
VALLE AURINA,RIVOLUZIONE CIVILE,1,,
VALLE DI CASIES,SVP,916,,
VALLE DI CASIES,DIE FREIHEITLICHEN,244,,
VALLE DI CASIES,VERDI - GRUNE - VERC,49,,
VALLE DI CASIES,PARTITO DEMOCRATICO,20,,
VALLE DI CASIES,SCELTA CIVICA CON MONTI PER L'ITALIA,13,,
VALLE DI CASIES,IL POPOLO DELLA LIBERTA' - LEGA NORD,9,,
VALLE DI CASIES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,6,,
VALLE DI CASIES,LA DESTRA,1,,
VALLE DI CASIES,L'ALTO ADIGE NEL CUORE,0,,
VALLE DI CASIES,RIVOLUZIONE CIVILE,0,,
VANDOIES,SVP,988,,
VANDOIES,DIE FREIHEITLICHEN,570,,
VANDOIES,VERDI - GRUNE - VERC,92,,
VANDOIES,SCELTA CIVICA CON MONTI PER L'ITALIA,35,,
VANDOIES,PARTITO DEMOCRATICO,24,,
VANDOIES,IL POPOLO DELLA LIBERTA' - LEGA NORD,23,,
VANDOIES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,23,,
VANDOIES,L'ALTO ADIGE NEL CUORE,1,,
VANDOIES,LA DESTRA,1,,
VANDOIES,RIVOLUZIONE CIVILE,0,,
VARNA,SVP,1159,,
VARNA,DIE FREIHEITLICHEN,597,,
VARNA,VERDI - GRUNE - VERC,160,,
VARNA,PARTITO DEMOCRATICO,114,,
VARNA,SCELTA CIVICA CON MONTI PER L'ITALIA,103,,
VARNA,IL POPOLO DELLA LIBERTA' - LEGA NORD,95,,
VARNA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,89,,
VARNA,RIVOLUZIONE CIVILE,10,,
VARNA,L'ALTO ADIGE NEL CUORE,6,,
VARNA,LA DESTRA,1,,
VELTURNO,SVP,902,,
VELTURNO,DIE FREIHEITLICHEN,406,,
VELTURNO,VERDI - GRUNE - VERC,94,,
VELTURNO,SCELTA CIVICA CON MONTI PER L'ITALIA,34,,
VELTURNO,IL POPOLO DELLA LIBERTA' - LEGA NORD,26,,
VELTURNO,PARTITO DEMOCRATICO,16,,
VELTURNO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,15,,
VELTURNO,RIVOLUZIONE CIVILE,4,,
VELTURNO,L'ALTO ADIGE NEL CUORE,1,,
VELTURNO,LA DESTRA,1,,
VILLABASSA,SVP,457,,
VILLABASSA,DIE FREIHEITLICHEN,141,,
VILLABASSA,PARTITO DEMOCRATICO,34,,
VILLABASSA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,32,,
VILLABASSA,VERDI - GRUNE - VERC,29,,
VILLABASSA,SCELTA CIVICA CON MONTI PER L'ITALIA,22,,
VILLABASSA,IL POPOLO DELLA LIBERTA' - LEGA NORD,15,,
VILLABASSA,RIVOLUZIONE CIVILE,3,,
VILLABASSA,L'ALTO ADIGE NEL CUORE,2,,
VILLABASSA,LA DESTRA,1,,
VILLANDRO,SVP,623,,
VILLANDRO,DIE FREIHEITLICHEN,264,,
VILLANDRO,VERDI - GRUNE - VERC,58,,
VILLANDRO,PARTITO DEMOCRATICO,30,,
VILLANDRO,IL POPOLO DELLA LIBERTA' - LEGA NORD,16,,
VILLANDRO,SCELTA CIVICA CON MONTI PER L'ITALIA,13,,
VILLANDRO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,8,,
VILLANDRO,L'ALTO ADIGE NEL CUORE,2,,
VILLANDRO,LA DESTRA,0,,
VILLANDRO,RIVOLUZIONE CIVILE,0,,
VIPITENO,SVP,1390,,
VIPITENO,DIE FREIHEITLICHEN,615,,
VIPITENO,IL POPOLO DELLA LIBERTA' - LEGA NORD,352,,
VIPITENO,PARTITO DEMOCRATICO,285,,
VIPITENO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,260,,
VIPITENO,SCELTA CIVICA CON MONTI PER L'ITALIA,222,,
VIPITENO,VERDI - GRUNE - VERC,196,,
VIPITENO,L'ALTO ADIGE NEL CUORE,39,,
VIPITENO,LA DESTRA,25,,
VIPITENO,RIVOLUZIONE CIVILE,19,,
