Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ABBADIA CERRETO ,213,175,3,10,
BERTONICO ,830,669,8,23,
BOFFALORA D'ADDA ,1204,926,6,34,
BORGHETTO LODIGIANO ,3065,2395,25,74,
BORGO SAN GIOVANNI ,1551,1275,22,67,
BREMBIO ,1862,1515,25,61,
CAMAIRAGO ,459,360,2,12,
CASALETTO LODIGIANO ,2029,1628,21,58,
CASALMAIOCCO ,2116,1802,18,66,
CASALPUSTERLENGO ,10348,8396,67,293,
CASELLE LANDI ,1266,993,21,62,
CASELLE LURANI ,2025,1555,23,58,
CASTELNUOVO BOCCA D'ADDA ,1303,895,9,44,
CASTIGLIONE D'ADDA ,3516,2751,62,138,
CASTIRAGA VIDARDO ,1894,1541,15,64,
CAVACURTA ,596,467,7,24,
CAVENAGO D'ADDA ,1571,1297,21,69,
CERVIGNANO D'ADDA ,1501,1204,16,49,
CODOGNO ,11304,8653,94,308,
COMAZZO ,1528,1225,9,40,
CORNEGLIANO LAUDENSE ,2006,1673,15,55,
CORNO GIOVINE ,876,701,10,28,
CORNOVECCHIO ,169,137,2,10,
CORTE PALASIO ,1059,898,8,31,
CRESPIATICA ,1478,1204,23,71,
FOMBIO ,1665,1337,12,58,
GALGAGNANO ,866,688,2,18,
GRAFFIGNANA ,1875,1533,19,63,
GUARDAMIGLIO ,1866,1493,22,72,
LIVRAGA ,1927,1513,33,74,
LODI ,30934,24776,204,743,
LODI VECCHIO ,5078,4088,43,181,
MACCASTORNA ,38,31,0,0,
MAIRAGO ,1019,845,8,39,
MALEO ,2425,1856,35,98,
MARUDO ,1099,870,11,34,
MASSALENGO ,2993,2359,20,99,
MELETI ,351,276,6,12,
MERLINO ,1190,977,10,37,
MONTANASO LOMBARDO ,1731,1478,17,60,
MULAZZANO ,3935,3200,31,113,
ORIO LITTA ,1440,1152,10,50,
OSPEDALETTO LODIGIANO ,1227,996,12,49,
OSSAGO LODIGIANO ,1018,861,10,26,
PIEVE FISSIRAGA ,1144,946,18,35,
SALERANO SUL LAMBRO ,1865,1548,15,61,
SAN FIORANO ,1354,1137,15,44,
SAN MARTINO IN STRADA ,2709,2254,26,101,
SAN ROCCO AL PORTO ,2534,2013,21,78,
SANT'ANGELO LODIGIANO ,8670,6953,86,286,
SANTO STEFANO LODIGIANO ,1478,1192,19,52,
SECUGNAGO ,1440,1180,14,47,
SENNA LODIGIANA ,1427,1108,28,84,
SOMAGLIA ,2530,2034,33,86,
SORDIO ,2196,1794,9,57,
TAVAZZANO CON VILLAVESCO ,4048,3266,30,116,
TERRANOVA DEI PASSERINI ,682,562,6,19,
TURANO LODIGIANO ,1123,884,11,31,
VALERA FRATTA ,1093,889,9,22,
VILLANOVA DEL SILLARO ,1127,901,7,42,
ZELO BUON PERSICO ,4638,3757,40,131,
