Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
SAN MAURO LA BRUCA ,494,366,17,30,
SAN PIETRO AL TANAGRO ,1236,855,15,49,
SAN RUFO ,1249,796,21,68,
SAN VALENTINO TORIO ,6636,5064,111,311,
SANT'ANGELO A FASANELLA ,546,338,16,19,
SANT'ARSENIO ,1997,1435,28,62,
SANT'EGIDIO DEL MONTE ALBINO ,6037,4517,105,239,
SANTA MARINA ,2361,1684,46,86,
SANTOMENNA ,366,230,15,22,
SANZA ,1881,1404,50,75,
SAPRI ,5088,3505,73,176,
SARNO ,21332,14910,346,897,
SASSANO ,3737,2366,75,150,
SCAFATI ,33875,24313,368,996,
SCALA ,1163,863,29,52,
SERRAMEZZANA ,263,172,10,11,
SERRE ,2884,1957,69,138,
SESSA CILENTO ,1057,730,24,56,
SIANO ,6999,5532,94,262,
SICIGNANO DEGLI ALBURNI ,2450,1739,78,138,
STELLA CILENTO ,589,440,17,25,
STIO ,683,507,12,27,
TEGGIANO ,5980,3901,130,254,
TORCHIARA ,1347,951,26,52,
TORRACA ,938,664,31,56,
TORRE ORSAIA ,1689,1128,45,107,
TORTORELLA ,429,262,18,32,
TRAMONTI ,2928,2017,74,129,
TRENTINARA ,1257,849,24,54,
VALLE DELL'ANGELO ,218,176,11,15,
VALLO DELLA LUCANIA ,6312,4980,153,359,
VALVA ,1296,876,32,58,
VIBONATI ,2502,1650,56,94,
VIETRI SUL MARE ,6033,4443,56,173,
