Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACERNO ,2074,1493,48,80,
AGROPOLI ,15106,10815,160,423,
ALBANELLA ,4546,3301,78,173,
ALFANO ,827,540,27,54,
ALTAVILLA SILENTINA ,5099,3711,109,232,
AMALFI ,3908,2820,56,152,
ANGRI ,22770,16218,307,829,
AQUARA ,1193,807,29,60,
ASCEA ,4232,2998,59,145,
ATENA LUCANA ,1655,1103,35,78,
ATRANI ,668,476,7,24,
AULETTA ,1685,1277,48,73,
BARONISSI ,11911,9268,145,429,
BATTIPAGLIA ,35559,26033,332,1054,
BELLIZZI ,9377,6906,144,341,
BELLOSGUARDO ,633,474,21,31,
BRACIGLIANO ,3626,2740,134,214,
BUCCINO ,3961,2925,103,196,
BUONABITACOLO ,1859,1251,55,82,
CAGGIANO ,2074,1527,75,121,
CALVANICO ,1076,831,17,43,
CAMEROTA ,5343,3569,107,191,
CAMPAGNA ,11221,8127,206,426,
CAMPORA ,389,302,17,20,
CANNALONGA ,853,683,35,51,
CAPACCIO ,14875,10810,306,621,
CASAL VELINO ,3744,2706,100,179,
CASALBUONO ,883,624,42,58,
CASALETTO SPARTANO ,1125,726,55,76,
CASELLE IN PITTARI ,1467,1033,51,66,
CASTEL SAN GIORGIO ,9448,7416,123,325,
CASTEL SAN LORENZO ,1901,1275,53,94,
CASTELCIVITA ,1464,854,40,56,
CASTELLABATE ,6421,4558,89,226,
CASTELNUOVO CILENTO ,1874,1393,43,93,
CASTELNUOVO DI CONZA ,491,275,10,17,
CASTIGLIONE DEL GENOVESI ,925,697,16,48,
CAVA DE' TIRRENI ,39100,28890,447,1242,
CELLE DI BULGHERIA ,1357,983,30,63,
CENTOLA ,3879,2666,82,168,
CERASO ,1825,1309,53,99,
CETARA ,1691,1221,35,57,
CICERALE ,948,639,27,57,
COLLIANO ,2751,1692,90,160,
CONCA DEI MARINI ,542,384,8,24,
CONTRONE ,686,456,18,24,
CONTURSI TERME ,2379,1767,61,90,
CORBARA ,1823,1328,38,99,
CORLETO MONFORTE ,484,315,7,21,
CUCCARO VETERE ,445,385,10,13,
EBOLI ,25389,18041,319,817,
FELITTO ,1010,712,42,70,
FISCIANO ,9662,7512,141,376,
FURORE ,569,410,11,16,
FUTANI ,903,589,30,40,
GIFFONI SEI CASALI ,3749,2704,88,191,
GIFFONI VALLE PIANA ,8481,6038,166,422,
GIOI ,1071,653,42,54,
GIUNGANO ,855,630,28,43,
ISPANI ,777,542,11,21,
LAUREANA CILENTO ,860,554,17,29,
LAURINO ,1260,869,37,68,
LAURITO ,653,422,31,35,
LAVIANO ,1087,670,49,71,
LUSTRA ,803,562,26,65,
MAGLIANO VETERE ,566,384,23,36,
MAIORI ,4141,2972,69,166,
MERCATO SAN SEVERINO ,15672,12157,279,641,
MINORI ,2140,1638,28,79,
MOIO DELLA CIVITELLA ,1450,983,25,43,
MONTANO ANTILIA ,1689,1079,55,84,
MONTE SAN GIACOMO ,1221,803,33,64,
MONTECORICE ,1939,1340,22,49,
MONTECORVINO PUGLIANO ,7078,5232,112,270,
MONTECORVINO ROVELLA ,8777,6084,110,282,
MONTEFORTE CILENTO ,418,246,11,20,
MONTESANO SULLA MARCELLANA ,5090,3436,197,362,
MORIGERATI ,559,365,14,20,
NOCERA INFERIORE ,33016,22872,319,934,
NOCERA SUPERIORE ,17206,12592,231,657,
NOVI VELIA ,1607,1215,35,73,
OGLIASTRO CILENTO ,1692,1137,39,56,
OLEVANO SUL TUSCIANO ,4786,3442,85,217,
OLIVETO CITRA ,2795,1933,83,180,
OMIGNANO ,1170,833,40,97,
ORRIA ,896,546,25,42,
OTTATI ,542,337,11,22,
PADULA ,3945,2675,95,194,
PAGANI ,24456,16206,257,725,
PALOMONTE ,2841,2055,107,227,
PELLEZZANO ,7899,6123,54,212,
PERDIFUMO ,1353,934,32,52,
PERITO ,737,461,19,28,
PERTOSA ,484,347,11,17,
PETINA ,821,568,36,55,
PIAGGINE ,1103,750,37,56,
PISCIOTTA ,2052,1351,45,90,
POLLA ,3868,2849,58,130,
POLLICA ,1826,1218,34,73,
PONTECAGNANO FAIANO ,17794,13130,164,499,
POSITANO ,2797,2074,23,59,
POSTIGLIONE ,1633,1106,32,66,
PRAIANO ,1537,1117,44,68,
PRIGNANO CILENTO ,735,491,14,28,
RAVELLO ,1822,1262,42,71,
RICIGLIANO ,918,641,44,61,
ROCCADASPIDE ,5417,3739,133,277,
ROCCAGLORIOSA ,1416,927,31,73,
ROCCAPIEMONTE ,6508,4801,101,245,
ROFRANO ,1385,743,58,82,
ROMAGNANO AL MONTE ,293,213,11,17,
ROSCIGNO ,679,378,16,28,
RUTINO ,646,481,27,45,
SACCO ,445,288,5,12,
SALA CONSILINA ,9325,6494,118,332,
SALENTO ,1486,1115,62,90,
SALERNO ,101695,74991,879,2455,
SALVITELLE ,476,339,12,25,
SAN CIPRIANO PICENTINO ,4664,3609,84,216,
SAN GIOVANNI A PIRO ,2819,1980,75,144,
SAN GREGORIO MAGNO ,3337,2500,79,125,
SAN MANGO PIEMONTE ,1811,1441,35,68,
SAN MARZANO SUL SARNO ,6627,4660,117,274,
SAN MAURO CILENTO ,734,503,15,38,
