Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BASTIGLIA ,3018,2567,21,64,
BOMPORTO ,7291,6024,61,172,
CAMPOGALLIANO ,6368,5447,34,127,
CAMPOSANTO ,2293,1897,25,79,
CARPI ,50728,42682,249,852,
CASTELFRANCO EMILIA ,23285,19520,144,412,
CASTELNUOVO RANGONE ,10594,9172,66,202,
CASTELVETRO DI MODENA ,8283,6939,49,195,
CAVEZZO ,5265,4433,57,147,
CONCORDIA SULLA SECCHIA ,6530,5306,57,171,
FANANO ,2382,1803,34,84,
FINALE EMILIA ,11757,9355,92,307,
FIORANO MODENESE ,12932,10737,115,309,
FIUMALBO ,1088,786,21,39,
FORMIGINE ,26327,22374,167,519,
FRASSINORO ,1649,1195,20,62,
GUIGLIA ,3014,2388,35,81,
LAMA MOCOGNO ,2321,1728,30,74,
MARANELLO ,12983,10782,88,276,
MARANO SUL PANARO ,3631,3067,47,112,
MEDOLLA ,4873,4159,56,150,
MIRANDOLA ,17422,14238,160,461,
MODENA ,133005,110936,751,2191,
MONTECRETO ,820,575,9,20,
MONTEFIORINO ,1877,1396,13,47,
MONTESE ,2636,2000,27,72,
NONANTOLA ,11576,9832,93,237,
NOVI DI MODENA ,7809,6507,72,192,
PALAGANO ,1785,1312,26,56,
PAVULLO NEL FRIGNANO ,12795,10173,120,336,
PIEVEPELAGO ,1782,1265,7,23,
POLINAGO ,1372,969,16,35,
PRIGNANO SULLA SECCHIA ,3030,2480,35,85,
RAVARINO ,4543,3871,33,107,
RIOLUNATO ,633,460,5,13,
SAN CESARIO SUL PANARO ,4861,4209,30,96,
SAN FELICE SUL PANARO ,8045,6525,77,224,
SAN POSSIDONIO ,2620,2155,41,98,
SAN PROSPERO ,4363,3544,32,98,
SASSUOLO ,29807,24235,212,656,
SAVIGNANO SUL PANARO ,6854,5824,55,129,
SERRAMAZZONI ,6152,4822,47,166,
SESTOLA ,2125,1597,33,64,
SOLIERA ,11552,9854,85,237,
SPILAMBERTO ,8828,7606,77,181,
VIGNOLA ,17527,14521,152,392,
ZOCCA ,3659,2767,41,95,
