Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALDINO ,1124,946,55,71,
ANTERIVO ,279,243,8,19,
APPIANO SULLA STRADA DEL VINO ,9562,8111,303,478,
BOLZANO ,69871,56954,1031,2531,
BRONZOLO ,1805,1550,21,73,
CALDARO SULLA STRADA DEL VINO ,5249,4427,208,306,
CORNEDO ALL'ISARCO ,2231,1895,74,106,
CORTACCIA SULLA STRADA DEL VINO ,1487,1279,50,77,
CORTINA SULLA STRADA DEL VINO ,435,389,11,24,
EGNA ,3379,2879,86,170,
LAIVES ,11757,9634,166,529,
MAGRE' SULLA STRADA DEL VINO ,830,719,36,53,
MONTAGNA ,1129,1001,36,66,
ORA ,2381,2020,55,115,
SALORNO ,2135,1760,38,90,
TERMENO SULLA STRADA DEL VINO ,2235,1945,101,134,
TRODENA NEL PARCO NATURALE ,684,558,17,43,
VADENA ,651,553,15,28,
