Ente,Candidato,Liste/Gruppi,Voti lista,,
ACQUAVIVA D'ISERNIA,PIER LUIGI BERSANI ACQUAVIVA D'ISERNIA,PARTITO DEMOCRATICO,56,,
ACQUAVIVA D'ISERNIA,,SINISTRA ECOLOGIA LIBERTA',14,,
ACQUAVIVA D'ISERNIA,,CENTRO DEMOCRATICO,11,,
ACQUAVIVA D'ISERNIA,SILVIO BERLUSCONI ACQUAVIVA D'ISERNIA,FRATELLI D'ITALIA,87,,
ACQUAVIVA D'ISERNIA,,IL POPOLO DELLA LIBERTA',26,,
ACQUAVIVA D'ISERNIA,,INTESA POPOLARE,7,,
ACQUAVIVA D'ISERNIA,,LA DESTRA,2,,
ACQUAVIVA D'ISERNIA,,LEGA NORD,0,,
ACQUAVIVA D'ISERNIA,GIUSEPPE PIERO GRILLO ACQUAVIVA D'ISERNIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,44,,
ACQUAVIVA D'ISERNIA,MARIO MONTI ACQUAVIVA D'ISERNIA,SCELTA CIVICA CON MONTI PER L'ITALIA,18,,
ACQUAVIVA D'ISERNIA,,UNIONE DI CENTRO,11,,
ACQUAVIVA D'ISERNIA,,FUTURO E LIBERTA',1,,
ACQUAVIVA D'ISERNIA,ANTONIO INGROIA ACQUAVIVA D'ISERNIA,RIVOLUZIONE CIVILE,4,,
ACQUAVIVA D'ISERNIA,OSCAR FULVIO GIANNINO ACQUAVIVA D'ISERNIA,FARE PER FERMARE IL DECLINO,0,,
AGNONE,PIER LUIGI BERSANI AGNONE,PARTITO DEMOCRATICO,594,,
AGNONE,,SINISTRA ECOLOGIA LIBERTA',140,,
AGNONE,,CENTRO DEMOCRATICO,8,,
AGNONE,SILVIO BERLUSCONI AGNONE,IL POPOLO DELLA LIBERTA',691,,
AGNONE,,FRATELLI D'ITALIA,263,,
AGNONE,,LA DESTRA,40,,
AGNONE,,LEGA NORD,7,,
AGNONE,,INTESA POPOLARE,4,,
AGNONE,GIUSEPPE PIERO GRILLO AGNONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,691,,
AGNONE,MARIO MONTI AGNONE,SCELTA CIVICA CON MONTI PER L'ITALIA,402,,
AGNONE,,UNIONE DI CENTRO,69,,
AGNONE,,FUTURO E LIBERTA',11,,
AGNONE,ANTONIO INGROIA AGNONE,RIVOLUZIONE CIVILE,68,,
AGNONE,OSCAR FULVIO GIANNINO AGNONE,FARE PER FERMARE IL DECLINO,34,,
BAGNOLI DEL TRIGNO,PIER LUIGI BERSANI BAGNOLI DEL TRIGNO,PARTITO DEMOCRATICO,62,,
BAGNOLI DEL TRIGNO,,SINISTRA ECOLOGIA LIBERTA',4,,
BAGNOLI DEL TRIGNO,,CENTRO DEMOCRATICO,0,,
BAGNOLI DEL TRIGNO,SILVIO BERLUSCONI BAGNOLI DEL TRIGNO,IL POPOLO DELLA LIBERTA',222,,
BAGNOLI DEL TRIGNO,,FRATELLI D'ITALIA,25,,
BAGNOLI DEL TRIGNO,,INTESA POPOLARE,5,,
BAGNOLI DEL TRIGNO,,LA DESTRA,3,,
BAGNOLI DEL TRIGNO,,LEGA NORD,0,,
