Ente,Candidato,Liste/Gruppi,Voti lista,,
ACCIANO,PIER LUIGI BERSANI ACCIANO,PARTITO DEMOCRATICO,74,,
ACCIANO,,SINISTRA ECOLOGIA LIBERTA',9,,
ACCIANO,,CENTRO DEMOCRATICO,0,,
ACCIANO,SILVIO BERLUSCONI ACCIANO,IL POPOLO DELLA LIBERTA',40,,
ACCIANO,,LA DESTRA,6,,
ACCIANO,,FRATELLI D'ITALIA,3,,
ACCIANO,,LEGA NORD,1,,
ACCIANO,,GRANDE SUD - MPA,0,,
ACCIANO,,INTESA POPOLARE,0,,
ACCIANO,GIUSEPPE PIERO GRILLO ACCIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,30,,
ACCIANO,MARIO MONTI ACCIANO,SCELTA CIVICA CON MONTI PER L'ITALIA,10,,
ACCIANO,,UNIONE DI CENTRO,4,,
ACCIANO,,FUTURO E LIBERTA',1,,
ACCIANO,ANTONIO INGROIA ACCIANO,RIVOLUZIONE CIVILE,2,,
ACCIANO,OSCAR FULVIO GIANNINO ACCIANO,FARE PER FERMARE IL DECLINO,0,,
ACCIANO,MARCO FERRANDO ACCIANO,PARTITO COMUNISTA DEI LAVORATORI,1,,
ACCIANO,ROBERTO FIORE ACCIANO,FORZA NUOVA,1,,
ACCIANO,GIACINTO MARCO PANNELLA ACCIANO,LISTA AMNISTIA GIUSTIZIA LIBERTA',0,,
ACCIANO,SIMONE DI STEFANO ACCIANO,CASAPOUND ITALIA,2,,
AIELLI,PIER LUIGI BERSANI AIELLI,PARTITO DEMOCRATICO,205,,
AIELLI,,SINISTRA ECOLOGIA LIBERTA',38,,
AIELLI,,CENTRO DEMOCRATICO,11,,
AIELLI,SILVIO BERLUSCONI AIELLI,IL POPOLO DELLA LIBERTA',248,,
AIELLI,,FRATELLI D'ITALIA,10,,
AIELLI,,LA DESTRA,7,,
AIELLI,,INTESA POPOLARE,2,,
AIELLI,,LEGA NORD,1,,
AIELLI,,GRANDE SUD - MPA,0,,
AIELLI,GIUSEPPE PIERO GRILLO AIELLI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,262,,
AIELLI,MARIO MONTI AIELLI,SCELTA CIVICA CON MONTI PER L'ITALIA,34,,
AIELLI,,UNIONE DI CENTRO,8,,
AIELLI,,FUTURO E LIBERTA',5,,
AIELLI,ANTONIO INGROIA AIELLI,RIVOLUZIONE CIVILE,20,,
AIELLI,OSCAR FULVIO GIANNINO AIELLI,FARE PER FERMARE IL DECLINO,2,,
AIELLI,MARCO FERRANDO AIELLI,PARTITO COMUNISTA DEI LAVORATORI,2,,
AIELLI,ROBERTO FIORE AIELLI,FORZA NUOVA,1,,
AIELLI,GIACINTO MARCO PANNELLA AIELLI,LISTA AMNISTIA GIUSTIZIA LIBERTA',2,,
AIELLI,SIMONE DI STEFANO AIELLI,CASAPOUND ITALIA,3,,
ALFEDENA,PIER LUIGI BERSANI ALFEDENA,PARTITO DEMOCRATICO,135,,
ALFEDENA,,SINISTRA ECOLOGIA LIBERTA',20,,
ALFEDENA,,CENTRO DEMOCRATICO,1,,
ALFEDENA,SILVIO BERLUSCONI ALFEDENA,IL POPOLO DELLA LIBERTA',135,,
ALFEDENA,,FRATELLI D'ITALIA,8,,
ALFEDENA,,LA DESTRA,8,,
ALFEDENA,,INTESA POPOLARE,1,,
ALFEDENA,,GRANDE SUD - MPA,0,,
ALFEDENA,,LEGA NORD,0,,
ALFEDENA,GIUSEPPE PIERO GRILLO ALFEDENA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,137,,
ALFEDENA,MARIO MONTI ALFEDENA,SCELTA CIVICA CON MONTI PER L'ITALIA,19,,
ALFEDENA,,UNIONE DI CENTRO,7,,
ALFEDENA,,FUTURO E LIBERTA',5,,
ALFEDENA,ANTONIO INGROIA ALFEDENA,RIVOLUZIONE CIVILE,11,,
ALFEDENA,OSCAR FULVIO GIANNINO ALFEDENA,FARE PER FERMARE IL DECLINO,2,,
ALFEDENA,MARCO FERRANDO ALFEDENA,PARTITO COMUNISTA DEI LAVORATORI,1,,
ALFEDENA,ROBERTO FIORE ALFEDENA,FORZA NUOVA,1,,
ALFEDENA,GIACINTO MARCO PANNELLA ALFEDENA,LISTA AMNISTIA GIUSTIZIA LIBERTA',0,,
ALFEDENA,SIMONE DI STEFANO ALFEDENA,CASAPOUND ITALIA,1,,
ANVERSA DEGLI ABRUZZI,PIER LUIGI BERSANI ANVERSA DEGLI ABRUZZI,PARTITO DEMOCRATICO,22,,
ANVERSA DEGLI ABRUZZI,,SINISTRA ECOLOGIA LIBERTA',6,,
ANVERSA DEGLI ABRUZZI,,CENTRO DEMOCRATICO,0,,
ANVERSA DEGLI ABRUZZI,SILVIO BERLUSCONI ANVERSA DEGLI ABRUZZI,IL POPOLO DELLA LIBERTA',73,,
ANVERSA DEGLI ABRUZZI,,LA DESTRA,3,,
ANVERSA DEGLI ABRUZZI,,GRANDE SUD - MPA,2,,
ANVERSA DEGLI ABRUZZI,,LEGA NORD,0,,
ANVERSA DEGLI ABRUZZI,,FRATELLI D'ITALIA,0,,
ANVERSA DEGLI ABRUZZI,,INTESA POPOLARE,0,,
ANVERSA DEGLI ABRUZZI,GIUSEPPE PIERO GRILLO ANVERSA DEGLI ABRUZZI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,44,,
ANVERSA DEGLI ABRUZZI,MARIO MONTI ANVERSA DEGLI ABRUZZI,SCELTA CIVICA CON MONTI PER L'ITALIA,5,,
ANVERSA DEGLI ABRUZZI,,FUTURO E LIBERTA',1,,
ANVERSA DEGLI ABRUZZI,,UNIONE DI CENTRO,1,,
ANVERSA DEGLI ABRUZZI,ANTONIO INGROIA ANVERSA DEGLI ABRUZZI,RIVOLUZIONE CIVILE,4,,
ANVERSA DEGLI ABRUZZI,OSCAR FULVIO GIANNINO ANVERSA DEGLI ABRUZZI,FARE PER FERMARE IL DECLINO,0,,
ANVERSA DEGLI ABRUZZI,MARCO FERRANDO ANVERSA DEGLI ABRUZZI,PARTITO COMUNISTA DEI LAVORATORI,1,,
ANVERSA DEGLI ABRUZZI,ROBERTO FIORE ANVERSA DEGLI ABRUZZI,FORZA NUOVA,0,,
ANVERSA DEGLI ABRUZZI,GIACINTO MARCO PANNELLA ANVERSA DEGLI ABRUZZI,LISTA AMNISTIA GIUSTIZIA LIBERTA',4,,
ANVERSA DEGLI ABRUZZI,SIMONE DI STEFANO ANVERSA DEGLI ABRUZZI,CASAPOUND ITALIA,1,,
ATELETA,PIER LUIGI BERSANI ATELETA,PARTITO DEMOCRATICO,132,,
ATELETA,,SINISTRA ECOLOGIA LIBERTA',16,,
ATELETA,,CENTRO DEMOCRATICO,2,,
ATELETA,SILVIO BERLUSCONI ATELETA,IL POPOLO DELLA LIBERTA',244,,
ATELETA,,FRATELLI D'ITALIA,16,,
ATELETA,,LA DESTRA,3,,
ATELETA,,INTESA POPOLARE,2,,
ATELETA,,GRANDE SUD - MPA,0,,
ATELETA,,LEGA NORD,0,,
ATELETA,GIUSEPPE PIERO GRILLO ATELETA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,87,,
ATELETA,MARIO MONTI ATELETA,SCELTA CIVICA CON MONTI PER L'ITALIA,34,,
ATELETA,,UNIONE DI CENTRO,21,,
ATELETA,,FUTURO E LIBERTA',0,,
ATELETA,ANTONIO INGROIA ATELETA,RIVOLUZIONE CIVILE,12,,
ATELETA,OSCAR FULVIO GIANNINO ATELETA,FARE PER FERMARE IL DECLINO,2,,
ATELETA,MARCO FERRANDO ATELETA,PARTITO COMUNISTA DEI LAVORATORI,3,,
ATELETA,ROBERTO FIORE ATELETA,FORZA NUOVA,3,,
ATELETA,GIACINTO MARCO PANNELLA ATELETA,LISTA AMNISTIA GIUSTIZIA LIBERTA',0,,
ATELETA,SIMONE DI STEFANO ATELETA,CASAPOUND ITALIA,0,,
AVEZZANO,PIER LUIGI BERSANI AVEZZANO,PARTITO DEMOCRATICO,4155,,
AVEZZANO,,SINISTRA ECOLOGIA LIBERTA',613,,
AVEZZANO,,CENTRO DEMOCRATICO,265,,
AVEZZANO,SILVIO BERLUSCONI AVEZZANO,IL POPOLO DELLA LIBERTA',6694,,
AVEZZANO,,FRATELLI D'ITALIA,491,,
AVEZZANO,,LA DESTRA,270,,
AVEZZANO,,INTESA POPOLARE,25,,
AVEZZANO,,GRANDE SUD - MPA,19,,
AVEZZANO,,LEGA NORD,15,,
AVEZZANO,GIUSEPPE PIERO GRILLO AVEZZANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,7549,,
AVEZZANO,MARIO MONTI AVEZZANO,SCELTA CIVICA CON MONTI PER L'ITALIA,1619,,
AVEZZANO,,FUTURO E LIBERTA',704,,
AVEZZANO,,UNIONE DI CENTRO,360,,
AVEZZANO,ANTONIO INGROIA AVEZZANO,RIVOLUZIONE CIVILE,571,,
AVEZZANO,OSCAR FULVIO GIANNINO AVEZZANO,FARE PER FERMARE IL DECLINO,190,,
AVEZZANO,MARCO FERRANDO AVEZZANO,PARTITO COMUNISTA DEI LAVORATORI,61,,
AVEZZANO,ROBERTO FIORE AVEZZANO,FORZA NUOVA,86,,
AVEZZANO,GIACINTO MARCO PANNELLA AVEZZANO,LISTA AMNISTIA GIUSTIZIA LIBERTA',80,,
AVEZZANO,SIMONE DI STEFANO AVEZZANO,CASAPOUND ITALIA,126,,
BALSORANO,PIER LUIGI BERSANI BALSORANO,PARTITO DEMOCRATICO,548,,
BALSORANO,,SINISTRA ECOLOGIA LIBERTA',46,,
BALSORANO,,CENTRO DEMOCRATICO,6,,
BALSORANO,SILVIO BERLUSCONI BALSORANO,IL POPOLO DELLA LIBERTA',586,,
BALSORANO,,FRATELLI D'ITALIA,177,,
BALSORANO,,LA DESTRA,48,,
BALSORANO,,GRANDE SUD - MPA,6,,
BALSORANO,,INTESA POPOLARE,4,,
BALSORANO,,LEGA NORD,0,,
BALSORANO,GIUSEPPE PIERO GRILLO BALSORANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,469,,
BALSORANO,MARIO MONTI BALSORANO,SCELTA CIVICA CON MONTI PER L'ITALIA,78,,
BALSORANO,,UNIONE DI CENTRO,24,,
BALSORANO,,FUTURO E LIBERTA',17,,
BALSORANO,ANTONIO INGROIA BALSORANO,RIVOLUZIONE CIVILE,23,,
BALSORANO,OSCAR FULVIO GIANNINO BALSORANO,FARE PER FERMARE IL DECLINO,5,,
BALSORANO,MARCO FERRANDO BALSORANO,PARTITO COMUNISTA DEI LAVORATORI,14,,
BALSORANO,ROBERTO FIORE BALSORANO,FORZA NUOVA,7,,
BALSORANO,GIACINTO MARCO PANNELLA BALSORANO,LISTA AMNISTIA GIUSTIZIA LIBERTA',7,,
BALSORANO,SIMONE DI STEFANO BALSORANO,CASAPOUND ITALIA,12,,
BARETE,PIER LUIGI BERSANI BARETE,PARTITO DEMOCRATICO,71,,
BARETE,,SINISTRA ECOLOGIA LIBERTA',7,,
BARETE,,CENTRO DEMOCRATICO,0,,
BARETE,SILVIO BERLUSCONI BARETE,IL POPOLO DELLA LIBERTA',127,,
BARETE,,LA DESTRA,8,,
BARETE,,FRATELLI D'ITALIA,5,,
BARETE,,GRANDE SUD - MPA,1,,
BARETE,,LEGA NORD,1,,
BARETE,,INTESA POPOLARE,0,,
BARETE,GIUSEPPE PIERO GRILLO BARETE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,61,,
BARETE,MARIO MONTI BARETE,UNIONE DI CENTRO,60,,
BARETE,,SCELTA CIVICA CON MONTI PER L'ITALIA,19,,
BARETE,,FUTURO E LIBERTA',0,,
BARETE,ANTONIO INGROIA BARETE,RIVOLUZIONE CIVILE,7,,
BARETE,OSCAR FULVIO GIANNINO BARETE,FARE PER FERMARE IL DECLINO,0,,
BARETE,MARCO FERRANDO BARETE,PARTITO COMUNISTA DEI LAVORATORI,1,,
BARETE,ROBERTO FIORE BARETE,FORZA NUOVA,0,,
BARETE,GIACINTO MARCO PANNELLA BARETE,LISTA AMNISTIA GIUSTIZIA LIBERTA',1,,
BARETE,SIMONE DI STEFANO BARETE,CASAPOUND ITALIA,1,,
BARISCIANO,PIER LUIGI BERSANI BARISCIANO,PARTITO DEMOCRATICO,328,,
BARISCIANO,,SINISTRA ECOLOGIA LIBERTA',24,,
BARISCIANO,,CENTRO DEMOCRATICO,6,,
BARISCIANO,SILVIO BERLUSCONI BARISCIANO,IL POPOLO DELLA LIBERTA',244,,
BARISCIANO,,LA DESTRA,62,,
BARISCIANO,,FRATELLI D'ITALIA,20,,
BARISCIANO,,GRANDE SUD - MPA,2,,
BARISCIANO,,LEGA NORD,0,,
BARISCIANO,,INTESA POPOLARE,0,,
BARISCIANO,GIUSEPPE PIERO GRILLO BARISCIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,211,,
BARISCIANO,MARIO MONTI BARISCIANO,SCELTA CIVICA CON MONTI PER L'ITALIA,56,,
BARISCIANO,,UNIONE DI CENTRO,29,,
BARISCIANO,,FUTURO E LIBERTA',2,,
BARISCIANO,ANTONIO INGROIA BARISCIANO,RIVOLUZIONE CIVILE,40,,
BARISCIANO,OSCAR FULVIO GIANNINO BARISCIANO,FARE PER FERMARE IL DECLINO,3,,
BARISCIANO,MARCO FERRANDO BARISCIANO,PARTITO COMUNISTA DEI LAVORATORI,3,,
BARISCIANO,ROBERTO FIORE BARISCIANO,FORZA NUOVA,2,,
BARISCIANO,GIACINTO MARCO PANNELLA BARISCIANO,LISTA AMNISTIA GIUSTIZIA LIBERTA',0,,
BARISCIANO,SIMONE DI STEFANO BARISCIANO,CASAPOUND ITALIA,6,,
BARREA,PIER LUIGI BERSANI BARREA,PARTITO DEMOCRATICO,85,,
BARREA,,SINISTRA ECOLOGIA LIBERTA',7,,
BARREA,,CENTRO DEMOCRATICO,2,,
BARREA,SILVIO BERLUSCONI BARREA,IL POPOLO DELLA LIBERTA',120,,
BARREA,,LA DESTRA,15,,
BARREA,,FRATELLI D'ITALIA,12,,
BARREA,,GRANDE SUD - MPA,1,,
BARREA,,LEGA NORD,0,,
BARREA,,INTESA POPOLARE,0,,
BARREA,GIUSEPPE PIERO GRILLO BARREA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,98,,
BARREA,MARIO MONTI BARREA,SCELTA CIVICA CON MONTI PER L'ITALIA,28,,
BARREA,,UNIONE DI CENTRO,14,,
BARREA,,FUTURO E LIBERTA',1,,
BARREA,ANTONIO INGROIA BARREA,RIVOLUZIONE CIVILE,6,,
BARREA,OSCAR FULVIO GIANNINO BARREA,FARE PER FERMARE IL DECLINO,0,,
BARREA,MARCO FERRANDO BARREA,PARTITO COMUNISTA DEI LAVORATORI,0,,
BARREA,ROBERTO FIORE BARREA,FORZA NUOVA,0,,
BARREA,GIACINTO MARCO PANNELLA BARREA,LISTA AMNISTIA GIUSTIZIA LIBERTA',2,,
BARREA,SIMONE DI STEFANO BARREA,CASAPOUND ITALIA,1,,
BISEGNA,PIER LUIGI BERSANI BISEGNA,PARTITO DEMOCRATICO,35,,
BISEGNA,,SINISTRA ECOLOGIA LIBERTA',2,,
BISEGNA,,CENTRO DEMOCRATICO,0,,
BISEGNA,SILVIO BERLUSCONI BISEGNA,IL POPOLO DELLA LIBERTA',33,,
BISEGNA,,INTESA POPOLARE,2,,
BISEGNA,,LEGA NORD,1,,
BISEGNA,,GRANDE SUD - MPA,0,,
BISEGNA,,FRATELLI D'ITALIA,0,,
BISEGNA,,LA DESTRA,0,,
BISEGNA,GIUSEPPE PIERO GRILLO BISEGNA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,25,,
BISEGNA,MARIO MONTI BISEGNA,SCELTA CIVICA CON MONTI PER L'ITALIA,23,,
BISEGNA,,UNIONE DI CENTRO,6,,
BISEGNA,,FUTURO E LIBERTA',1,,
BISEGNA,ANTONIO INGROIA BISEGNA,RIVOLUZIONE CIVILE,5,,
BISEGNA,OSCAR FULVIO GIANNINO BISEGNA,FARE PER FERMARE IL DECLINO,0,,
BISEGNA,MARCO FERRANDO BISEGNA,PARTITO COMUNISTA DEI LAVORATORI,4,,
BISEGNA,ROBERTO FIORE BISEGNA,FORZA NUOVA,1,,
BISEGNA,GIACINTO MARCO PANNELLA BISEGNA,LISTA AMNISTIA GIUSTIZIA LIBERTA',1,,
BISEGNA,SIMONE DI STEFANO BISEGNA,CASAPOUND ITALIA,0,,
BUGNARA,PIER LUIGI BERSANI BUGNARA,PARTITO DEMOCRATICO,100,,
BUGNARA,,SINISTRA ECOLOGIA LIBERTA',20,,
BUGNARA,,CENTRO DEMOCRATICO,1,,
BUGNARA,SILVIO BERLUSCONI BUGNARA,IL POPOLO DELLA LIBERTA',268,,
BUGNARA,,FRATELLI D'ITALIA,14,,
BUGNARA,,LA DESTRA,9,,
BUGNARA,,INTESA POPOLARE,6,,
BUGNARA,,LEGA NORD,3,,
BUGNARA,,GRANDE SUD - MPA,2,,
BUGNARA,GIUSEPPE PIERO GRILLO BUGNARA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,188,,
BUGNARA,MARIO MONTI BUGNARA,SCELTA CIVICA CON MONTI PER L'ITALIA,33,,
BUGNARA,,FUTURO E LIBERTA',4,,
BUGNARA,,UNIONE DI CENTRO,2,,
BUGNARA,ANTONIO INGROIA BUGNARA,RIVOLUZIONE CIVILE,28,,
BUGNARA,OSCAR FULVIO GIANNINO BUGNARA,FARE PER FERMARE IL DECLINO,0,,
BUGNARA,MARCO FERRANDO BUGNARA,PARTITO COMUNISTA DEI LAVORATORI,0,,
BUGNARA,ROBERTO FIORE BUGNARA,FORZA NUOVA,0,,
