Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ABRIOLA ,1213,891,34,58,
ACERENZA ,1916,1388,25,80,
ALBANO DI LUCANIA ,1109,745,28,69,
ANZI ,1335,824,20,49,
ARMENTO ,488,277,12,46,
ATELLA ,2754,2038,45,106,
AVIGLIANO ,8734,5837,76,252,
BALVANO ,1427,1097,55,93,
BANZI ,1033,691,10,36,
BARAGIANO ,2003,1487,60,130,
BARILE ,2107,1515,24,87,
BELLA ,3809,2252,83,191,
BRIENZA ,3106,2155,55,135,
BRINDISI MONTAGNA ,660,402,14,26,
CALVELLO ,1500,967,49,87,
CALVERA ,358,204,9,25,
CAMPOMAGGIORE ,639,437,15,37,
CANCELLARA ,1023,733,21,51,
CARBONE ,574,314,29,40,
CASTELGRANDE ,812,490,21,36,
CASTELLUCCIO INFERIORE ,1654,1087,42,84,
CASTELLUCCIO SUPERIORE ,644,131,8,14,
CASTELMEZZANO ,681,507,14,35,
CASTELSARACENO ,1159,762,26,68,
CASTRONUOVO DI SANT'ANDREA ,927,571,38,66,
CERSOSIMO ,564,323,12,32,
CHIAROMONTE ,1563,984,39,99,
CORLETO PERTICARA ,2038,1398,43,119,
EPISCOPIA ,1114,743,61,83,
FARDELLA ,504,329,7,27,
FILIANO ,2335,1686,34,87,
FORENZA ,1641,1047,17,56,
FRANCAVILLA IN SINNI ,3179,2154,86,228,
GALLICCHIO ,679,433,13,31,
GENZANO DI LUCANIA ,4424,2813,37,129,
GINESTRA ,530,374,16,51,
GRUMENTO NOVA ,1320,941,39,83,
GUARDIA PERTICARA ,431,268,12,44,
LAGONEGRO ,4291,2979,64,192,
LATRONICO ,3685,2510,93,189,
LAURENZANA ,1527,940,28,70,
LAURIA ,9928,6992,285,836,
LAVELLO ,9668,6765,104,352,
MARATEA ,4060,2762,49,137,
MARSICO NUOVO ,3318,2031,52,123,
MARSICOVETERE ,3772,2701,67,152,
MASCHITO ,1323,811,26,59,
MELFI ,12077,9025,186,546,
MISSANELLO ,410,248,6,30,
MOLITERNO ,3279,2143,47,130,
MONTEMILONE ,1281,787,25,40,
MONTEMURRO ,996,687,22,62,
MURO LUCANO ,4401,2849,98,219,
NEMOLI ,1169,817,34,80,
NOEPOLI ,752,425,26,46,
OPPIDO LUCANO ,2819,2167,41,100,
PALAZZO SAN GERVASIO ,3518,2195,24,91,
PATERNO ,2864,1503,50,113,
PESCOPAGANO ,1583,1098,39,88,
PICERNO ,4556,3029,76,184,
PIETRAGALLA ,3207,2340,59,113,
PIETRAPERTOSA ,846,520,26,55,
PIGNOLA ,4925,3628,46,140,
POTENZA ,51481,38433,378,1688,
RAPOLLA ,3159,2398,32,89,
RAPONE ,775,573,22,38,
RIONERO IN VULTURE ,9696,7342,119,505,
RIPACANDIDA ,1224,888,14,61,
RIVELLO ,2119,1560,40,107,
ROCCANOVA ,1266,851,43,87,
ROTONDA ,2710,1619,88,190,
RUOTI ,2672,1883,64,144,
RUVO DEL MONTE ,842,574,21,43,
SAN CHIRICO NUOVO ,1125,817,19,59,
SAN CHIRICO RAPARO ,913,538,27,63,
SAN COSTANTINO ALBANESE ,643,441,12,24,
SAN FELE ,2501,1632,36,72,
SAN MARTINO D'AGRI ,650,480,25,52,
SAN PAOLO ALBANESE ,241,149,8,13,
SAN SEVERINO LUCANO ,1312,888,28,53,
SANT'ANGELO LE FRATTE ,1063,668,28,49,
SANT'ARCANGELO ,4652,2936,60,196,
SARCONI ,1019,670,27,69,
SASSO DI CASTALDA ,663,455,24,38,
SATRIANO DI LUCANIA ,1762,1212,35,86,
SAVOIA DI LUCANIA ,885,601,14,31,
SENISE ,5247,3622,126,248,
SPINOSO ,1160,768,19,129,
TEANA ,515,336,10,26,
TERRANOVA DI POLLINO ,1042,682,42,70,
TITO ,5239,3841,96,233,
TOLVE ,2497,1757,35,111,
TRAMUTOLA ,2336,1724,71,176,
TRECCHINA ,1854,1344,53,124,
TRIVIGNO ,547,392,13,27,
VAGLIO BASILICATA ,1640,1198,26,71,
VENOSA ,8682,6214,84,332,
VIETRI DI POTENZA ,2203,1681,69,127,
VIGGIANELLO ,2603,1414,112,157,
VIGGIANO ,2291,1537,35,98,
