Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUI TERME ,15268,11521,114,384,
ALBERA LIGURE ,274,188,3,10,
ALESSANDRIA ,66677,49316,321,1341,
ALFIANO NATTA ,564,410,3,16,
ALICE BEL COLLE ,580,444,5,18,
ALLUVIONI CAMBIO' ,761,620,9,22,
ALTAVILLA MONFERRATO ,368,290,1,7,
ALZANO SCRIVIA ,283,216,3,10,
ARQUATA SCRIVIA ,4753,3664,27,138,
AVOLASCA ,242,173,1,4,
BALZOLA ,1116,854,7,34,
BASALUZZO ,1600,1255,12,48,
BASSIGNANA ,1334,1051,10,40,
BELFORTE MONFERRATO ,401,326,4,6,
BERGAMASCO ,574,477,5,20,
BERZANO DI TORTONA ,125,92,1,3,
BISTAGNO ,1416,1043,13,53,
BORGHETTO DI BORBERA ,1519,1141,6,34,
BORGO SAN MARTINO ,1034,775,15,38,
BORGORATTO ALESSANDRINO ,480,378,4,15,
BOSCO MARENGO ,1865,1420,17,54,
BOSIO ,939,701,3,22,
BOZZOLE ,254,204,0,2,
BRIGNANO FRASCATA ,380,305,4,9,
CABELLA LIGURE ,457,294,3,9,
CAMAGNA MONFERRATO ,421,316,3,7,
CAMINO ,641,466,7,23,
CANTALUPO LIGURE ,443,285,2,10,
CAPRIATA D'ORBA ,1449,1164,13,52,
CARBONARA SCRIVIA ,767,622,3,25,
CARENTINO ,244,189,3,8,
CAREZZANO ,357,274,3,8,
CARPENETO ,778,579,4,19,
CARREGA LIGURE ,52,43,0,0,
CARROSIO ,356,284,1,6,
CARTOSIO ,586,439,5,24,
CASAL CERMELLI ,871,670,8,21,
CASALE MONFERRATO ,25920,19183,167,691,
CASALEGGIO BOIRO ,308,247,2,4,
CASALNOCETO ,736,560,7,20,
CASASCO ,100,71,1,3,
CASSANO SPINOLA ,1392,1072,5,26,
CASSINE ,2287,1667,20,60,
CASSINELLE ,714,507,2,9,
CASTELLANIA ,78,61,0,2,
CASTELLAR GUIDOBONO ,333,283,3,7,
CASTELLAZZO BORMIDA ,3420,2588,20,80,
CASTELLETTO D'ERRO ,125,88,1,4,
CASTELLETTO D'ORBA ,1571,1244,19,44,
CASTELLETTO MERLI ,381,277,6,18,
CASTELLETTO MONFERRATO ,1197,961,9,28,
CASTELNUOVO BORMIDA ,528,375,9,23,
CASTELNUOVO SCRIVIA ,3545,3125,28,129,
CASTELSPINA ,327,269,0,4,
CAVATORE ,231,151,1,6,
CELLA MONTE ,384,314,2,11,
CERESETO ,366,294,2,10,
CERRETO GRUE ,266,207,1,5,
CERRINA ,1121,822,6,29,
CONIOLO ,356,300,2,10,
CONZANO ,770,615,4,16,
COSTA VESCOVATO ,270,200,3,6,
CREMOLINO ,850,663,11,24,
CUCCARO MONFERRATO ,280,232,1,4,
DENICE ,160,116,3,4,
DERNICE ,190,115,3,4,
FABBRICA CURONE ,554,362,2,4,
FELIZZANO ,1739,1377,13,46,
FRACONALTO ,282,188,3,6,
FRANCAVILLA BISIO ,411,332,2,9,
FRASCARO ,324,236,4,9,
FRASSINELLO MONFERRATO ,411,315,3,24,
FRASSINETO PO ,1127,866,14,56,
FRESONARA ,560,450,2,9,
FRUGAROLO ,1535,1178,5,23,
FUBINE ,1197,910,10,22,
GABIANO ,947,660,14,36,
GAMALERO ,661,489,5,9,
GARBAGNA ,536,401,8,14,
GAVAZZANA ,139,95,2,3,
GAVI ,3579,2881,34,100,
GIAROLE ,566,446,3,15,
GREMIASCO ,231,173,5,16,
GROGNARDO ,244,164,2,3,
GRONDONA ,432,338,3,8,
GUAZZORA ,240,189,0,4,
ISOLA SANT'ANTONIO ,554,418,3,10,
LERMA ,706,549,4,12,
LU ,916,708,12,31,
MALVICINO ,79,59,0,1,
MASIO ,1111,876,15,26,
MELAZZO ,1004,766,3,26,
MERANA ,153,117,1,9,
MIRABELLO MONFERRATO ,1083,822,6,20,
MOLARE ,1696,1336,10,35,
MOLINO DEI TORTI ,512,418,4,13,
MOMBELLO MONFERRATO ,833,599,7,26,
MOMPERONE ,179,136,2,4,
MONCESTINO ,184,155,0,4,
MONGIARDINO LIGURE ,158,89,0,2,
MONLEALE ,444,355,4,15,
MONTACUTO ,246,152,5,10,
MONTALDEO ,187,159,2,4,
MONTALDO BORMIDA ,542,375,8,13,
MONTECASTELLO ,262,197,4,12,
MONTECHIARO D'ACQUI ,460,305,6,12,
MONTEGIOCO ,242,180,3,6,
MONTEMARZINO ,272,196,1,5,
MORANO SUL PO ,1159,890,11,37,
MORBELLO ,353,247,3,7,
MORNESE ,575,446,3,13,
MORSASCO ,563,441,5,16,
MURISENGO ,1138,843,8,43,
NOVI LIGURE ,20613,15463,113,409,
OCCIMIANO ,932,764,19,44,
ODALENGO GRANDE ,397,256,3,7,
ODALENGO PICCOLO ,207,144,1,4,
OLIVOLA ,101,76,3,6,
ORSARA BORMIDA ,327,229,1,9,
OTTIGLIO ,498,372,3,14,
OVADA ,8937,6868,46,177,
OVIGLIO ,1021,784,6,27,
OZZANO MONFERRATO ,1154,855,8,30,
PADERNA ,179,143,1,1,
PARETO ,496,340,11,23,
PARODI LIGURE ,565,413,6,12,
PASTURANA ,984,815,10,19,
PECETTO DI VALENZA ,1011,806,8,28,
PIETRA MARAZZI ,710,578,9,18,
PIOVERA ,632,509,3,13,
POMARO MONFERRATO ,307,249,2,11,
PONTECURONE ,2746,2126,23,74,
PONTESTURA ,1169,885,5,23,
PONTI ,519,340,7,22,
PONZANO MONFERRATO ,292,205,6,9,
PONZONE ,916,544,4,10,
POZZOL GROPPO ,291,234,3,7,
POZZOLO FORMIGARO ,3618,2764,27,86,
PRASCO ,419,298,4,12,
PREDOSA ,1599,1166,8,38,
QUARGNENTO ,1029,807,11,31,
QUATTORDIO ,1277,1034,5,30,
RICALDONE ,494,365,1,15,
RIVALTA BORMIDA ,1132,872,13,35,
RIVARONE ,297,232,2,10,
ROCCA GRIMALDA ,1199,931,12,37,
ROCCAFORTE LIGURE ,125,81,1,3,
ROCCHETTA LIGURE ,167,124,0,8,
ROSIGNANO MONFERRATO ,1245,978,8,25,
SALA MONFERRATO ,317,239,6,12,
SALE ,3139,2279,18,80,
SAN CRISTOFORO ,473,371,1,11,
SAN GIORGIO MONFERRATO ,999,809,6,24,
SAN SALVATORE MONFERRATO ,3436,2740,33,108,
SAN SEBASTIANO CURONE ,392,300,6,11,
SANT'AGATA FOSSILI ,352,275,1,5,
SARDIGLIANO ,348,269,1,11,
SAREZZANO ,907,694,6,19,
SERRALUNGA DI CREA ,455,347,5,8,
SERRAVALLE SCRIVIA ,4213,3081,24,92,
SEZZADIO ,952,721,7,21,
SILVANO D'ORBA ,1551,1212,5,31,
SOLERO ,1332,1065,18,53,
SOLONGHELLO ,178,127,3,10,
SPIGNO MONFERRATO ,853,603,5,29,
SPINETO SCRIVIA ,276,200,2,6,
STAZZANO ,1874,1478,11,46,
STREVI ,1438,1043,12,30,
TAGLIOLO MONFERRATO ,1218,971,8,22,
TASSAROLO ,500,377,4,6,
TERRUGGIA ,671,530,6,24,
TERZO ,705,564,6,18,
TICINETO ,1074,867,16,54,
TORTONA ,19503,14814,95,399,
TREVILLE ,236,167,0,0,
TRISOBBIO ,513,390,1,8,
VALENZA ,14921,11472,81,339,
VALMACCA ,813,630,9,20,
VIGNALE MONFERRATO ,797,589,7,22,
VIGNOLE BORBERA ,1649,1240,11,40,
VIGUZZOLO ,2413,1935,24,72,
VILLADEATI ,393,272,1,6,
VILLALVERNIA ,698,559,6,15,
VILLAMIROGLIO ,274,186,1,7,
VILLANOVA MONFERRATO ,1452,1077,8,41,
VILLAROMAGNANO ,563,462,3,11,
VISONE ,911,684,9,23,
VOLPEDO ,909,704,7,21,
VOLPEGLINO ,130,110,0,1,
VOLTAGGIO ,622,491,4,16,
