Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BAGNO A RIPOLI ,20382,17258,104,413,
BARBERINO DI MUGELLO ,8294,6620,50,194,
BARBERINO VAL D'ELSA ,3332,2810,24,70,
BORGO SAN LORENZO ,13810,11429,75,341,
CALENZANO ,13513,11272,55,259,
CAMPI BISENZIO ,31180,24920,179,756,
CAPRAIA E LIMITE ,5811,4849,39,136,
CASTELFIORENTINO ,13248,10943,86,288,
CERRETO GUIDI ,8066,6752,60,163,
CERTALDO ,12323,10257,77,284,
DICOMANO ,4303,3506,33,99,
EMPOLI ,35279,29305,188,657,
FIESOLE ,11026,9266,57,230,
FIGLINE VALDARNO ,13094,10739,94,343,
FIRENZE ,276367,221108,1135,4914,
FIRENZUOLA ,3773,2719,41,128,
FUCECCHIO ,16653,13385,99,393,
GAMBASSI TERME ,3884,3237,20,78,
GREVE IN CHIANTI ,10254,8388,74,254,
IMPRUNETA ,11423,9618,47,212,
INCISA IN VAL D'ARNO ,4919,4073,32,132,
LASTRA A SIGNA ,14848,12112,89,354,
LONDA ,1419,1139,6,34,
MARRADI ,2681,2113,22,79,
MONTAIONE ,2936,2376,28,78,
MONTELUPO FIORENTINO ,10643,9022,77,280,
MONTESPERTOLI ,10249,8420,53,207,
PALAZZUOLO SUL SENIO ,1007,742,11,39,
PELAGO ,6078,5105,31,140,
PONTASSIEVE ,16306,13862,88,377,
REGGELLO ,13000,10867,97,326,
RIGNANO SULL'ARNO ,6717,5587,99,143,
RUFINA ,5876,4860,46,149,
SAN CASCIANO IN VAL DI PESA ,13233,11007,80,358,
SAN GODENZO ,979,779,9,21,
SAN PIERO A SIEVE ,3238,2627,13,72,
SCANDICCI ,38821,32105,170,731,
SCARPERIA ,5942,4922,37,141,
SESTO FIORENTINO ,37654,31610,181,676,
SIGNA ,13427,10708,114,375,
TAVARNELLE VAL DI PESA ,5939,4849,42,140,
VAGLIA ,4121,3319,5,52,
VICCHIO ,6405,5263,42,149,
VINCI ,11024,9251,90,277,
