Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGLIE' ,2131,1579,13,91,
AIRASCA ,2920,2354,26,100,
ALA DI STURA ,402,261,5,11,
ALBIANO D'IVREA ,1433,1085,12,42,
ALICE SUPERIORE ,594,436,4,26,
ALMESE ,5094,4148,24,113,
ALPETTE ,241,170,2,8,
ALPIGNANO ,14087,11221,55,285,
ANDEZENO ,1536,1306,12,56,
ANDRATE ,423,281,4,13,
ANGROGNA ,716,470,8,21,
ARIGNANO ,854,717,2,22,
AVIGLIANA ,9869,8050,46,198,
AZEGLIO ,1044,811,3,38,
BAIRO ,686,514,4,23,
BALANGERO ,2610,2014,6,67,
BALDISSERO CANAVESE ,450,283,3,21,
BALDISSERO TORINESE ,2989,2462,14,59,
BALME ,93,65,0,5,
BANCHETTE ,2495,1897,6,65,
BARBANIA ,1360,1010,11,37,
BARDONECCHIA ,2524,1925,11,59,
BARONE CANAVESE ,482,366,3,14,
BEINASCO ,14677,12092,72,358,
BIBIANA ,2577,2005,23,96,
BOBBIO PELLICE ,467,340,3,16,
BOLLENGO ,1728,1379,16,77,
BORGARO TORINESE ,10921,9066,37,224,
BORGIALLO ,457,332,8,13,
BORGOFRANCO D'IVREA ,2967,2278,14,104,
BORGOMASINO ,650,479,9,22,
BORGONE SUSA ,1835,1390,13,53,
BOSCONERO ,2445,1889,23,76,
BRANDIZZO ,6720,5239,33,170,
BRICHERASIO ,3672,2887,33,118,
BROSSO ,389,267,11,32,
BROZOLO ,384,273,3,8,
BRUINO ,6710,5746,33,157,
BRUSASCO ,1350,1009,8,30,
BRUZOLO ,1243,1002,5,23,
BURIASCO ,1122,911,10,44,
BUROLO ,1049,824,6,32,
BUSANO ,1239,988,17,47,
BUSSOLENO ,5023,3865,26,116,
BUTTIGLIERA ALTA ,5219,4371,18,119,
CAFASSE ,2833,2136,13,75,
CALUSO ,6068,4685,30,171,
CAMBIANO ,5015,4196,26,144,
CAMPIGLIONE-FENILE ,1113,874,6,49,
CANDIA CANAVESE ,1019,787,15,41,
CANDIOLO ,4545,3843,31,134,
CANISCHIO ,234,164,1,9,
CANTALUPA ,2044,1678,11,60,
CANTOIRA ,473,324,3,23,
CAPRIE ,1718,1395,7,42,
CARAVINO ,794,617,8,35,
CAREMA ,620,436,5,33,
CARIGNANO ,7133,5647,56,299,
CARMAGNOLA ,21555,16811,130,649,
CASALBORGONE ,1535,1164,7,50,
CASCINETTE D'IVREA ,1176,927,10,37,
