Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ARMUNGIA ,414,256,4,11,
ASSEMINI ,20164,14094,99,305,
BALLAO ,680,416,5,18,
BARRALI ,838,557,9,15,
BURCEI ,2106,1237,28,48,
CAGLIARI ,122130,87585,413,1344,
CAPOTERRA ,17787,12329,67,183,
CASTIADAS ,1200,872,4,17,
DECIMOMANNU ,6010,4352,51,136,
DECIMOPUTZU ,3279,2224,31,75,
DOLIANOVA ,7361,5003,48,128,
DOMUS DE MARIA ,1392,874,10,31,
DONORI ,1627,1138,12,37,
ELMAS ,7018,5221,28,83,
ESCALAPLANO ,1759,1095,23,52,
ESCOLCA ,511,370,11,16,
ESTERZILI ,584,299,4,12,
GERGEI ,986,650,9,29,
GESICO ,670,456,12,20,
GONI ,382,183,2,3,
GUAMAGGIORE ,785,580,34,64,
GUASILA ,2111,1469,39,65,
ISILI ,2197,1554,33,78,
MANDAS ,1782,1264,46,101,
MARACALAGONIS ,5878,4004,43,117,
MONASTIR ,3619,2504,22,77,
MONSERRATO ,16003,11492,73,214,
MURAVERA ,4030,2809,27,88,
NURAGUS ,749,545,6,25,
NURALLAO ,1061,773,14,28,
NURAMINIS ,2090,1415,22,58,
NURRI ,1734,1009,17,49,
ORROLI ,1904,1174,29,61,
ORTACESUS ,719,574,8,25,
PIMENTEL ,911,637,4,22,
PULA ,5679,3807,39,95,
QUARTU SANT'ELENA ,53997,37514,186,656,
QUARTUCCIU ,9778,6932,43,135,
SADALI ,747,576,8,24,
SAMATZAI ,1315,970,10,26,
SAN BASILIO ,971,647,8,22,
SAN NICOLO' GERREI ,664,358,9,25,
SAN SPERATE ,6273,4472,34,122,
SAN VITO ,2951,1984,34,83,
SANT'ANDREA FRIUS ,1369,917,14,35,
SARROCH ,4211,2884,25,61,
SELARGIUS ,21972,16474,98,291,
SELEGAS ,1061,724,11,33,
SENORBI' ,3607,2543,28,76,
SERDIANA ,2012,1365,15,48,
SERRI ,533,290,7,16,
SESTU ,15001,10719,73,223,
SETTIMO SAN PIETRO ,5086,3766,26,91,
SEULO ,723,426,4,16,
SILIQUA ,3080,2114,22,50,
SILIUS ,969,503,10,22,
SINNAI ,12751,9079,98,232,
SIURGUS DONIGALA ,1570,956,21,38,
SOLEMINIS ,1398,1023,13,42,
SUELLI ,900,643,11,25,
TEULADA ,3071,2130,31,82,
USSANA ,3202,2211,19,59,
UTA ,5959,3754,26,93,
VALLERMOSA ,1529,1031,17,39,
VILLA SAN PIETRO ,1566,1098,10,34,
VILLANOVA TULO ,843,461,11,27,
VILLAPUTZU ,3815,2612,42,139,
VILLASALTO ,886,611,9,20,
VILLASIMIUS ,2710,1917,14,35,
VILLASOR ,5353,3670,41,127,
VILLASPECIOSA ,1829,1309,17,35,
