Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AFRICO ,2391,1261,17,56,
AGNANA CALABRA ,478,257,10,24,
ANOIA ,1810,993,37,78,
ANTONIMINA ,1082,578,37,89,
ARDORE ,3975,2405,61,161,
BAGALADI ,907,555,19,47,
BAGNARA CALABRA ,8424,4986,89,284,
BENESTARE ,1915,1175,62,120,
BIANCO ,3283,1937,35,113,
BIVONGI ,1178,780,15,53,
BOVA ,394,186,9,19,
BOVA MARINA ,3314,2006,48,156,
BOVALINO ,6638,4055,85,254,
BRANCALEONE ,2865,1521,37,95,
BRUZZANO ZEFFIRIO ,1040,492,12,31,
CALANNA ,812,420,11,34,
CAMINI ,598,349,9,43,
CAMPO CALABRO ,3536,2534,61,215,
CANDIDONI ,283,137,4,8,
CANOLO ,668,459,16,26,
CARAFFA DEL BIANCO ,454,291,7,16,
CARDETO ,1522,882,25,65,
CARERI ,1789,891,39,74,
CASIGNANA ,632,443,6,18,
CAULONIA ,5769,3600,69,303,
CIMINA' ,499,237,7,23,
CINQUEFRONDI ,5094,3464,76,215,
CITTANOVA ,7863,5118,170,411,
CONDOFURI ,4085,2141,62,180,
COSOLETO ,710,427,14,27,
DELIANUOVA ,2617,1521,44,110,
FEROLETO DELLA CHIESA ,1405,672,32,67,
FERRUZZANO ,648,359,7,28,
FIUMARA ,844,528,12,34,
GALATRO ,1483,775,23,45,
GERACE ,2259,1406,34,124,
GIFFONE ,1544,804,30,72,
GIOIA TAURO ,14239,7490,117,422,
GIOIOSA IONICA ,5497,3377,66,205,
GROTTERIA ,2655,1353,44,114,
LAGANADI ,330,253,10,17,
LAUREANA DI BORRELLO ,4324,2299,84,189,
LOCRI ,9694,5894,90,370,
MAMMOLA ,2469,1212,36,77,
MARINA DI GIOIOSA IONICA ,5136,3042,69,192,
MAROPATI ,1250,665,17,52,
MARTONE ,447,323,10,19,
MELICUCCA' ,756,405,18,32,
MELICUCCO ,3806,2127,61,142,
MELITO DI PORTO SALVO ,9017,4439,91,307,
MOLOCHIO ,2155,1282,55,115,
MONASTERACE ,2718,1700,38,104,
MONTEBELLO IONICO ,5142,2564,49,195,
MOTTA SAN GIOVANNI ,5051,3193,61,184,
OPPIDO MAMERTINA ,4171,2461,56,165,
PALIZZI ,1980,1092,25,86,
PALMI ,14713,8919,146,519,
PAZZANO ,533,258,7,22,
PLACANICA ,1047,568,24,41,
PLATI' ,2691,1006,36,126,
POLISTENA ,8132,5517,85,369,
PORTIGLIOLA ,988,504,18,49,
REGGIO DI CALABRIA ,144898,91591,972,4702,
RIACE ,1393,779,26,64,
RIZZICONI ,5983,3634,164,371,
ROCCAFORTE DEL GRECO ,462,227,12,23,
ROCCELLA IONICA ,5378,3510,62,215,
ROGHUDI ,850,385,26,40,
ROSARNO ,10948,6371,132,413,
SAMO ,736,366,11,23,
SAN FERDINANDO ,3336,1862,51,134,
SAN GIORGIO MORGETO ,2498,1453,33,76,
SAN GIOVANNI DI GERACE ,441,266,14,33,
SAN LORENZO ,2168,968,21,61,
SAN LUCA ,2972,1310,27,59,
SAN PIETRO DI CARIDA' ,1070,560,13,29,
SAN PROCOPIO ,449,239,17,35,
SAN ROBERTO ,1554,994,41,96,
SANT'AGATA DEL BIANCO ,515,277,7,9,
SANT'ALESSIO IN ASPROMONTE ,261,167,4,13,
SANT'EUFEMIA D'ASPROMONTE ,3075,1156,47,116,
SANT'ILARIO DELLO IONIO ,1028,665,28,62,
SANTA CRISTINA D'ASPROMONTE ,756,387,15,35,
SANTO STEFANO IN ASPROMONTE ,1033,679,11,32,
SCIDO ,764,384,13,35,
SCILLA ,4146,2789,65,190,
SEMINARA ,2304,1310,17,58,
SERRATA ,711,377,17,30,
SIDERNO ,14122,7927,158,472,
SINOPOLI ,1575,686,33,64,
STAITI ,227,103,6,11,
STIGNANO ,1062,616,27,75,
STILO ,2151,1276,19,68,
TAURIANOVA ,12276,6780,161,455,
TERRANOVA SAPPO MINULIO ,433,236,6,9,
VARAPODIO ,1781,1083,36,75,
VILLA SAN GIOVANNI ,10812,7439,116,436,
