Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ARZANA ,2083,1240,14,54,
BARI SARDO ,3300,2210,34,95,
BAUNEI ,3143,1976,23,75,
CARDEDU ,1484,1102,13,29,
ELINI ,466,303,4,12,
GAIRO ,1239,773,7,28,
GIRASOLE ,970,699,4,12,
ILBONO ,1806,1188,22,71,
JERZU ,2616,1880,16,62,
LANUSEI ,4769,3360,24,110,
LOCERI ,1074,742,6,32,
LOTZORAI ,1865,1245,8,28,
OSINI ,706,432,6,12,
PERDASDEFOGU ,1758,1169,16,39,
SEUI ,1122,718,4,25,
TALANA ,869,427,2,19,
TERTENIA ,3181,2292,11,56,
TORTOLI' ,8903,5996,37,125,
TRIEI ,979,601,8,17,
ULASSAI ,1312,926,7,10,
URZULEI ,1110,646,1,16,
USSASSAI ,538,349,5,9,
VILLAGRANDE STRISAILI ,2808,1988,21,58,
