Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUANEGRA CREMONESE ,909,726,17,38,
AGNADELLO ,2558,2042,13,73,
ANNICCO ,1504,1207,22,54,
AZZANELLO ,481,364,8,15,
BAGNOLO CREMASCO ,3467,2862,37,96,
BONEMERSE ,1092,940,8,34,
BORDOLANO ,403,343,7,13,
CA' D'ANDREA ,340,275,11,18,
CALVATONE ,908,763,13,36,
CAMISANO ,923,748,12,32,
CAMPAGNOLA CREMASCA ,488,416,5,25,
CAPERGNANICA ,1602,1331,22,64,
CAPPELLA CANTONE ,427,348,8,16,
CAPPELLA DE' PICENARDI ,271,207,2,7,
CAPRALBA ,1793,1471,19,57,
CASALBUTTANO ED UNITI ,2858,2235,35,95,
CASALE CREMASCO VIDOLASCO ,1199,943,19,58,
CASALETTO CEREDANO ,886,732,20,44,
CASALETTO DI SOPRA ,371,299,8,16,
CASALETTO VAPRIO ,1196,921,8,46,
CASALMAGGIORE ,10048,7927,97,275,
CASALMORANO ,1223,946,16,38,
CASTEL GABBIANO ,304,242,2,7,
CASTELDIDONE ,400,294,4,15,
CASTELLEONE ,6731,5453,78,229,
CASTELVERDE ,4192,3420,46,146,
CASTELVISCONTI ,228,192,6,12,
CELLA DATI ,418,350,9,17,
CHIEVE ,1650,1303,17,52,
CICOGNOLO ,663,580,8,19,
CINGIA DE' BOTTI ,932,686,24,51,
CORTE DE' CORTESI CON CIGNONE ,676,555,16,33,
CORTE DE' FRATI ,1029,828,14,42,
CREDERA RUBBIANO ,1216,1032,10,50,
CREMA ,24635,19992,192,587,
CREMONA ,50650,40905,387,1197,
CREMOSANO ,1222,993,11,36,
CROTTA D'ADDA ,464,367,2,14,
CUMIGNANO SUL NAVIGLIO ,306,242,4,10,
DEROVERE ,233,183,6,12,
DOVERA ,2778,2222,25,78,
DRIZZONA ,399,323,7,16,
FIESCO ,835,647,11,23,
FORMIGARA ,791,639,9,39,
GABBIONETA BINANUOVA ,663,558,11,25,
GADESCO PIEVE DELMONA ,1384,1145,19,53,
GENIVOLTA ,844,685,15,33,
GERRE DE' CAPRIOLI ,946,806,5,23,
GOMBITO ,471,375,5,19,
GRONTARDO ,1035,881,12,34,
GRUMELLO CREMONESE ED UNITI ,1328,1072,24,65,
GUSSOLA ,1934,1568,34,63,
ISOLA DOVARESE ,935,757,7,26,
IZANO ,1525,1253,20,49,
MADIGNANO ,2059,1728,29,89,
MALAGNINO ,1176,1021,12,33,
MARTIGNANA DI PO ,1318,1026,24,41,
MONTE CREMASCO ,1644,1323,17,60,
MONTODINE ,1884,1605,33,96,
MOSCAZZANO ,592,481,11,18,
MOTTA BALUFFI ,674,541,5,22,
OFFANENGO ,4226,3581,52,146,
OLMENETA ,715,592,13,21,
OSTIANO ,2115,1666,46,94,
PADERNO PONCHIELLI ,1074,871,9,27,
PALAZZO PIGNANO ,2766,2235,20,85,
PANDINO ,6161,5008,43,151,
PERSICO DOSIMO ,2447,2096,24,73,
PESCAROLO ED UNITI ,1110,910,27,50,
PESSINA CREMONESE ,447,373,8,14,
PIADENA ,2511,1995,21,54,
PIANENGO ,1844,1575,22,64,
PIERANICA ,809,646,10,37,
PIEVE D'OLMI ,924,748,11,36,
PIEVE SAN GIACOMO ,1104,908,18,41,
PIZZIGHETTONE ,4924,3923,45,135,
POZZAGLIO ED UNITI ,1037,858,12,42,
QUINTANO ,634,509,5,16,
RICENGO ,1159,941,11,37,
RIPALTA ARPINA ,772,633,9,42,
RIPALTA CREMASCA ,2566,2176,36,89,
RIPALTA GUERINA ,399,347,7,14,
RIVAROLO DEL RE ED UNITI ,1421,1129,29,60,
RIVOLTA D'ADDA ,5709,4523,51,171,
ROBECCO D'OGLIO ,1661,1320,21,68,
ROMANENGO ,2038,1733,25,88,
SALVIROLA ,854,708,15,30,
SAN BASSANO ,1546,1191,25,62,
SAN DANIELE PO ,1044,865,16,37,
SAN GIOVANNI IN CROCE ,1224,1032,23,45,
SAN MARTINO DEL LAGO ,346,279,8,20,
SCANDOLARA RAVARA ,1066,820,19,36,
SCANDOLARA RIPA D'OGLIO ,436,332,16,23,
SERGNANO ,2472,2015,35,108,
SESTO ED UNITI ,2252,1833,23,91,
SOLAROLO RAINERIO ,648,522,5,10,
SONCINO ,5645,4679,57,181,
SORESINA ,6174,4896,62,180,
SOSPIRO ,2459,1813,48,146,
SPINADESCO ,1144,967,18,39,
SPINEDA ,470,379,11,28,
SPINO D'ADDA ,4783,3836,39,142,
STAGNO LOMBARDO ,1119,945,14,30,
TICENGO ,332,291,5,10,
TORLINO VIMERCATI ,311,268,1,5,
TORNATA ,338,292,8,16,
TORRE DE' PICENARDI ,1351,1084,19,46,
TORRICELLA DEL PIZZO ,449,358,7,14,
TRESCORE CREMASCO ,2003,1632,10,50,
TRIGOLO ,1282,971,14,36,
VAIANO CREMASCO ,2728,2215,31,77,
VAILATE ,3061,2384,34,120,
VESCOVATO ,2707,2166,33,93,
VOLONGO ,413,333,2,9,
VOLTIDO ,328,249,7,13,
