Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ARITZO ,1019,645,4,15,
ATZARA ,946,700,7,19,
AUSTIS ,668,401,5,16,
BELVI' ,508,396,6,20,
BIRORI ,456,299,1,6,
BITTI ,2327,1443,18,41,
BOLOTANA ,2220,1375,11,35,
BORORE ,1707,1201,11,36,
BORTIGALI ,1141,712,6,26,
DESULO ,1886,1126,8,41,
DORGALI ,6132,4574,15,88,
DUALCHI ,522,375,6,20,
FONNI ,3002,1801,17,74,
GADONI ,704,378,7,13,
GALTELLI' ,1827,1122,25,76,
GAVOI ,2117,1581,13,35,
IRGOLI ,1740,1006,14,37,
LEI ,441,271,3,8,
LOCULI ,380,199,3,10,
LODE' ,1469,793,17,42,
LODINE ,286,208,0,2,
LULA ,1130,525,5,20,
MACOMER ,8025,5776,26,155,
MAMOIADA ,1883,1311,13,41,
MEANA SARDO ,1463,1066,12,40,
NORAGUGUME ,249,150,1,2,
NUORO ,28157,19882,91,407,
OLIENA ,5475,3778,32,115,
OLLOLAI ,1082,667,9,35,
OLZAI ,705,518,6,16,
ONANI ,315,184,2,2,
ONIFAI ,584,321,9,18,
ONIFERI ,667,412,3,13,
ORANI ,2314,1529,12,36,
ORGOSOLO ,3168,1864,20,64,
OROSEI ,4810,3065,31,93,
OROTELLI ,1586,971,2,12,
ORTUERI ,984,651,6,29,
ORUNE ,1909,748,7,18,
OSIDDA ,180,91,1,4,
OTTANA ,1838,928,8,34,
OVODDA ,1218,716,16,24,
POSADA ,2112,1439,8,36,
SARULE ,1327,833,6,18,
SILANUS ,1659,1083,12,50,
SINDIA ,1409,766,8,24,
SINISCOLA ,8342,5478,49,164,
SORGONO ,1339,965,6,19,
TETI ,537,372,1,8,
TIANA ,404,295,4,13,
TONARA ,1607,1106,22,43,
TORPE' ,2137,1228,15,38,
