Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AVETRANA ,5259,3404,62,208,
CAROSINO ,5009,3647,47,155,
CASTELLANETA ,12867,9157,144,509,
CRISPIANO ,10191,7254,143,338,
FAGGIANO ,2662,1896,42,92,
FRAGAGNANO ,4008,2933,72,174,
GINOSA ,16268,11296,169,544,
GROTTAGLIE ,23510,16338,240,751,
LATERZA ,10808,7982,155,454,
LEPORANO ,5910,4154,36,109,
LIZZANO ,7302,5419,105,324,
MANDURIA ,23334,15642,361,1288,
MARTINA FRANCA ,36373,27065,455,1425,
MARUGGIO ,4199,3019,76,191,
MASSAFRA ,23151,16409,261,798,
MONTEIASI ,4121,2779,67,187,
MONTEMESOLA ,3042,2015,32,121,
MONTEPARANO ,1790,1344,27,71,
MOTTOLA ,12064,8806,182,581,
PALAGIANELLO ,5617,3946,91,271,
PALAGIANO ,11403,7879,214,608,
PULSANO ,8319,5959,94,287,
ROCCAFORZATA ,1318,948,34,71,
SAN GIORGIO IONICO ,11371,7790,99,342,
SAN MARZANO DI SAN GIUSEPPE ,6400,4961,240,498,
SAVA ,12217,7838,139,421,
STATTE ,10293,6825,106,308,
TARANTO ,151861,95878,997,3161,
TORRICELLA ,3181,2254,70,181,
