Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ANZOLA DELL'EMILIA ,8572,7432,60,156,
ARGELATO ,7099,6164,49,151,
BARICELLA ,4813,4052,35,112,
BAZZANO ,4606,4002,31,93,
BENTIVOGLIO ,3963,3531,29,82,
BOLOGNA ,272113,219571,1141,4069,
BORGO TOSSIGNANO ,2270,1878,18,46,
BUDRIO ,13129,11103,99,250,
CALDERARA DI RENO ,9432,8229,43,166,
CAMUGNANO ,1546,1067,9,34,
CASALECCHIO DI RENO ,25974,21930,132,428,
CASALFIUMANESE ,2449,2060,20,47,
CASTEL D'AIANO ,1496,1115,13,31,
CASTEL DEL RIO ,873,690,10,23,
CASTEL DI CASIO ,2566,1913,10,60,
CASTEL GUELFO DI BOLOGNA ,3084,2601,12,56,
CASTEL MAGGIORE ,13015,11270,45,215,
CASTEL SAN PIETRO TERME ,15133,12854,97,307,
CASTELLO D'ARGILE ,4489,3799,18,81,
CASTELLO DI SERRAVALLE ,3433,2909,28,82,
CASTENASO ,10835,9359,65,194,
CASTIGLIONE DEI PEPOLI ,4289,3237,20,83,
CRESPELLANO ,7131,6186,52,142,
CREVALCORE ,9089,7646,76,226,
DOZZA ,4486,3687,26,68,
FONTANELICE ,1328,1056,17,43,
GAGGIO MONTANO ,3541,2678,39,102,
GALLIERA ,3706,3133,33,94,
GRANAGLIONE ,1739,1237,7,45,
GRANAROLO DELL'EMILIA ,8022,7008,52,152,
GRIZZANA MORANDI ,2847,2289,16,64,
IMOLA ,49537,41380,270,847,
LIZZANO IN BELVEDERE ,1750,1244,15,38,
LOIANO ,3258,2449,18,64,
MALALBERGO ,6436,5394,37,143,
MARZABOTTO ,4779,4039,25,92,
MEDICINA ,12032,10185,76,262,
MINERBIO ,6422,5381,42,142,
MOLINELLA ,11320,9395,84,346,
MONGHIDORO ,2808,2011,32,81,
MONTE SAN PIETRO ,7997,6936,34,127,
MONTERENZIO ,4264,3408,25,67,
MONTEVEGLIO ,3772,3251,19,57,
MONZUNO ,4538,3480,43,100,
MORDANO ,3237,2809,27,66,
OZZANO DELL'EMILIA ,9762,8466,51,197,
PIANORO ,12730,10801,59,221,
PIEVE DI CENTO ,5076,4332,30,124,
PORRETTA TERME ,3410,2558,19,82,
SALA BOLOGNESE ,6031,5309,33,122,
SAN BENEDETTO VAL DI SAMBRO ,3349,2507,19,66,
SAN GIORGIO DI PIANO ,5909,5143,45,132,
SAN GIOVANNI IN PERSICETO ,19848,16933,139,434,
SAN LAZZARO DI SAVENA ,23505,20007,102,378,
SAN PIETRO IN CASALE ,8451,7082,58,188,
SANT'AGATA BOLOGNESE ,4840,4047,41,129,
SASSO MARCONI ,10880,9229,60,186,
SAVIGNO ,2034,1585,33,63,
VERGATO ,5331,4242,37,132,
ZOLA PREDOSA ,13552,11743,71,246,
