Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALBAVILLA ,5092,3862,49,147,
ALBESE CON CASSANO ,3415,2678,32,109,
ALBIOLO ,2096,1599,21,71,
ALSERIO ,933,755,14,32,
ALZATE BRIANZA ,3985,3146,40,130,
ANZANO DEL PARCO ,1440,1179,21,55,
APPIANO GENTILE ,6234,4640,58,193,
ARGEGNO ,520,430,4,10,
AROSIO ,3964,3156,35,128,
ASSO ,2809,2012,33,94,
BARNI ,446,364,8,24,
BELLAGIO ,2348,1790,25,68,
BENE LARIO ,255,198,2,10,
BEREGAZZO CON FIGLIARO ,2123,1651,12,55,
BINAGO ,3710,2858,32,123,
BIZZARONE ,1232,900,8,36,
BLESSAGNO ,227,165,1,9,
BLEVIO ,953,715,6,25,
BREGNANO ,4832,3704,54,170,
BRENNA ,1712,1404,19,65,
BRIENNO ,317,245,2,8,
BRUNATE ,1378,1052,4,38,
BULGAROGRASSO ,3010,2395,23,94,
CABIATE ,5782,4717,38,164,
CADORAGO ,5876,4574,44,159,
CAGLIO ,373,282,2,6,
CAGNO ,1629,1220,19,53,
CAMPIONE D'ITALIA ,1449,1041,19,52,
CANTU' ,30136,22479,252,815,
CANZO ,4010,2920,33,114,
CAPIAGO INTIMIANO ,4432,3507,47,149,
CARATE URIO ,993,778,11,29,
CARBONATE ,2331,1888,20,79,
CARIMATE ,3365,2731,26,94,
CARLAZZO ,2325,1726,26,77,
CARUGO ,4768,3894,40,148,
CASASCO D'INTELVI ,351,241,8,13,
CASLINO D'ERBA ,1345,986,10,45,
CASNATE CON BERNATE ,3919,3194,25,116,
CASSINA RIZZARDI ,2436,1925,21,70,
CASTELMARTE ,1006,805,7,34,
CASTELNUOVO BOZZENTE ,729,601,4,18,
CASTIGLIONE D'INTELVI ,827,607,5,29,
CAVALLASCA ,2307,1784,19,66,
CAVARGNA ,214,114,5,9,
CERANO D'INTELVI ,408,321,2,17,
CERMENATE ,7199,5666,73,243,
CERNOBBIO ,5458,4223,42,155,
CIRIMIDO ,1560,1195,13,65,
CIVENNA ,612,477,4,10,
CLAINO CON OSTENO ,441,293,5,14,
COLONNO ,382,312,6,18,
COMO ,63731,46761,445,1428,
CORRIDO ,641,480,5,21,
CREMIA ,594,449,11,33,
CUCCIAGO ,2699,2119,18,93,
CUSINO ,189,145,5,18,
DIZZASCO ,445,292,1,17,
DOMASO ,1229,995,12,29,
DONGO ,2807,2204,32,105,
DOSSO DEL LIRO ,241,170,15,25,
DREZZO ,1010,784,8,32,
ERBA ,12957,9968,123,358,
EUPILIO ,2180,1757,28,61,
FAGGETO LARIO ,956,655,3,18,
FALOPPIO ,3565,2733,28,106,
FENEGRO' ,2353,1829,33,101,
FIGINO SERENZA ,4130,3231,33,139,
FINO MORNASCO ,7297,5601,58,226,
GARZENO ,739,533,24,56,
GERA LARIO ,792,635,11,37,
GIRONICO ,1684,1333,15,52,
GRANDATE ,2339,1894,17,71,
GRANDOLA ED UNITI ,1034,747,7,41,
GRAVEDONA ED UNITI ,3436,2695,60,159,
GRIANTE ,490,405,9,16,
GUANZATE ,4444,3468,39,130,
INVERIGO ,7196,5682,39,212,
LAGLIO ,740,568,6,15,
LAINO ,410,315,3,19,
LAMBRUGO ,1952,1588,18,51,
LANZO D'INTELVI ,1180,809,10,32,
LASNIGO ,345,264,4,13,
LENNO ,1456,1199,11,50,
LEZZENO ,1595,1193,0,70,
LIMIDO COMASCO ,2878,2215,20,100,
LIPOMO ,4543,3553,36,126,
LIVO ,164,121,11,26,
LOCATE VARESINO ,3314,2665,30,132,
LOMAZZO ,7384,5809,67,218,
LONGONE AL SEGRINO ,1422,1159,14,43,
LUISAGO ,2118,1621,16,58,
LURAGO D'ERBA ,4281,3414,27,104,
LURAGO MARINONE ,1872,1494,11,43,
LURATE CACCIVIO ,7641,5819,98,306,
MAGREGLIO ,504,373,7,18,
MARIANO COMENSE ,18119,14321,155,554,
MASLIANICO ,2636,2038,15,73,
MENAGGIO ,2448,1920,16,52,
MERONE ,3108,2375,38,116,
MEZZEGRA ,770,632,10,24,
MOLTRASIO ,1344,1034,5,33,
MONGUZZO ,1677,1316,21,47,
MONTANO LUCINO ,3823,2956,23,103,
MONTEMEZZO ,213,151,7,18,
MONTORFANO ,2137,1671,10,47,
