Ente,Candidato,Liste/Gruppi,Voti lista,,
ACQUAFREDDA,PIER LUIGI BERSANI ACQUAFREDDA,PARTITO DEMOCRATICO,160,,
ACQUAFREDDA,,SINISTRA ECOLOGIA LIBERTA',29,,
ACQUAFREDDA,,CENTRO DEMOCRATICO,1,,
ACQUAFREDDA,,MODERATI,0,,
ACQUAFREDDA,SILVIO BERLUSCONI ACQUAFREDDA,LEGA NORD,212,,
ACQUAFREDDA,,IL POPOLO DELLA LIBERTA',201,,
ACQUAFREDDA,,FRATELLI D'ITALIA,11,,
ACQUAFREDDA,,PARTITO PENSIONATI,8,,
ACQUAFREDDA,,BASTA TASSE,6,,
ACQUAFREDDA,,LA DESTRA,2,,
ACQUAFREDDA,,MIR - MODERATI IN RIVOLUZIONE,1,,
ACQUAFREDDA,GIUSEPPE PIERO GRILLO ACQUAFREDDA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,114,,
ACQUAFREDDA,MARIO MONTI ACQUAFREDDA,CON MONTI PER L'ITALIA,57,,
ACQUAFREDDA,ANTONIO INGROIA ACQUAFREDDA,RIVOLUZIONE CIVILE,0,,
ACQUAFREDDA,OSCAR FULVIO GIANNINO ACQUAFREDDA,FARE PER FERMARE IL DECLINO,12,,
ACQUAFREDDA,MARCO FERRANDO ACQUAFREDDA,PARTITO COMUNISTA DEI LAVORATORI,0,,
ACQUAFREDDA,ROBERTO FIORE ACQUAFREDDA,FORZA NUOVA,1,,
ACQUAFREDDA,GIACINTO MARCO PANNELLA ACQUAFREDDA,LISTA AMNISTIA GIUSTIZIA LIBERTA',0,,
ACQUAFREDDA,LUCA ROMAGNOLI ACQUAFREDDA,FIAMMA TRICOLORE,1,,
ACQUAFREDDA,MAGDI CRISTIANO ALLAM ACQUAFREDDA,IO AMO L'ITALIA,1,,
ACQUAFREDDA,SIMONE DI STEFANO ACQUAFREDDA,CASAPOUND ITALIA,2,,
ACQUAFREDDA,ENZO BOSIO ACQUAFREDDA,CIVILTA' RURALE SVILUPPO,13,,
ACQUAFREDDA,GIULIO ARRIGHINI ACQUAFREDDA,UNIONE PADANA,1,,
ACQUAFREDDA,MARCO MARSILI ACQUAFREDDA,I PIRATI,2,,
ADRO,PIER LUIGI BERSANI ADRO,PARTITO DEMOCRATICO,610,,
ADRO,,SINISTRA ECOLOGIA LIBERTA',48,,
ADRO,,CENTRO DEMOCRATICO,5,,
ADRO,,MODERATI,5,,
ADRO,SILVIO BERLUSCONI ADRO,LEGA NORD,1416,,
ADRO,,IL POPOLO DELLA LIBERTA',740,,
ADRO,,FRATELLI D'ITALIA,48,,
ADRO,,PARTITO PENSIONATI,31,,
ADRO,,LA DESTRA,9,,
ADRO,,MIR - MODERATI IN RIVOLUZIONE,6,,
ADRO,,BASTA TASSE,3,,
ADRO,GIUSEPPE PIERO GRILLO ADRO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,584,,
ADRO,MARIO MONTI ADRO,CON MONTI PER L'ITALIA,340,,
ADRO,ANTONIO INGROIA ADRO,RIVOLUZIONE CIVILE,25,,
ADRO,OSCAR FULVIO GIANNINO ADRO,FARE PER FERMARE IL DECLINO,73,,
ADRO,MARCO FERRANDO ADRO,PARTITO COMUNISTA DEI LAVORATORI,5,,
ADRO,ROBERTO FIORE ADRO,FORZA NUOVA,14,,
ADRO,GIACINTO MARCO PANNELLA ADRO,LISTA AMNISTIA GIUSTIZIA LIBERTA',10,,
ADRO,LUCA ROMAGNOLI ADRO,FIAMMA TRICOLORE,5,,
ADRO,MAGDI CRISTIANO ALLAM ADRO,IO AMO L'ITALIA,13,,
ADRO,SIMONE DI STEFANO ADRO,CASAPOUND ITALIA,2,,
ADRO,ENZO BOSIO ADRO,CIVILTA' RURALE SVILUPPO,62,,
ADRO,GIULIO ARRIGHINI ADRO,UNIONE PADANA,9,,
ADRO,MARCO MARSILI ADRO,I PIRATI,8,,
AGNOSINE,PIER LUIGI BERSANI AGNOSINE,PARTITO DEMOCRATICO,153,,
AGNOSINE,,SINISTRA ECOLOGIA LIBERTA',9,,
AGNOSINE,,CENTRO DEMOCRATICO,1,,
AGNOSINE,,MODERATI,1,,
AGNOSINE,SILVIO BERLUSCONI AGNOSINE,LEGA NORD,300,,
AGNOSINE,,IL POPOLO DELLA LIBERTA',159,,
AGNOSINE,,PARTITO PENSIONATI,10,,
AGNOSINE,,FRATELLI D'ITALIA,9,,
AGNOSINE,,BASTA TASSE,5,,
AGNOSINE,,LA DESTRA,1,,
AGNOSINE,,MIR - MODERATI IN RIVOLUZIONE,0,,
AGNOSINE,GIUSEPPE PIERO GRILLO AGNOSINE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,142,,
AGNOSINE,MARIO MONTI AGNOSINE,CON MONTI PER L'ITALIA,92,,
AGNOSINE,ANTONIO INGROIA AGNOSINE,RIVOLUZIONE CIVILE,5,,
AGNOSINE,OSCAR FULVIO GIANNINO AGNOSINE,FARE PER FERMARE IL DECLINO,16,,
AGNOSINE,MARCO FERRANDO AGNOSINE,PARTITO COMUNISTA DEI LAVORATORI,0,,
AGNOSINE,ROBERTO FIORE AGNOSINE,FORZA NUOVA,6,,
AGNOSINE,GIACINTO MARCO PANNELLA AGNOSINE,LISTA AMNISTIA GIUSTIZIA LIBERTA',1,,
AGNOSINE,LUCA ROMAGNOLI AGNOSINE,FIAMMA TRICOLORE,1,,
AGNOSINE,MAGDI CRISTIANO ALLAM AGNOSINE,IO AMO L'ITALIA,0,,
AGNOSINE,SIMONE DI STEFANO AGNOSINE,CASAPOUND ITALIA,2,,
AGNOSINE,ENZO BOSIO AGNOSINE,CIVILTA' RURALE SVILUPPO,69,,
