Ente,Candidato,Liste/Gruppi,Voti lista,,
ACQUACANINA,PIER LUIGI BERSANI ACQUACANINA,PARTITO DEMOCRATICO,27,,
ACQUACANINA,,SINISTRA ECOLOGIA LIBERTA',0,,
ACQUACANINA,,CENTRO DEMOCRATICO,0,,
ACQUACANINA,SILVIO BERLUSCONI ACQUACANINA,IL POPOLO DELLA LIBERTA',11,,
ACQUACANINA,,FRATELLI D'ITALIA,3,,
ACQUACANINA,,MIR - MODERATI IN RIVOLUZIONE,0,,
ACQUACANINA,,LA DESTRA,0,,
ACQUACANINA,,LEGA NORD,0,,
ACQUACANINA,GIUSEPPE PIERO GRILLO ACQUACANINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,18,,
ACQUACANINA,MARIO MONTI ACQUACANINA,CON MONTI PER L'ITALIA,7,,
ACQUACANINA,ANTONIO INGROIA ACQUACANINA,RIVOLUZIONE CIVILE,2,,
ACQUACANINA,OSCAR FULVIO GIANNINO ACQUACANINA,FARE PER FERMARE IL DECLINO,0,,
ACQUACANINA,MARCO FERRANDO ACQUACANINA,PARTITO COMUNISTA DEI LAVORATORI,0,,
ACQUACANINA,ROBERTO FIORE ACQUACANINA,FORZA NUOVA,0,,
ACQUACANINA,MAGDI CRISTIANO ALLAM ACQUACANINA,IO AMO L'ITALIA,2,,
APIRO,PIER LUIGI BERSANI APIRO,PARTITO DEMOCRATICO,450,,
APIRO,,SINISTRA ECOLOGIA LIBERTA',34,,
APIRO,,CENTRO DEMOCRATICO,3,,
APIRO,SILVIO BERLUSCONI APIRO,IL POPOLO DELLA LIBERTA',183,,
APIRO,,FRATELLI D'ITALIA,27,,
APIRO,,LA DESTRA,17,,
APIRO,,LEGA NORD,8,,
APIRO,,MIR - MODERATI IN RIVOLUZIONE,5,,
APIRO,GIUSEPPE PIERO GRILLO APIRO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,273,,
APIRO,MARIO MONTI APIRO,CON MONTI PER L'ITALIA,197,,
APIRO,ANTONIO INGROIA APIRO,RIVOLUZIONE CIVILE,8,,
APIRO,OSCAR FULVIO GIANNINO APIRO,FARE PER FERMARE IL DECLINO,8,,
APIRO,MARCO FERRANDO APIRO,PARTITO COMUNISTA DEI LAVORATORI,14,,
APIRO,ROBERTO FIORE APIRO,FORZA NUOVA,7,,
APIRO,MAGDI CRISTIANO ALLAM APIRO,IO AMO L'ITALIA,2,,
APPIGNANO,PIER LUIGI BERSANI APPIGNANO,PARTITO DEMOCRATICO,685,,
APPIGNANO,,SINISTRA ECOLOGIA LIBERTA',41,,
APPIGNANO,,CENTRO DEMOCRATICO,5,,
APPIGNANO,SILVIO BERLUSCONI APPIGNANO,IL POPOLO DELLA LIBERTA',376,,
APPIGNANO,,FRATELLI D'ITALIA,34,,
APPIGNANO,,LA DESTRA,17,,
APPIGNANO,,LEGA NORD,11,,
APPIGNANO,,MIR - MODERATI IN RIVOLUZIONE,0,,
APPIGNANO,GIUSEPPE PIERO GRILLO APPIGNANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,670,,
APPIGNANO,MARIO MONTI APPIGNANO,CON MONTI PER L'ITALIA,304,,
APPIGNANO,ANTONIO INGROIA APPIGNANO,RIVOLUZIONE CIVILE,47,,
APPIGNANO,OSCAR FULVIO GIANNINO APPIGNANO,FARE PER FERMARE IL DECLINO,24,,
APPIGNANO,MARCO FERRANDO APPIGNANO,PARTITO COMUNISTA DEI LAVORATORI,20,,
APPIGNANO,ROBERTO FIORE APPIGNANO,FORZA NUOVA,11,,
APPIGNANO,MAGDI CRISTIANO ALLAM APPIGNANO,IO AMO L'ITALIA,7,,
