Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUAVIVA PLATANI ,791,543,10,31,
BOMPENSIERE ,476,331,14,17,
BUTERA ,3611,2264,36,116,
CALTANISSETTA ,45405,30164,250,857,
CAMPOFRANCO ,2433,1520,29,72,
DELIA ,2984,1872,34,80,
GELA ,52784,30081,403,1349,
MARIANOPOLI ,1489,1009,40,83,
MAZZARINO ,8712,5865,110,295,
MILENA ,2397,1838,35,85,
MONTEDORO ,1191,808,28,59,
MUSSOMELI ,8150,5793,103,363,
NISCEMI ,18716,10477,155,725,
RESUTTANO ,1654,1026,25,71,
RIESI ,8077,4541,55,159,
SAN CATALDO ,16577,11360,145,444,
SANTA CATERINA VILLARMOSA ,4215,2566,69,133,
SERRADIFALCO ,4512,2937,73,154,
SOMMATINO ,5241,3056,55,160,
SUTERA ,1113,836,13,29,
VALLELUNGA PRATAMENO ,2625,1601,58,125,
VILLALBA ,1281,810,22,43,
