Ente,Candidato,Liste/Gruppi,Voti lista,,
AMEGLIA,PIER LUIGI BERSANI AMEGLIA,PARTITO DEMOCRATICO,646,,
AMEGLIA,,SINISTRA ECOLOGIA LIBERTA',88,,
AMEGLIA,,CENTRO DEMOCRATICO,5,,
AMEGLIA,SILVIO BERLUSCONI AMEGLIA,IL POPOLO DELLA LIBERTA',722,,
AMEGLIA,,FRATELLI D'ITALIA,55,,
AMEGLIA,,LEGA NORD,29,,
AMEGLIA,,LA DESTRA,19,,
AMEGLIA,GIUSEPPE PIERO GRILLO AMEGLIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,712,,
AMEGLIA,MARIO MONTI AMEGLIA,CON MONTI PER L'ITALIA,176,,
AMEGLIA,ANTONIO INGROIA AMEGLIA,RIVOLUZIONE CIVILE,42,,
AMEGLIA,OSCAR FULVIO GIANNINO AMEGLIA,FARE PER FERMARE IL DECLINO,23,,
AMEGLIA,MARCO FERRANDO AMEGLIA,PARTITO COMUNISTA DEI LAVORATORI,15,,
ARCOLA,PIER LUIGI BERSANI ARCOLA,PARTITO DEMOCRATICO,2092,,
ARCOLA,,SINISTRA ECOLOGIA LIBERTA',158,,
ARCOLA,,CENTRO DEMOCRATICO,14,,
ARCOLA,SILVIO BERLUSCONI ARCOLA,IL POPOLO DELLA LIBERTA',997,,
ARCOLA,,LEGA NORD,95,,
ARCOLA,,FRATELLI D'ITALIA,56,,
ARCOLA,,LA DESTRA,41,,
ARCOLA,GIUSEPPE PIERO GRILLO ARCOLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1775,,
ARCOLA,MARIO MONTI ARCOLA,CON MONTI PER L'ITALIA,353,,
ARCOLA,ANTONIO INGROIA ARCOLA,RIVOLUZIONE CIVILE,180,,
ARCOLA,OSCAR FULVIO GIANNINO ARCOLA,FARE PER FERMARE IL DECLINO,40,,
ARCOLA,MARCO FERRANDO ARCOLA,PARTITO COMUNISTA DEI LAVORATORI,36,,
BEVERINO,PIER LUIGI BERSANI BEVERINO,PARTITO DEMOCRATICO,421,,
BEVERINO,,SINISTRA ECOLOGIA LIBERTA',33,,
BEVERINO,,CENTRO DEMOCRATICO,10,,
BEVERINO,SILVIO BERLUSCONI BEVERINO,IL POPOLO DELLA LIBERTA',312,,
BEVERINO,,LEGA NORD,23,,
BEVERINO,,LA DESTRA,15,,
BEVERINO,,FRATELLI D'ITALIA,13,,
BEVERINO,GIUSEPPE PIERO GRILLO BEVERINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,391,,
BEVERINO,MARIO MONTI BEVERINO,CON MONTI PER L'ITALIA,100,,
BEVERINO,ANTONIO INGROIA BEVERINO,RIVOLUZIONE CIVILE,22,,
BEVERINO,OSCAR FULVIO GIANNINO BEVERINO,FARE PER FERMARE IL DECLINO,6,,
BEVERINO,MARCO FERRANDO BEVERINO,PARTITO COMUNISTA DEI LAVORATORI,6,,
BOLANO,PIER LUIGI BERSANI BOLANO,PARTITO DEMOCRATICO,1513,,
BOLANO,,SINISTRA ECOLOGIA LIBERTA',95,,
BOLANO,,CENTRO DEMOCRATICO,9,,
BOLANO,SILVIO BERLUSCONI BOLANO,IL POPOLO DELLA LIBERTA',818,,
BOLANO,,FRATELLI D'ITALIA,68,,
BOLANO,,LEGA NORD,67,,
BOLANO,,LA DESTRA,32,,
BOLANO,GIUSEPPE PIERO GRILLO BOLANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1276,,
BOLANO,MARIO MONTI BOLANO,CON MONTI PER L'ITALIA,341,,
BOLANO,ANTONIO INGROIA BOLANO,RIVOLUZIONE CIVILE,56,,
BOLANO,OSCAR FULVIO GIANNINO BOLANO,FARE PER FERMARE IL DECLINO,27,,
BOLANO,MARCO FERRANDO BOLANO,PARTITO COMUNISTA DEI LAVORATORI,18,,
BONASSOLA,PIER LUIGI BERSANI BONASSOLA,PARTITO DEMOCRATICO,186,,
BONASSOLA,,SINISTRA ECOLOGIA LIBERTA',20,,
BONASSOLA,,CENTRO DEMOCRATICO,1,,
BONASSOLA,SILVIO BERLUSCONI BONASSOLA,IL POPOLO DELLA LIBERTA',78,,
BONASSOLA,,FRATELLI D'ITALIA,39,,
BONASSOLA,,LEGA NORD,6,,
BONASSOLA,,LA DESTRA,2,,
BONASSOLA,GIUSEPPE PIERO GRILLO BONASSOLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,132,,
BONASSOLA,MARIO MONTI BONASSOLA,CON MONTI PER L'ITALIA,41,,
BONASSOLA,ANTONIO INGROIA BONASSOLA,RIVOLUZIONE CIVILE,11,,
BONASSOLA,OSCAR FULVIO GIANNINO BONASSOLA,FARE PER FERMARE IL DECLINO,2,,
BONASSOLA,MARCO FERRANDO BONASSOLA,PARTITO COMUNISTA DEI LAVORATORI,1,,
BORGHETTO DI VARA,PIER LUIGI BERSANI BORGHETTO DI VARA,PARTITO DEMOCRATICO,125,,
BORGHETTO DI VARA,,CENTRO DEMOCRATICO,3,,
BORGHETTO DI VARA,,SINISTRA ECOLOGIA LIBERTA',3,,
BORGHETTO DI VARA,SILVIO BERLUSCONI BORGHETTO DI VARA,IL POPOLO DELLA LIBERTA',159,,
BORGHETTO DI VARA,,LEGA NORD,10,,
BORGHETTO DI VARA,,FRATELLI D'ITALIA,10,,
BORGHETTO DI VARA,,LA DESTRA,1,,
BORGHETTO DI VARA,GIUSEPPE PIERO GRILLO BORGHETTO DI VARA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,149,,
BORGHETTO DI VARA,MARIO MONTI BORGHETTO DI VARA,CON MONTI PER L'ITALIA,44,,
BORGHETTO DI VARA,ANTONIO INGROIA BORGHETTO DI VARA,RIVOLUZIONE CIVILE,10,,
BORGHETTO DI VARA,OSCAR FULVIO GIANNINO BORGHETTO DI VARA,FARE PER FERMARE IL DECLINO,3,,
BORGHETTO DI VARA,MARCO FERRANDO BORGHETTO DI VARA,PARTITO COMUNISTA DEI LAVORATORI,1,,
BRUGNATO,PIER LUIGI BERSANI BRUGNATO,PARTITO DEMOCRATICO,152,,
BRUGNATO,,SINISTRA ECOLOGIA LIBERTA',8,,
BRUGNATO,,CENTRO DEMOCRATICO,1,,
BRUGNATO,SILVIO BERLUSCONI BRUGNATO,IL POPOLO DELLA LIBERTA',197,,
BRUGNATO,,LEGA NORD,22,,
BRUGNATO,,FRATELLI D'ITALIA,15,,
