Ente,Candidato,Liste/Gruppi,Voti lista,,
ACQUASPARTA,PIER LUIGI BERSANI ACQUASPARTA,PARTITO DEMOCRATICO,869,,
ACQUASPARTA,,SINISTRA ECOLOGIA LIBERTA',56,,
ACQUASPARTA,SILVIO BERLUSCONI ACQUASPARTA,IL POPOLO DELLA LIBERTA',581,,
ACQUASPARTA,,FRATELLI D'ITALIA,78,,
ACQUASPARTA,,LA DESTRA,26,,
ACQUASPARTA,,MIR - MODERATI IN RIVOLUZIONE,18,,
ACQUASPARTA,,INTESA POPOLARE,11,,
ACQUASPARTA,,LEGA NORD,10,,
ACQUASPARTA,GIUSEPPE PIERO GRILLO ACQUASPARTA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,549,,
ACQUASPARTA,MARIO MONTI ACQUASPARTA,CON MONTI PER L'ITALIA,225,,
ACQUASPARTA,ANTONIO INGROIA ACQUASPARTA,RIVOLUZIONE CIVILE,46,,
ACQUASPARTA,OSCAR FULVIO GIANNINO ACQUASPARTA,FARE PER FERMARE IL DECLINO,9,,
ACQUASPARTA,MARCO FERRANDO ACQUASPARTA,PARTITO COMUNISTA DEI LAVORATORI,16,,
ALLERONA,PIER LUIGI BERSANI ALLERONA,PARTITO DEMOCRATICO,504,,
ALLERONA,,SINISTRA ECOLOGIA LIBERTA',92,,
ALLERONA,SILVIO BERLUSCONI ALLERONA,IL POPOLO DELLA LIBERTA',130,,
ALLERONA,,FRATELLI D'ITALIA,14,,
ALLERONA,,LEGA NORD,3,,
ALLERONA,,LA DESTRA,3,,
ALLERONA,,INTESA POPOLARE,2,,
ALLERONA,,MIR - MODERATI IN RIVOLUZIONE,1,,
ALLERONA,GIUSEPPE PIERO GRILLO ALLERONA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,260,,
ALLERONA,MARIO MONTI ALLERONA,CON MONTI PER L'ITALIA,44,,
ALLERONA,ANTONIO INGROIA ALLERONA,RIVOLUZIONE CIVILE,14,,
ALLERONA,OSCAR FULVIO GIANNINO ALLERONA,FARE PER FERMARE IL DECLINO,2,,
