Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUALAGNA ,3129,2536,31,89,
APECCHIO ,1468,1177,25,37,
AUDITORE ,1120,926,6,18,
BARCHI ,745,594,16,24,
BELFORTE ALL'ISAURO ,503,404,6,14,
BORGO PACE ,474,346,12,28,
CAGLI ,6601,5210,64,177,
CANTIANO ,1855,1472,22,49,
CARPEGNA ,1141,910,11,27,
CARTOCETO ,5523,4488,57,180,
COLBORDOLO ,4001,3297,26,90,
FANO ,46037,37154,326,969,
FERMIGNANO ,5660,4710,41,152,
FOSSOMBRONE ,6808,5611,69,225,
FRATTE ROSA ,757,538,15,40,
FRONTINO ,213,170,3,8,
FRONTONE ,981,760,12,33,
GABICCE MARE ,4171,3394,42,90,
GRADARA ,3421,2856,34,84,
ISOLA DEL PIANO ,417,355,2,7,
LUNANO ,904,743,17,35,
MACERATA FELTRIA ,1456,1202,15,38,
MERCATELLO SUL METAURO ,1072,850,30,51,
MERCATINO CONCA ,784,629,12,24,
MOMBAROCCIO ,1541,1193,16,45,
MONDAVIO ,2943,2416,41,84,
MONDOLFO ,8273,6697,69,199,
MONTE CERIGNONE ,503,389,6,13,
MONTE GRIMANO TERME ,801,645,5,14,
MONTE PORZIO ,2001,1582,18,51,
MONTECALVO IN FOGLIA ,1830,1583,10,35,
MONTECICCARDO ,1136,896,11,26,
MONTECOPIOLO ,910,698,8,23,
MONTEFELCINO ,2027,1651,17,55,
MONTELABBATE ,4467,3709,22,78,
MONTEMAGGIORE AL METAURO ,1998,1675,26,54,
ORCIANO DI PESARO ,1597,1246,21,52,
PEGLIO ,526,441,6,14,
PERGOLA ,4900,3728,41,124,
PESARO ,68648,57101,360,1051,
PETRIANO ,1758,1457,12,42,
PIAGGE ,742,606,9,25,
PIANDIMELETO ,1417,1166,11,30,
PIETRARUBBIA ,468,383,6,13,
PIOBBICO ,1420,1192,22,45,
SALTARA ,4575,3725,36,115,
SAN COSTANZO ,3503,2806,35,82,
SAN GIORGIO DI PESARO ,1076,842,16,55,
SAN LORENZO IN CAMPO ,2539,1980,29,65,
SANT'ANGELO IN LIZZOLA ,5676,4677,40,113,
SANT'ANGELO IN VADO ,2894,2350,44,92,
SANT'IPPOLITO ,1074,852,8,41,
SASSOCORVARO ,2431,2047,20,62,
SASSOFELTRIO ,980,783,13,30,
SERRA SANT'ABBONDIO ,823,600,7,23,
SERRUNGARINA ,1754,1391,17,43,
TAVOLETO ,613,490,8,20,
TAVULLIA ,5284,4293,29,97,
URBANIA ,4780,3950,59,163,
URBINO ,10953,9102,74,238,
