Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AMEGLIA ,3767,2764,11,56,
ARCOLA ,8487,6414,32,154,
BEVERINO ,2038,1503,11,38,
BOLANO ,6324,4794,41,141,
BONASSOLA ,803,553,6,12,
BORGHETTO DI VARA ,794,569,3,20,
BRUGNATO ,1041,799,10,24,
CALICE AL CORNOVIGLIO ,981,640,6,19,
CARRO ,527,330,3,4,
CARRODANO ,454,297,3,10,
CASTELNUOVO MAGRA ,6819,5456,38,160,
DEIVA MARINA ,1243,932,8,19,
FOLLO ,5074,3742,20,96,
FRAMURA ,613,418,2,10,
LA SPEZIA ,73262,54348,241,1156,
LERICI ,8810,6625,40,131,
LEVANTO ,4678,3542,25,89,
MAISSANA ,539,313,2,7,
MONTEROSSO AL MARE ,1209,900,10,22,
ORTONOVO ,6926,5404,30,127,
PIGNONE ,509,396,7,19,
PORTOVENERE ,3295,2524,17,55,
RICCO' DEL GOLFO DI SPEZIA ,2906,2031,10,69,
RIOMAGGIORE ,1405,1055,7,29,
ROCCHETTA DI VARA ,639,373,3,13,
SANTO STEFANO DI MAGRA ,7219,5651,50,166,
SARZANA ,17729,13825,64,301,
SESTA GODANO ,1263,816,10,33,
VARESE LIGURE ,1820,1127,13,34,
VERNAZZA ,798,511,6,11,
VEZZANO LIGURE ,6134,4807,16,108,
ZIGNAGO ,448,297,2,11,
