Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUASANTA TERME ,2548,1916,30,72,
ACQUAVIVA PICENA ,3090,2362,30,74,
APPIGNANO DEL TRONTO ,1535,1181,15,52,
ARQUATA DEL TRONTO ,1105,735,10,29,
ASCOLI PICENO ,41157,32147,264,895,
CARASSAI ,911,697,9,20,
CASTEL DI LAMA ,6561,5385,68,187,
CASTIGNANO ,2369,1839,55,113,
CASTORANO ,1834,1496,14,36,
COLLI DEL TRONTO ,2811,2267,27,68,
COMUNANZA ,2429,1943,44,88,
COSSIGNANO ,818,640,15,26,
CUPRA MARITTIMA ,4216,3264,38,103,
FOLIGNANO ,7332,5960,80,216,
FORCE ,1173,867,14,47,
GROTTAMMARE ,12374,9746,61,222,
MALTIGNANO ,1975,1610,17,43,
MASSIGNANO ,1280,981,14,29,
MONSAMPOLO DEL TRONTO ,3465,2711,23,84,
MONTALTO DELLE MARCHE ,1853,1467,28,52,
MONTEDINOVE ,435,334,11,19,
MONTEFIORE DELL'ASO ,1712,1321,26,46,
MONTEGALLO ,487,324,3,8,
MONTEMONACO ,542,370,10,23,
MONTEPRANDONE ,9445,7560,74,204,
OFFIDA ,4204,3383,27,97,
PALMIANO ,171,120,4,5,
RIPATRANSONE ,3530,2704,42,130,
ROCCAFLUVIONE ,1742,1344,24,63,
ROTELLA ,753,602,12,26,
SAN BENEDETTO DEL TRONTO ,37861,29343,213,651,
SPINETOLI ,5358,4330,58,157,
VENAROTTA ,1771,1362,31,68,
