Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUAFONDATA ,226,163,9,21,
ACUTO ,1463,1181,20,58,
ALATRI ,20251,15984,386,1193,
ALVITO ,2143,1586,80,156,
AMASENO ,3124,2342,177,314,
ANAGNI ,15823,12328,294,881,
AQUINO ,3945,3149,119,234,
ARCE ,4399,3413,109,265,
ARNARA ,1880,1355,62,129,
ARPINO ,5720,4366,197,513,
ATINA ,3345,2390,75,186,
AUSONIA ,1907,1462,88,141,
BELMONTE CASTELLO ,590,367,34,57,
BOVILLE ERNICA ,6514,5155,170,324,
BROCCOSTELLA ,2064,1673,80,172,
CAMPOLI APPENNINO ,1341,1044,50,114,
CASALATTICO ,435,249,9,17,
CASALVIERI ,2150,1377,70,164,
CASSINO ,25747,20291,685,1551,
CASTELLIRI ,2625,2091,71,208,
CASTELNUOVO PARANO ,665,528,59,83,
CASTRO DEI VOLSCI ,3745,2846,74,203,
CASTROCIELO ,2958,2337,81,187,
CECCANO ,17538,12870,398,1064,
CEPRANO ,6455,5088,127,374,
CERVARO ,5902,4458,170,379,
COLFELICE ,1439,1151,45,80,
COLLE SAN MAGNO ,557,413,24,36,
COLLEPARDO ,722,572,20,48,
CORENO AUSONIO ,1242,979,58,93,
ESPERIA ,2993,2323,142,318,
FALVATERRA ,455,354,22,37,
FERENTINO ,15228,11822,296,798,
FILETTINO ,481,358,11,14,
FIUGGI ,7441,5498,96,280,
FONTANA LIRI ,2282,1836,64,130,
FONTECHIARI ,988,742,49,78,
FROSINONE ,34058,25824,465,1410,
FUMONE ,1611,1251,55,175,
GALLINARO ,931,670,27,56,
GIULIANO DI ROMA ,1769,1408,69,147,
GUARCINO ,1242,910,38,81,
ISOLA DEL LIRI ,9175,7306,201,529,
MONTE SAN GIOVANNI CAMPANO ,9481,7916,402,778,
MOROLO ,2406,1677,55,155,
PALIANO ,5964,4767,91,278,
PASTENA ,1184,852,47,91,
PATRICA ,2342,1868,57,164,
PESCOSOLIDO ,1203,923,42,87,
PICINISCO ,951,638,51,76,
PICO ,2340,1813,122,228,
PIEDIMONTE SAN GERMANO ,4443,3415,137,273,
PIGLIO ,3581,2800,72,158,
PIGNATARO INTERAMNA ,1905,1392,68,163,
POFI ,3337,2536,124,270,
PONTECORVO ,9870,7655,301,715,
POSTA FIBRENO ,947,763,48,85,
RIPI ,3977,3122,148,278,
ROCCA D'ARCE ,756,592,28,68,
ROCCASECCA ,5704,4316,176,387,
SAN BIAGIO SARACINISCO ,288,215,21,34,
SAN DONATO VAL DI COMINO ,1636,1229,39,95,
SAN GIORGIO A LIRI ,2324,1858,70,171,
SAN GIOVANNI INCARICO ,2680,2193,159,350,
SAN VITTORE DEL LAZIO ,1893,1454,63,108,
SANT'AMBROGIO SUL GARIGLIANO ,761,598,33,54,
SANT'ANDREA DEL GARIGLIANO ,1180,879,51,101,
SANT'APOLLINARE ,1431,1063,54,107,
SANT'ELIA FIUMERAPIDO ,4715,3495,165,362,
SANTOPADRE ,1097,808,40,73,
SERRONE ,2349,1849,62,131,
SETTEFRATI ,568,395,21,43,
SGURGOLA ,1795,1349,27,87,
SORA ,19836,15335,394,1326,
STRANGOLAGALLI ,1774,1509,50,94,
SUPINO ,3565,2827,90,250,
TERELLE ,373,250,31,46,
TORRE CAJETANI ,1072,787,37,70,
TORRICE ,3575,2806,104,206,
TREVI NEL LAZIO ,1466,1040,31,78,
TRIVIGLIANO ,1209,948,41,85,
VALLECORSA ,2190,1533,124,202,
VALLEMAIO ,744,563,41,82,
VALLEROTONDA ,1321,965,51,97,
VEROLI ,15250,11977,360,861,
VICALVI ,623,447,28,36,
VICO NEL LAZIO ,1617,1250,47,119,
VILLA LATINA ,1022,665,31,52,
VILLA SANTA LUCIA ,1961,1522,113,188,
VILLA SANTO STEFANO ,1257,953,64,95,
VITICUSO ,287,196,13,26,
