Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ARCIDOSSO ,3246,2213,24,95,
CAMPAGNATICO ,2025,1552,21,62,
CAPALBIO ,3165,2452,28,81,
CASTEL DEL PIANO ,3538,2563,24,97,
CASTELL'AZZARA ,1340,917,5,45,
CASTIGLIONE DELLA PESCAIA ,6143,4785,29,126,
CINIGIANO ,1990,1439,21,66,
CIVITELLA PAGANICO ,2366,1847,21,94,
FOLLONICA ,17485,13818,98,337,
GAVORRANO ,6903,5281,42,157,
GROSSETO ,63893,49904,322,1244,
ISOLA DEL GIGLIO ,1189,730,11,20,
MAGLIANO IN TOSCANA ,3016,2360,28,82,
MANCIANO ,5775,4448,48,176,
MASSA MARITTIMA ,6796,5167,61,171,
MONTE ARGENTARIO ,10556,7724,50,222,
MONTEROTONDO MARITTIMO ,904,737,10,47,
MONTIERI ,833,594,2,23,
ORBETELLO ,12194,9295,62,312,
PITIGLIANO ,3231,2544,31,123,
ROCCALBEGNA ,855,546,13,43,
ROCCASTRADA ,7145,5503,43,192,
SANTA FIORA ,2132,1546,11,47,
SCANSANO ,3422,2550,39,135,
SCARLINO ,3042,2412,8,58,
SEGGIANO ,720,491,11,24,
SEMPRONIANO ,918,655,12,25,
SORANO ,2963,2192,27,96,
