Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
APRILIA ,52043,39785,437,1421,
BASSIANO ,1329,1052,41,86,
CAMPODIMELE ,592,460,22,33,
CASTELFORTE ,3694,2919,107,236,
CISTERNA DI LATINA ,27380,21460,397,1084,
CORI ,8463,6721,105,337,
FONDI ,29780,23259,463,1255,
FORMIA ,31291,23939,736,1130,
GAETA ,17690,12413,225,604,
ITRI ,8409,6461,149,397,
LATINA ,99940,78556,923,3101,
LENOLA ,3483,2670,90,200,
MAENZA ,2506,1960,75,169,
MINTURNO ,17437,12658,334,845,
MONTE SAN BIAGIO ,5116,3927,192,347,
NORMA ,3228,2478,67,139,
PONTINIA ,11008,8864,208,549,
PONZA ,2824,1575,50,129,
PRIVERNO ,11157,8993,221,576,
PROSSEDI ,1048,772,28,61,
ROCCA MASSIMA ,912,733,22,34,
ROCCAGORGA ,3461,2713,66,170,
ROCCASECCA DEI VOLSCI ,935,782,26,64,
SABAUDIA ,15060,11336,168,508,
SAN FELICE CIRCEO ,7560,5491,102,230,
SANTI COSMA E DAMIANO ,5636,4326,156,327,
SERMONETA ,7463,5902,95,268,
SEZZE ,18025,13616,380,910,
SONNINO ,5963,4697,127,355,
SPERLONGA ,2924,2340,62,145,
SPIGNO SATURNIA ,2380,1864,64,117,
TERRACINA ,35672,26698,432,1265,
VENTOTENE ,549,324,7,13,
