Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUANEGRA SUL CHIESE ,2290,1842,28,76,
ASOLA ,7269,5860,98,238,
BAGNOLO SAN VITO ,4527,3689,49,107,
BIGARELLO ,1677,1341,15,47,
BORGOFORTE ,2574,2010,28,67,
BORGOFRANCO SUL PO ,644,510,7,14,
BOZZOLO ,3191,2614,47,103,
CANNETO SULL'OGLIO ,3282,2547,36,100,
CARBONARA DI PO ,1008,816,7,26,
CASALMORO ,1499,1183,16,32,
CASALOLDO ,1812,1455,22,59,
CASALROMANO ,1094,875,11,37,
CASTEL D'ARIO ,3419,2696,28,77,
CASTEL GOFFREDO ,8022,6381,91,212,
CASTELBELFORTE ,2319,1897,27,72,
CASTELLUCCHIO ,3966,3206,50,106,
CASTIGLIONE DELLE STIVIERE ,14899,11859,131,355,
CAVRIANA ,2957,2394,36,100,
CERESARA ,2047,1665,23,55,
COMMESSAGGIO ,917,758,11,35,
CURTATONE ,11684,9660,68,214,
DOSOLO ,2583,2098,27,76,
FELONICA ,1214,970,19,48,
GAZOLDO DEGLI IPPOLITI ,2168,1742,29,71,
GAZZUOLO ,1861,1489,32,60,
GOITO ,7791,6311,90,225,
GONZAGA ,6524,5413,72,186,
GUIDIZZOLO ,4323,3499,69,147,
MAGNACAVALLO ,1250,998,16,29,
MANTOVA ,36810,28843,236,624,
MARCARIA ,5411,4238,58,161,
MARIANA MANTOVANA ,529,444,13,27,
MARMIROLO ,5939,4829,51,124,
MEDOLE ,2873,2267,49,89,
MOGLIA ,4390,3563,70,174,
MONZAMBANO ,3652,3066,32,115,
MOTTEGGIANA ,1799,1488,32,63,
OSTIGLIA ,5255,4167,48,128,
PEGOGNAGA ,5424,4577,56,140,
PIEVE DI CORIANO ,827,727,11,26,
PIUBEGA ,1340,1064,25,54,
POGGIO RUSCO ,4946,3900,51,145,
POMPONESCO ,1259,980,17,50,
PONTI SUL MINCIO ,1738,1430,18,34,
PORTO MANTOVANO ,12695,10558,63,218,
QUINGENTOLE ,907,712,14,28,
QUISTELLO ,4514,3647,61,147,
REDONDESCO ,1035,825,10,37,
REVERE ,2021,1627,26,66,
RIVAROLO MANTOVANO ,2032,1620,27,63,
RODIGO ,4153,3355,47,95,
RONCOFERRARO ,5626,4532,38,122,
ROVERBELLA ,6189,4963,39,148,
SABBIONETA ,3376,2700,53,125,
SAN BENEDETTO PO ,5851,4763,61,153,
SAN GIACOMO DELLE SEGNATE ,1330,1029,26,60,
SAN GIORGIO DI MANTOVA ,7361,6028,53,148,
SAN GIOVANNI DEL DOSSO ,971,796,14,33,
SAN MARTINO DALL'ARGINE ,1464,1112,22,39,
SCHIVENOGLIA ,964,803,25,46,
SERMIDE ,4876,3966,54,124,
SERRAVALLE A PO ,1235,998,11,36,
SOLFERINO ,2029,1647,25,64,
SUSTINENTE ,1733,1394,15,40,
SUZZARA ,14585,12097,114,310,
VIADANA ,13756,10654,117,359,
VILLA POMA ,1682,1355,29,65,
VILLIMPENTA ,1658,1263,14,40,
VIRGILIO ,8510,6844,73,184,
VOLTA MANTOVANA ,5611,4496,65,189,
