Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALAGNA ,722,547,12,34,
ALBAREDO ARNABOLDI ,183,152,1,8,
ALBONESE ,477,355,8,22,
ALBUZZANO ,2580,2011,22,86,
ARENA PO ,1271,982,18,46,
BADIA PAVESE ,313,242,1,6,
BAGNARIA ,559,455,13,25,
BARBIANELLO ,694,571,19,38,
BASCAPE' ,1324,1064,9,44,
BASTIDA DE' DOSSI ,147,122,3,9,
BASTIDA PANCARANA ,813,668,9,18,
BATTUDA ,497,390,8,19,
BELGIOIOSO ,4741,3585,69,233,
BEREGUARDO ,2191,1750,27,70,
BORGARELLO ,2041,1687,14,52,
BORGO PRIOLO ,1021,909,12,31,
BORGO SAN SIRO ,808,635,9,24,
BORGORATTO MORMOROLO ,308,232,1,7,
BORNASCO ,1972,1603,15,50,
BOSNASCO ,513,430,6,14,
BRALLO DI PREGOLA ,606,350,17,26,
BREME ,706,481,15,31,
BRESSANA BOTTARONE ,2738,2206,31,97,
BRONI ,7047,5423,105,246,
CALVIGNANO ,96,74,0,0,
CAMPOSPINOSO ,846,620,15,35,
CANDIA LOMELLINA ,1333,1004,18,57,
CANEVINO ,96,69,1,1,
CANNETO PAVESE ,1134,909,21,55,
CARBONARA AL TICINO ,1175,950,12,31,
CASANOVA LONATI ,357,283,6,12,
CASATISMA ,723,584,9,30,
CASEI GEROLA ,2090,1657,28,100,
CASORATE PRIMO ,6476,5149,49,212,
CASSOLNOVO ,5697,4273,46,203,
CASTANA ,599,482,6,27,
CASTEGGIO ,5445,4094,63,152,
CASTELLETTO DI BRANDUZZO ,861,688,27,45,
CASTELLO D'AGOGNA ,881,704,15,29,
CASTELNOVETTO ,517,375,4,18,
CAVA MANARA ,5347,4319,50,174,
CECIMA ,199,159,1,2,
CERANOVA ,1462,1185,11,48,
CERETTO LOMELLINA ,177,144,2,9,
CERGNAGO ,637,516,8,28,
CERTOSA DI PAVIA ,4013,3199,26,90,
CERVESINA ,1001,804,14,38,
CHIGNOLO PO ,2988,2201,27,88,
CIGOGNOLA ,1150,901,12,38,
CILAVEGNA ,4514,3363,45,161,
CODEVILLA ,836,693,21,38,
CONFIENZA ,1384,1069,23,93,
COPIANO ,1429,1153,27,73,
CORANA ,692,536,21,44,
CORNALE ,593,443,14,31,
CORTEOLONA ,1560,1180,19,68,
CORVINO SAN QUIRICO ,884,706,10,31,
COSTA DE' NOBILI ,275,213,6,14,
COZZO ,315,224,4,10,
CURA CARPIGNANO ,3389,2764,30,111,
DORNO ,3645,2771,40,144,
FERRERA ERBOGNONE ,857,644,9,48,
FILIGHERA ,655,505,8,31,
FORTUNAGO ,318,218,5,8,
FRASCAROLO ,1013,780,18,47,
GALLIAVOLA ,169,92,3,4,
GAMBARANA ,200,130,6,10,
GAMBOLO' ,8135,6137,87,290,
GARLASCO ,7796,5836,91,268,
GENZONE ,297,238,3,14,
GERENZAGO ,1064,857,18,51,
GIUSSAGO ,3926,3109,26,113,
GODIASCO SALICE TERME ,2510,2025,23,61,
GOLFERENZO ,162,123,3,7,
GRAVELLONA LOMELLINA ,2193,1664,18,72,
GROPELLO CAIROLI ,3604,2840,41,124,
INVERNO E MONTELEONE ,1127,900,16,55,
LANDRIANO ,4591,3741,41,152,
LANGOSCO ,346,260,3,6,
LARDIRAGO ,994,740,9,38,
LINAROLO ,2147,1698,15,75,
LIRIO ,110,80,4,6,
LOMELLO ,1841,1439,33,69,
LUNGAVILLA ,1978,1554,25,64,
MAGHERNO ,1340,1055,13,56,
MARCIGNAGO ,1901,1572,20,60,
MARZANO ,1128,888,12,37,
MEDE ,5352,4031,75,198,
MENCONICO ,345,222,9,14,
MEZZANA BIGLI ,939,714,14,36,
MEZZANA RABATTONE ,407,347,3,7,
MEZZANINO ,1175,926,24,49,
MIRADOLO TERME ,2800,2166,39,105,
MONTALTO PAVESE ,699,551,14,18,
MONTEBELLO DELLA BATTAGLIA ,1352,1089,14,43,
MONTECALVO VERSIGGIA ,412,313,4,10,
MONTESCANO ,369,369,11,22,
MONTESEGALE ,246,182,4,13,
MONTICELLI PAVESE ,516,382,10,12,
MONTU' BECCARIA ,1313,1039,24,58,
MORNICO LOSANA ,539,395,3,13,
MORTARA ,11615,8585,99,389,
NICORVO ,293,194,3,6,
OLEVANO DI LOMELLINA ,594,469,14,22,
OLIVA GESSI ,152,122,5,8,
OTTOBIANO ,924,722,19,42,
PALESTRO ,1609,1184,25,51,
PANCARANA ,268,208,5,13,
PARONA ,1516,1130,20,57,
PAVIA ,56235,44694,424,1474,
PIETRA DE' GIORGI ,699,520,15,26,
PIEVE ALBIGNOLA ,741,562,9,29,
PIEVE DEL CAIRO ,1668,1206,24,70,
PIEVE PORTO MORONE ,2134,1682,32,74,
PINAROLO PO ,1393,1187,23,57,
PIZZALE ,623,498,13,30,
PONTE NIZZA ,686,511,11,24,
PORTALBERA ,1214,998,20,57,
REA ,374,287,6,15,
REDAVALLE ,848,665,13,28,
RETORBIDO ,1176,885,12,41,
RIVANAZZANO TERME ,4017,3201,36,112,
ROBBIO ,4997,3757,63,197,
ROBECCO PAVESE ,465,401,12,21,
ROCCA DE' GIORGI ,42,33,1,2,
ROCCA SUSELLA ,206,145,3,4,
ROGNANO ,472,393,2,6,
ROMAGNESE ,633,401,13,28,
RONCARO ,1089,832,10,24,
ROSASCO ,551,398,8,21,
ROVESCALA ,686,534,11,23,
RUINO ,641,476,11,16,
SAN CIPRIANO PO ,342,271,7,22,
SAN DAMIANO AL COLLE ,570,430,8,15,
SAN GENESIO ED UNITI ,3179,2638,25,87,
SAN GIORGIO DI LOMELLINA ,916,699,20,44,
SAN MARTINO SICCOMARIO ,4679,3740,37,132,
SAN ZENONE AL PO ,431,320,5,15,
SANNAZZARO DE' BURGONDI ,4334,3266,45,132,
SANT'ALESSIO CON VIALONE ,701,565,4,11,
SANT'ANGELO LOMELLINA ,667,481,8,21,
SANTA CRISTINA E BISSONE ,1537,1185,12,43,
SANTA GIULETTA ,1298,987,18,50,
SANTA MARGHERITA DI STAFFORA ,446,306,10,13,
SANTA MARIA DELLA VERSA ,1871,1429,28,63,
SARTIRANA LOMELLINA ,1453,1112,21,70,
SCALDASOLE ,780,614,15,37,
SEMIANA ,191,144,3,6,
SILVANO PIETRA ,546,395,8,29,
SIZIANO ,4405,3634,27,128,
SOMMO ,919,756,16,35,
SPESSA ,465,364,3,21,
STRADELLA ,8984,7089,98,253,
SUARDI ,547,391,6,20,
TORRAZZA COSTE ,1346,1110,16,39,
TORRE BERETTI E CASTELLARO ,437,331,9,16,
TORRE D'ARESE ,696,545,8,26,
TORRE D'ISOLA ,1870,1611,9,54,
TORRE DE' NEGRI ,289,225,6,16,
TORREVECCHIA PIA ,2613,2011,10,52,
TORRICELLA VERZATE ,678,569,6,13,
TRAVACO' SICCOMARIO ,3575,3033,15,91,
TRIVOLZIO ,1620,1324,15,52,
TROMELLO ,3041,2272,48,143,
TROVO ,810,610,3,11,
VAL DI NIZZA ,569,431,12,30,
VALEGGIO ,204,149,5,13,
VALLE LOMELLINA ,1710,1204,17,64,
VALLE SALIMBENE ,1258,1036,12,54,
VALVERDE ,273,194,8,11,
VARZI ,2756,2066,61,108,
VELEZZO LOMELLINA ,88,64,0,1,
VELLEZZO BELLINI ,2309,1857,12,41,
VERRETTO ,326,260,2,10,
VERRUA PO ,1082,829,19,38,
VIDIGULFO ,4580,3541,32,130,
VIGEVANO ,47203,35239,359,1315,
VILLA BISCOSSI ,62,54,2,4,
VILLANOVA D'ARDENGHI ,651,535,12,24,
VILLANTERIO ,2355,1816,32,88,
VISTARINO ,1131,860,6,32,
