Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BIENTINA ,6196,4985,49,155,
BUTI ,4645,3690,44,139,
CALCI ,5230,4279,35,110,
CALCINAIA ,9311,7627,71,225,
CAPANNOLI ,4913,4012,42,145,
CASALE MARITTIMO ,893,716,7,20,
CASCIANA TERME ,2866,2292,31,82,
CASCINA ,34746,28131,198,789,
CASTELFRANCO DI SOTTO ,9859,7763,104,297,
CASTELLINA MARITTIMA ,1665,1328,11,42,
CASTELNUOVO DI VAL DI CECINA ,1685,1336,10,42,
CHIANNI ,1183,898,14,35,
CRESPINA ,3273,2621,37,114,
FAUGLIA ,2926,2299,19,62,
GUARDISTALLO ,995,767,10,25,
LAJATICO ,1110,879,13,35,
LARI ,7036,5689,45,167,
LORENZANA ,1001,809,10,30,
MONTECATINI VAL DI CECINA ,1490,1150,14,49,
MONTESCUDAIO ,1684,1327,15,49,
MONTEVERDI MARITTIMO ,569,403,11,18,
MONTOPOLI IN VAL D'ARNO ,8654,7103,73,231,
ORCIANO PISANO ,542,428,11,23,
PALAIA ,3668,2922,43,97,
PECCIOLI ,3930,3271,37,80,
PISA ,69329,54385,299,1121,
POMARANCE ,4806,3889,44,120,
PONSACCO ,11638,9454,100,288,
PONTEDERA ,21092,17127,178,503,
RIPARBELLA ,1225,959,8,29,
SAN GIULIANO TERME ,25216,20652,114,504,
SAN MINIATO ,21989,18066,183,569,
SANTA CROCE SULL'ARNO ,9593,7784,89,252,
SANTA LUCE ,1374,1122,3,36,
SANTA MARIA A MONTE ,10146,8039,93,304,
TERRICCIOLA ,3541,2840,31,116,
VECCHIANO ,9973,8058,57,234,
VICOPISANO ,6888,5562,59,198,
VOLTERRA ,8728,6799,67,223,
