Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALAGNA VALSESIA ,344,219,2,9,
ALBANO VERCELLESE ,246,182,7,11,
ALICE CASTELLO ,1972,1454,20,80,
ARBORIO ,726,516,8,21,
ASIGLIANO VERCELLESE ,1087,826,2,26,
BALMUCCIA ,84,48,0,2,
BALOCCO ,183,145,0,0,
BIANZE' ,1524,1156,20,75,
BOCCIOLETO ,179,103,3,10,
BORGO D'ALE ,1897,1350,24,78,
BORGO VERCELLI ,1717,1305,17,52,
BORGOSESIA ,10010,7378,58,308,
BREIA ,143,82,1,5,
BURONZO ,705,532,5,12,
CAMPERTOGNO ,181,122,2,7,
CARCOFORO ,64,34,0,2,
CARESANA ,806,570,6,21,
CARESANABLOT ,875,693,9,21,
CARISIO ,661,501,6,26,
CASANOVA ELVO ,203,157,4,11,
CELLIO ,665,416,3,13,
CERVATTO ,40,25,0,0,
CIGLIANO ,3395,2621,33,132,
CIVIASCO ,207,161,1,7,
COLLOBIANO ,77,67,0,0,
COSTANZANA ,649,468,7,28,
CRAVAGLIANA ,234,159,1,10,
CRESCENTINO ,5757,4417,25,174,
CROVA ,341,273,5,16,
DESANA ,812,619,7,22,
FOBELLO ,177,111,3,4,
FONTANETTO PO ,881,642,7,17,
FORMIGLIANA ,403,313,2,12,
GATTINARA ,6170,4598,45,215,
GHISLARENGO ,652,448,7,24,
GREGGIO ,291,211,6,12,
GUARDABOSONE ,269,207,3,11,
LAMPORO ,411,300,5,11,
LENTA ,671,535,10,34,
LIGNANA ,450,354,5,13,
LIVORNO FERRARIS ,3226,2499,25,97,
LOZZOLO ,639,488,11,25,
MOLLIA ,79,51,1,3,
MONCRIVELLO ,1102,859,16,43,
MOTTA DE' CONTI ,637,454,10,26,
OLCENENGO ,574,449,4,11,
OLDENICO ,204,146,3,8,
PALAZZOLO VERCELLESE ,967,751,5,23,
PERTENGO ,260,200,1,4,
PEZZANA ,1007,767,9,35,
PILA ,105,65,0,3,
PIODE ,152,89,2,8,
POSTUA ,469,337,4,16,
PRAROLO ,529,385,8,19,
QUARONA ,3186,2503,29,115,
QUINTO VERCELLESE ,316,242,6,7,
RASSA ,62,48,0,0,
RIMA SAN GIUSEPPE ,57,44,0,1,
RIMASCO ,105,61,0,4,
RIMELLA ,127,56,0,1,
RIVA VALDOBBIA ,189,125,1,10,
RIVE ,372,283,5,10,
ROASIO ,1857,1367,11,52,
RONSECCO ,463,348,2,11,
ROSSA ,153,102,0,4,
ROVASENDA ,757,586,5,32,
SABBIA ,54,36,0,1,
SALASCO ,177,148,2,2,
SALI VERCELLESE ,95,85,4,5,
SALUGGIA ,3063,2289,25,107,
SAN GERMANO VERCELLESE ,1202,849,7,29,
SAN GIACOMO VERCELLESE ,268,195,4,9,
SANTHIA' ,6530,5008,64,226,
SCOPA ,305,205,4,13,
SCOPELLO ,318,213,2,12,
SERRAVALLE SESIA ,3696,2830,24,110,
STROPPIANA ,992,729,9,33,
TRICERRO ,544,440,5,18,
TRINO ,5363,3962,38,165,
TRONZANO VERCELLESE ,2617,2021,27,107,
VALDUGGIA ,1623,1143,19,67,
VARALLO ,5680,4217,46,202,
VERCELLI ,34218,25247,220,877,
VILLARBOIT ,362,270,1,15,
VILLATA ,1221,945,9,49,
VOCCA ,127,98,0,6,
