Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUEDOLCI ,4102,2907,91,207,
ALCARA LI FUSI ,1665,1048,38,108,
ALI' ,603,352,8,36,
ALI' TERME ,1837,1229,29,70,
ANTILLO ,709,472,13,44,
BARCELLONA POZZO DI GOTTO ,28873,19447,486,1337,
BASICO' ,511,258,11,26,
BROLO ,4252,3144,96,215,
CAPIZZI ,2336,1481,53,124,
CAPO D'ORLANDO ,9840,7088,177,455,
CAPRI LEONE ,3181,2427,75,178,
CARONIA ,2576,1608,35,73,
CASALVECCHIO SICULO ,710,445,11,33,
CASTEL DI LUCIO ,1018,757,16,44,
CASTELL'UMBERTO ,2456,1578,75,140,
CASTELMOLA ,815,570,15,40,
CASTROREALE ,1926,1288,64,155,
CESARO' ,1897,1175,37,127,
CONDRO' ,379,258,2,12,
FALCONE ,2108,1447,30,89,
FICARRA ,1211,876,27,60,
FIUMEDINISI ,1076,615,40,70,
FLORESTA ,403,227,6,11,
FONDACHELLI-FANTINA ,819,569,29,76,
FORZA D'AGRO' ,624,427,14,37,
FRANCAVILLA DI SICILIA ,3090,1944,53,160,
FRAZZANO' ,596,381,34,54,
FURCI SICULO ,2518,1818,69,131,
FURNARI ,2716,1662,44,86,
GAGGI ,2246,1514,34,79,
GALATI MAMERTINO ,2110,1471,56,126,
GALLODORO ,287,161,6,14,
GIARDINI NAXOS ,6852,4655,47,157,
GIOIOSA MAREA ,5286,3716,98,183,
GRANITI ,1111,843,21,52,
GUALTIERI SICAMINO' ,1395,991,39,79,
ITALA ,1211,739,26,51,
LENI ,491,318,12,19,
LETOJANNI ,2060,1429,17,57,
LIBRIZZI ,1350,911,23,73,
LIMINA ,713,470,21,39,
LIPARI ,8989,5176,115,253,
LONGI ,1136,797,58,79,
MALFA ,675,398,10,27,
MALVAGNA ,622,351,12,33,
MANDANICI ,488,302,10,29,
MAZZARRA' SANT'ANDREA ,1117,698,40,75,
MERI' ,1661,1225,39,104,
MESSINA ,173895,109012,1086,3934,
MILAZZO ,23910,16088,234,796,
MILITELLO ROSMARINO ,1022,627,23,50,
MIRTO ,775,551,13,28,
MISTRETTA ,3649,2332,46,107,
MOIO ALCANTARA ,560,359,12,27,
MONFORTE SAN GIORGIO ,2152,1510,43,108,
MONGIUFFI MELIA ,519,343,17,36,
MONTAGNAREALE ,1273,996,25,75,
MONTALBANO ELICONA ,1839,1076,43,106,
MOTTA CAMASTRA ,689,472,18,48,
MOTTA D'AFFERMO ,629,432,17,30,
NASO ,3117,1948,80,212,
NIZZA DI SICILIA ,2737,1804,36,114,
NOVARA DI SICILIA ,1125,659,22,60,
OLIVERI ,1620,1128,34,74,
PACE DEL MELA ,4612,2842,42,151,
PAGLIARA ,929,617,20,49,
PATTI ,9809,7198,127,362,
PETTINEO ,1056,743,22,62,
PIRAINO ,2960,2093,99,180,
RACCUJA ,898,569,20,31,
REITANO ,637,383,14,29,
ROCCAFIORITA ,165,107,2,6,
ROCCALUMERA ,3138,2108,42,142,
ROCCAVALDINA ,858,612,16,45,
ROCCELLA VALDEMONE ,537,282,15,23,
RODI' MILICI ,1551,1014,36,82,
ROMETTA ,5013,3522,79,220,
SAN FILIPPO DEL MELA ,5228,3606,73,196,
SAN FRATELLO ,2892,1614,69,174,
SAN MARCO D'ALUNZIO ,1555,1101,66,128,
SAN PIER NICETO ,2192,1437,36,79,
SAN PIERO PATTI ,2327,1482,51,149,
SAN SALVATORE DI FITALIA ,1088,678,32,72,
SAN TEODORO ,1054,750,28,64,
SANT'AGATA DI MILITELLO ,9461,6695,175,387,
SANT'ALESSIO SICULO ,1156,790,14,42,
SANT'ANGELO DI BROLO ,2534,1686,65,139,
SANTA DOMENICA VITTORIA ,762,561,15,33,
SANTA LUCIA DEL MELA ,3505,2396,133,302,
SANTA MARINA SALINA ,645,384,6,12,
SANTA TERESA DI RIVA ,6916,4640,115,297,
SANTO STEFANO DI CAMASTRA ,3468,2412,41,102,
SAPONARA ,3064,2123,65,171,
SAVOCA ,1270,846,14,64,
SCALETTA ZANCLEA ,1691,1061,24,47,
SINAGRA ,2042,1442,58,98,
SPADAFORA ,3895,2617,45,125,
TAORMINA ,8069,5529,68,199,
TERME VIGLIATORE ,5160,3564,105,253,
TORREGROTTA ,5331,3752,71,181,
TORRENOVA ,3099,2175,49,113,
TORTORICI ,4933,3123,86,295,
TRIPI ,721,456,23,51,
TUSA ,2313,1525,38,106,
UCRIA ,868,569,17,38,
VALDINA ,961,665,18,37,
VENETICO ,2890,2001,39,102,
VILLAFRANCA TIRRENA ,6487,4699,90,286,
