Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALTIDONA ,2331,1831,38,87,
AMANDOLA ,2756,2133,35,86,
BELMONTE PICENO ,480,374,18,36,
CAMPOFILONE ,1397,1104,11,37,
FALERONE ,2413,1837,44,93,
FERMO ,27111,21133,246,699,
FRANCAVILLA D'ETE ,700,536,12,31,
GROTTAZZOLINA ,2286,1781,39,94,
LAPEDONA ,892,707,12,38,
MAGLIANO DI TENNA ,1009,785,24,39,
MASSA FERMANA ,645,483,10,24,
MONSAMPIETRO MORICO ,503,392,7,19,
MONTAPPONE ,1235,933,27,58,
MONTE GIBERTO ,583,413,6,16,
MONTE RINALDO ,302,232,13,17,
MONTE SAN PIETRANGELI ,1755,1386,36,69,
MONTE URANO ,5732,4608,79,185,
MONTE VIDON COMBATTE ,321,244,6,13,
MONTE VIDON CORRADO ,554,430,6,18,
MONTEFALCONE APPENNINO ,326,250,4,12,
MONTEFORTINO ,913,665,17,35,
MONTEGIORGIO ,4901,3753,71,145,
MONTEGRANARO ,9472,7515,134,328,
MONTELEONE DI FERMO ,318,249,12,22,
MONTELPARO ,633,459,10,21,
MONTERUBBIANO ,1734,1331,30,70,
MONTOTTONE ,728,566,12,33,
MORESCO ,446,337,10,14,
ORTEZZANO ,597,488,10,19,
PEDASO ,1863,1494,16,33,
PETRITOLI ,1755,1331,37,93,
PONZANO DI FERMO ,1179,919,15,28,
PORTO SAN GIORGIO ,12075,9384,100,266,
PORTO SANT'ELPIDIO ,17721,13802,160,466,
RAPAGNANO ,1440,1176,27,56,
SANT'ELPIDIO A MARE ,12241,9565,166,389,
SANTA VITTORIA IN MATENANO ,1034,792,18,36,
SERVIGLIANO ,1710,1334,38,63,
SMERILLO ,285,218,5,11,
TORRE SAN PATRIZIO ,1468,1119,36,65,
