Ente,Candidato,Liste/Gruppi,Voti lista,,
ARENZANO,PIER LUIGI BERSANI ARENZANO,PARTITO DEMOCRATICO,2290,,
ARENZANO,,SINISTRA ECOLOGIA LIBERTA',204,,
ARENZANO,,CENTRO DEMOCRATICO,35,,
ARENZANO,SILVIO BERLUSCONI ARENZANO,IL POPOLO DELLA LIBERTA',1326,,
ARENZANO,,LEGA NORD,263,,
ARENZANO,,FRATELLI D'ITALIA,136,,
ARENZANO,,LA DESTRA,34,,
ARENZANO,GIUSEPPE PIERO GRILLO ARENZANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2324,,
ARENZANO,MARIO MONTI ARENZANO,SCELTA CIVICA CON MONTI PER L'ITALIA,784,,
ARENZANO,,UNIONE DI CENTRO,113,,
ARENZANO,,FUTURO E LIBERTA',25,,
ARENZANO,ANTONIO INGROIA ARENZANO,RIVOLUZIONE CIVILE,138,,
ARENZANO,OSCAR FULVIO GIANNINO ARENZANO,FARE PER FERMARE IL DECLINO,86,,
ARENZANO,MARCO FERRANDO ARENZANO,PARTITO COMUNISTA DEI LAVORATORI,42,,
AVEGNO,PIER LUIGI BERSANI AVEGNO,PARTITO DEMOCRATICO,338,,
AVEGNO,,SINISTRA ECOLOGIA LIBERTA',49,,
AVEGNO,,CENTRO DEMOCRATICO,2,,
AVEGNO,SILVIO BERLUSCONI AVEGNO,IL POPOLO DELLA LIBERTA',345,,
AVEGNO,,LEGA NORD,70,,
AVEGNO,,FRATELLI D'ITALIA,24,,
AVEGNO,,LA DESTRA,10,,
AVEGNO,GIUSEPPE PIERO GRILLO AVEGNO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,528,,
AVEGNO,MARIO MONTI AVEGNO,SCELTA CIVICA CON MONTI PER L'ITALIA,110,,
AVEGNO,,UNIONE DI CENTRO,29,,
AVEGNO,,FUTURO E LIBERTA',14,,
AVEGNO,ANTONIO INGROIA AVEGNO,RIVOLUZIONE CIVILE,14,,
AVEGNO,OSCAR FULVIO GIANNINO AVEGNO,FARE PER FERMARE IL DECLINO,17,,
AVEGNO,MARCO FERRANDO AVEGNO,PARTITO COMUNISTA DEI LAVORATORI,12,,
BARGAGLI,PIER LUIGI BERSANI BARGAGLI,PARTITO DEMOCRATICO,391,,
BARGAGLI,,SINISTRA ECOLOGIA LIBERTA',48,,
BARGAGLI,,CENTRO DEMOCRATICO,4,,
BARGAGLI,SILVIO BERLUSCONI BARGAGLI,IL POPOLO DELLA LIBERTA',256,,
BARGAGLI,,LEGA NORD,24,,
BARGAGLI,,FRATELLI D'ITALIA,11,,
BARGAGLI,,LA DESTRA,11,,
BARGAGLI,GIUSEPPE PIERO GRILLO BARGAGLI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,625,,
BARGAGLI,MARIO MONTI BARGAGLI,SCELTA CIVICA CON MONTI PER L'ITALIA,63,,
BARGAGLI,,UNIONE DI CENTRO,15,,
BARGAGLI,,FUTURO E LIBERTA',4,,
BARGAGLI,ANTONIO INGROIA BARGAGLI,RIVOLUZIONE CIVILE,34,,
BARGAGLI,OSCAR FULVIO GIANNINO BARGAGLI,FARE PER FERMARE IL DECLINO,4,,
BARGAGLI,MARCO FERRANDO BARGAGLI,PARTITO COMUNISTA DEI LAVORATORI,10,,
BOGLIASCO,PIER LUIGI BERSANI BOGLIASCO,PARTITO DEMOCRATICO,996,,
BOGLIASCO,,SINISTRA ECOLOGIA LIBERTA',85,,
BOGLIASCO,,CENTRO DEMOCRATICO,2,,
BOGLIASCO,SILVIO BERLUSCONI BOGLIASCO,IL POPOLO DELLA LIBERTA',504,,
BOGLIASCO,,LEGA NORD,62,,
BOGLIASCO,,FRATELLI D'ITALIA,31,,
BOGLIASCO,,LA DESTRA,17,,
BOGLIASCO,GIUSEPPE PIERO GRILLO BOGLIASCO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,805,,
BOGLIASCO,MARIO MONTI BOGLIASCO,SCELTA CIVICA CON MONTI PER L'ITALIA,252,,
BOGLIASCO,,UNIONE DI CENTRO,20,,
BOGLIASCO,,FUTURO E LIBERTA',11,,
BOGLIASCO,ANTONIO INGROIA BOGLIASCO,RIVOLUZIONE CIVILE,50,,
BOGLIASCO,OSCAR FULVIO GIANNINO BOGLIASCO,FARE PER FERMARE IL DECLINO,57,,
BOGLIASCO,MARCO FERRANDO BOGLIASCO,PARTITO COMUNISTA DEI LAVORATORI,12,,
BORZONASCA,PIER LUIGI BERSANI BORZONASCA,PARTITO DEMOCRATICO,243,,
BORZONASCA,,SINISTRA ECOLOGIA LIBERTA',13,,
BORZONASCA,,CENTRO DEMOCRATICO,2,,
BORZONASCA,SILVIO BERLUSCONI BORZONASCA,IL POPOLO DELLA LIBERTA',263,,
BORZONASCA,,LEGA NORD,34,,
BORZONASCA,,FRATELLI D'ITALIA,10,,
BORZONASCA,,LA DESTRA,5,,
BORZONASCA,GIUSEPPE PIERO GRILLO BORZONASCA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,316,,
BORZONASCA,MARIO MONTI BORZONASCA,SCELTA CIVICA CON MONTI PER L'ITALIA,101,,
BORZONASCA,,UNIONE DI CENTRO,21,,
BORZONASCA,,FUTURO E LIBERTA',0,,
BORZONASCA,ANTONIO INGROIA BORZONASCA,RIVOLUZIONE CIVILE,18,,
BORZONASCA,OSCAR FULVIO GIANNINO BORZONASCA,FARE PER FERMARE IL DECLINO,11,,
BORZONASCA,MARCO FERRANDO BORZONASCA,PARTITO COMUNISTA DEI LAVORATORI,3,,
BUSALLA,PIER LUIGI BERSANI BUSALLA,PARTITO DEMOCRATICO,1010,,
BUSALLA,,SINISTRA ECOLOGIA LIBERTA',91,,
BUSALLA,,CENTRO DEMOCRATICO,15,,
BUSALLA,SILVIO BERLUSCONI BUSALLA,IL POPOLO DELLA LIBERTA',650,,
BUSALLA,,LEGA NORD,93,,
BUSALLA,,FRATELLI D'ITALIA,53,,
BUSALLA,,LA DESTRA,19,,
BUSALLA,GIUSEPPE PIERO GRILLO BUSALLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1189,,
BUSALLA,MARIO MONTI BUSALLA,SCELTA CIVICA CON MONTI PER L'ITALIA,308,,
BUSALLA,,UNIONE DI CENTRO,52,,
BUSALLA,,FUTURO E LIBERTA',13,,
BUSALLA,ANTONIO INGROIA BUSALLA,RIVOLUZIONE CIVILE,49,,
BUSALLA,OSCAR FULVIO GIANNINO BUSALLA,FARE PER FERMARE IL DECLINO,27,,
BUSALLA,MARCO FERRANDO BUSALLA,PARTITO COMUNISTA DEI LAVORATORI,27,,
CAMOGLI,PIER LUIGI BERSANI CAMOGLI,PARTITO DEMOCRATICO,921,,
CAMOGLI,,SINISTRA ECOLOGIA LIBERTA',122,,
CAMOGLI,,CENTRO DEMOCRATICO,10,,
CAMOGLI,SILVIO BERLUSCONI CAMOGLI,IL POPOLO DELLA LIBERTA',731,,
CAMOGLI,,LEGA NORD,111,,
CAMOGLI,,FRATELLI D'ITALIA,68,,
CAMOGLI,,LA DESTRA,56,,
CAMOGLI,GIUSEPPE PIERO GRILLO CAMOGLI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,910,,
CAMOGLI,MARIO MONTI CAMOGLI,SCELTA CIVICA CON MONTI PER L'ITALIA,409,,
CAMOGLI,,UNIONE DI CENTRO,30,,
CAMOGLI,,FUTURO E LIBERTA',12,,
CAMOGLI,ANTONIO INGROIA CAMOGLI,RIVOLUZIONE CIVILE,64,,
CAMOGLI,OSCAR FULVIO GIANNINO CAMOGLI,FARE PER FERMARE IL DECLINO,42,,
CAMOGLI,MARCO FERRANDO CAMOGLI,PARTITO COMUNISTA DEI LAVORATORI,20,,
CAMPO LIGURE,PIER LUIGI BERSANI CAMPO LIGURE,PARTITO DEMOCRATICO,753,,
CAMPO LIGURE,,SINISTRA ECOLOGIA LIBERTA',67,,
CAMPO LIGURE,,CENTRO DEMOCRATICO,5,,
CAMPO LIGURE,SILVIO BERLUSCONI CAMPO LIGURE,IL POPOLO DELLA LIBERTA',229,,
CAMPO LIGURE,,LEGA NORD,33,,
CAMPO LIGURE,,FRATELLI D'ITALIA,27,,
CAMPO LIGURE,,LA DESTRA,2,,
