Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ABBADIA SAN SALVATORE ,5042,3800,37,114,
ASCIANO ,5144,4143,49,138,
BUONCONVENTO ,2309,1902,24,63,
CASOLE D'ELSA ,2704,2147,17,82,
CASTELLINA IN CHIANTI ,1901,1497,10,33,
CASTELNUOVO BERARDENGA ,6412,5249,39,122,
CASTIGLIONE D'ORCIA ,1872,1387,10,45,
CETONA ,2128,1622,17,60,
CHIANCIANO TERME ,5171,4028,33,115,
CHIUSDINO ,1302,983,15,36,
CHIUSI ,6124,4982,47,136,
COLLE DI VAL D'ELSA ,14809,12190,79,296,
GAIOLE IN CHIANTI ,1723,1376,24,61,
MONTALCINO ,3620,2795,49,133,
MONTEPULCIANO ,10509,8391,94,219,
MONTERIGGIONI ,6878,5782,34,118,
MONTERONI D'ARBIA ,5948,4959,45,131,
MONTICIANO ,956,732,8,30,
MURLO ,1694,1386,18,48,
PIANCASTAGNAIO ,3156,2390,31,106,
PIENZA ,1603,1346,7,22,
POGGIBONSI ,20542,17167,140,455,
RADDA IN CHIANTI ,1125,863,10,41,
RADICOFANI ,900,696,18,31,
RADICONDOLI ,660,547,1,3,
RAPOLANO TERME ,3795,3024,35,85,
SAN CASCIANO DEI BAGNI ,1292,986,10,29,
SAN GIMIGNANO ,5608,4697,37,132,
SAN GIOVANNI D'ASSO ,650,504,7,14,
SAN QUIRICO D'ORCIA ,1863,1527,14,33,
SARTEANO ,3462,2664,26,91,
SIENA ,39960,32291,260,763,
SINALUNGA ,9055,7391,96,271,
SOVICILLE ,7032,5778,44,154,
TORRITA DI SIENA ,5485,4459,48,133,
TREQUANDA ,968,781,14,30,
