Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BRINDISI ,64709,42465,403,1319,
CAROVIGNO ,11798,8976,190,561,
CEGLIE MESSAPICA ,15283,10276,290,753,
CELLINO SAN MARCO ,5122,3565,59,209,
CISTERNINO ,8955,6881,134,378,
ERCHIE ,6299,4093,137,312,
FASANO ,28892,20906,417,1045,
FRANCAVILLA FONTANA ,26177,18737,491,1169,
LATIANO ,10874,7476,202,596,
MESAGNE ,20838,14581,205,668,
ORIA ,11241,7397,174,555,
OSTUNI ,23797,17229,280,824,
SAN DONACI ,5195,3388,99,243,
SAN MICHELE SALENTINO ,4607,3281,117,263,
SAN PANCRAZIO SALENTINO ,7674,5528,129,360,
SAN PIETRO VERNOTICO ,10592,7122,159,409,
SAN VITO DEI NORMANNI ,14753,10414,225,686,
TORCHIAROLO ,4039,2762,72,214,
TORRE SANTA SUSANNA ,7772,5736,158,435,
VILLA CASTELLI ,6455,4794,191,459,
