Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUARICA DEL CAPO ,3450,2405,52,138,
ALESSANO ,4736,3368,67,162,
ALEZIO ,4256,2866,43,132,
ALLISTE ,4925,3125,57,173,
ANDRANO ,3656,2721,58,163,
ARADEO ,7162,4926,105,245,
ARNESANO ,2881,2113,42,91,
BAGNOLO DEL SALENTO ,1393,1082,39,68,
BOTRUGNO ,2181,1635,43,97,
CALIMERA ,5559,4263,68,204,
CAMPI SALENTINA ,8134,5550,97,314,
CANNOLE ,1329,1044,40,73,
CAPRARICA DI LECCE ,1993,1398,37,88,
CARMIANO ,9123,6272,159,373,
CARPIGNANO SALENTINO ,2991,2256,51,116,
CASARANO ,14965,9929,151,444,
CASTRI DI LECCE ,2215,1616,41,105,
CASTRIGNANO DE' GRECI ,3135,2335,62,116,
CASTRIGNANO DEL CAPO ,4050,2821,76,182,
CASTRO ,1929,1447,50,73,
CAVALLINO ,8803,6588,104,290,
COLLEPASSO ,4745,3216,88,184,
COPERTINO ,17638,12064,263,774,
CORIGLIANO D'OTRANTO ,4379,3417,87,177,
CORSANO ,3955,2888,77,149,
CURSI ,3144,2308,61,154,
CUTROFIANO ,6995,4879,150,303,
DISO ,2384,1831,39,119,
GAGLIANO DEL CAPO ,3882,2532,56,123,
GALATINA ,20568,14092,226,693,
GALATONE ,11574,7933,144,389,
GALLIPOLI ,15592,9764,152,517,
GIUGGIANELLO ,947,722,21,38,
GIURDIGNANO ,1457,1131,38,84,
GUAGNANO ,4642,3198,72,175,
LECCE ,69729,48817,417,1357,
LEQUILE ,6339,4590,82,233,
LEVERANO ,10089,7145,191,398,
LIZZANELLO ,8585,6294,123,377,
MAGLIE ,11257,8556,133,350,
MARTANO ,7140,5245,127,320,
MARTIGNANO ,1318,999,23,46,
MATINO ,8522,5557,111,330,
MELENDUGNO ,7351,5297,92,293,
MELISSANO ,5368,3624,69,211,
MELPIGNANO ,1701,1315,18,50,
MIGGIANO ,2657,1911,50,98,
MINERVINO DI LECCE ,2826,1990,42,114,
MONTERONI DI LECCE ,10086,7318,130,356,
MONTESANO SALENTINO ,1925,1307,23,69,
MORCIANO DI LEUCA ,2624,1792,46,77,
MURO LECCESE ,3816,2903,63,130,
NARDO' ,23595,16511,232,691,
NEVIANO ,4113,2725,61,136,
NOCIGLIA ,1809,1279,41,93,
NOVOLI ,6199,4337,82,206,
ORTELLE ,1786,1340,33,78,
OTRANTO ,4325,3377,74,151,
PALMARIGGI ,1201,925,27,61,
PARABITA ,6974,4872,102,241,
PATU' ,1287,976,20,42,
POGGIARDO ,4555,3226,83,219,
PORTO CESAREO ,4099,2956,50,107,
PRESICCE ,4211,2771,43,105,
RACALE ,7853,5517,112,274,
RUFFANO ,6985,4633,114,226,
SALICE SALENTINO ,6444,4545,114,266,
SALVE ,3611,2444,56,124,
SAN CASSIANO ,1613,1183,45,118,
SAN CESARIO DI LECCE ,6098,4473,87,207,
SAN DONATO DI LECCE ,4383,3426,83,208,
SAN PIETRO IN LAMA ,2758,1976,42,126,
SANARICA ,1128,834,14,45,
SANNICOLA ,4567,3163,64,166,
SANTA CESAREA TERME ,2307,1673,32,89,
SCORRANO ,5140,3538,114,275,
SECLI' ,1422,989,27,59,
SOGLIANO CAVOUR ,3055,2259,54,134,
SOLETO ,4118,3048,77,150,
SPECCHIA ,3584,2571,65,150,
SPONGANO ,2708,2075,57,126,
SQUINZANO ,11173,7711,151,381,
STERNATIA ,1919,1505,26,63,
SUPERSANO ,3197,2031,63,148,
SURANO ,1254,945,22,54,
SURBO ,10794,7360,122,411,
TAURISANO ,8633,5849,120,285,
TAVIANO ,8969,6289,93,282,
TIGGIANO ,2031,1511,50,111,
TREPUZZI ,10956,7658,157,410,
TRICASE ,12731,9179,224,511,
TUGLIE ,3973,2849,49,149,
UGENTO ,9004,5964,81,211,
UGGIANO LA CHIESA ,3393,2545,64,148,
VEGLIE ,10332,7178,166,462,
VERNOLE ,5631,3920,126,299,
ZOLLINO ,1587,1287,32,55,
