Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
APRILIA ,47327,36151,441,1337,
BASSIANO ,1213,962,34,71,
CAMPODIMELE ,540,412,22,31,
CASTELFORTE ,3335,2610,131,247,
CISTERNA DI LATINA ,24757,19379,404,1039,
CORI ,7746,6119,123,341,
FONDI ,26776,20789,477,1261,
FORMIA ,28371,21584,696,1249,
GAETA ,16158,11304,233,607,
ITRI ,7671,5865,182,414,
LATINA ,91353,71828,978,3032,
LENOLA ,3160,2423,112,227,
MAENZA ,2277,1751,78,176,
MINTURNO ,15512,11298,332,822,
MONTE SAN BIAGIO ,4653,3534,182,371,
NORMA ,3027,2249,65,142,
PONTINIA ,9990,7998,214,535,
PONZA ,2585,1435,57,129,
PRIVERNO ,10162,8141,221,578,
PROSSEDI ,961,700,36,63,
ROCCA MASSIMA ,841,667,22,43,
ROCCAGORGA ,3148,2443,80,184,
ROCCASECCA DEI VOLSCI ,842,694,40,81,
SABAUDIA ,13838,10394,140,464,
SAN FELICE CIRCEO ,6955,5043,91,210,
SANTI COSMA E DAMIANO ,5099,3898,148,306,
SERMONETA ,6826,5381,99,303,
SEZZE ,16295,12249,383,880,
SONNINO ,5391,4209,131,351,
SPERLONGA ,2679,2126,72,156,
SPIGNO SATURNIA ,2150,1675,67,123,
TERRACINA ,32627,24288,523,1330,
VENTOTENE ,519,304,11,13,
