Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGGIUS ,1361,904,9,36,
AGLIENTU ,990,566,9,26,
ALA' DEI SARDI ,1501,800,9,52,
ARZACHENA ,10107,6774,74,229,
BADESI ,1577,1023,9,45,
BERCHIDDA ,2455,1654,19,69,
BORTIGIADAS ,685,403,9,26,
BUDDUSO' ,3096,1654,14,79,
BUDONI ,4053,2606,30,67,
CALANGIANUS ,3566,2514,24,90,
GOLFO ARANCI ,1939,1251,14,36,
LA MADDALENA ,9434,6429,41,142,
LOIRI PORTO SAN PAOLO ,2753,1934,16,40,
LUOGOSANTO ,1499,974,25,48,
LURAS ,2101,1279,29,67,
MONTI ,2048,1410,9,43,
OLBIA ,43534,29832,193,664,
OSCHIRI ,2910,1969,32,67,
PADRU ,1746,1061,12,41,
PALAU ,3176,2086,16,57,
SAN TEODORO ,3763,2452,18,47,
SANT'ANTONIO DI GALLURA ,1259,807,15,61,
SANTA TERESA GALLURA ,4086,2643,35,107,
TELTI ,1822,1338,17,52,
TEMPIO PAUSANIA ,11706,7611,75,269,
TRINITA' D'AGULTU E VIGNOLA ,1859,1196,14,40,
