Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALBAVILLA ,4730,3578,42,129,
ALBESE CON CASSANO ,3196,2499,43,111,
ALBIOLO ,1890,1448,12,50,
ALSERIO ,855,694,11,21,
ALZATE BRIANZA ,3693,2910,30,104,
ANZANO DEL PARCO ,1338,1097,15,45,
APPIANO GENTILE ,5738,4242,48,156,
ARGEGNO ,495,410,8,13,
AROSIO ,3680,2925,32,107,
ASSO ,2593,1864,31,92,
BARNI ,414,341,6,18,
BELLAGIO ,2195,1664,29,67,
BENE LARIO ,237,181,0,7,
BEREGAZZO CON FIGLIARO ,1940,1509,11,51,
BINAGO ,3397,2628,25,101,
BIZZARONE ,1127,830,8,33,
BLESSAGNO ,196,152,0,8,
BLEVIO ,896,678,6,18,
BREGNANO ,4449,3408,45,142,
BRENNA ,1570,1283,17,58,
BRIENNO ,292,226,3,10,
BRUNATE ,1263,960,5,34,
BULGAROGRASSO ,2773,2208,17,77,
CABIATE ,5272,4308,30,130,
CADORAGO ,5432,4224,38,139,
CAGLIO ,356,266,1,5,
CAGNO ,1490,1126,12,38,
CAMPIONE D'ITALIA ,1354,985,22,55,
CANTU' ,27719,20659,211,705,
CANZO ,3690,2685,28,102,
CAPIAGO INTIMIANO ,4089,3230,48,140,
CARATE URIO ,925,723,8,26,
CARBONATE ,2153,1742,14,63,
CARIMATE ,3068,2500,29,91,
CARLAZZO ,2120,1579,24,71,
CARUGO ,4402,3596,30,131,
CASASCO D'INTELVI ,335,227,4,7,
CASLINO D'ERBA ,1247,910,4,33,
CASNATE CON BERNATE ,3615,2946,20,102,
CASSINA RIZZARDI ,2291,1819,17,64,
CASTELMARTE ,930,747,9,34,
CASTELNUOVO BOZZENTE ,660,544,5,15,
CASTIGLIONE D'INTELVI ,783,574,6,25,
CAVALLASCA ,2132,1648,14,56,
CAVARGNA ,194,105,9,12,
CERANO D'INTELVI ,382,301,3,17,
CERMENATE ,6629,5207,56,209,
