Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ANNONE VENETO ,2600,2135,17,80,
CAMPAGNA LUPIA ,5091,4237,35,129,
CAMPOLONGO MAGGIORE ,7670,6545,44,198,
CAMPONOGARA ,9486,7892,53,290,
CAORLE ,8725,6910,61,190,
CAVALLINO-TREPORTI ,9936,7441,54,254,
CAVARZERE ,11286,8787,117,355,
CEGGIA ,4274,3540,26,95,
CHIOGGIA ,38101,28944,334,1236,
CINTO CAOMAGGIORE ,2355,1912,19,70,
CONA ,2351,1926,24,74,
CONCORDIA SAGITTARIA ,7920,6477,58,235,
DOLO ,11052,9031,63,250,
ERACLEA ,9130,7424,61,266,
FIESSO D'ARTICO ,5548,4651,28,114,
FOSSALTA DI PIAVE ,2929,2399,10,66,
FOSSALTA DI PORTOGRUARO ,4610,3742,27,109,
FOSSO' ,4909,4214,43,143,
GRUARO ,2094,1738,15,63,
JESOLO ,18375,14289,85,357,
MARCON ,11950,9887,40,221,
MARTELLAGO ,15550,13176,74,324,
MEOLO ,4518,3757,28,133,
MIRA ,28586,23326,140,517,
MIRANO ,20175,16755,108,417,
MUSILE DI PIAVE ,7885,6341,45,202,
NOALE ,11390,9578,52,307,
NOVENTA DI PIAVE ,4659,3749,16,103,
PIANIGA ,8719,7306,52,211,
PORTOGRUARO ,18681,14979,127,460,
PRAMAGGIORE ,3011,2448,22,97,
QUARTO D'ALTINO ,5787,4661,23,123,
SALZANO ,9530,7848,66,260,
SAN DONA' DI PIAVE ,28690,23278,140,624,
SAN MICHELE AL TAGLIAMENTO ,8974,7022,77,262,
SAN STINO DI LIVENZA ,9070,7407,63,271,
SANTA MARIA DI SALA ,12278,10371,67,322,
SCORZE' ,13262,11252,71,337,
SPINEA ,19796,16513,93,407,
STRA ,5414,4522,27,128,
TEGLIO VENETO ,1711,1343,11,44,
TORRE DI MOSTO ,3382,2760,36,132,
VENEZIA ,191750,149880,795,3288,
VIGONOVO ,7031,6007,54,163,
