Ente,Candidato,Liste/Gruppi,Voti lista,,
AFFI,PIER LUIGI BERSANI AFFI,PARTITO DEMOCRATICO,210,,
AFFI,,SINISTRA ECOLOGIA LIBERTA',14,,
AFFI,,CENTRO DEMOCRATICO,8,,
AFFI,SILVIO BERLUSCONI AFFI,IL POPOLO DELLA LIBERTA',286,,
AFFI,,LEGA NORD,247,,
AFFI,,FRATELLI D'ITALIA,17,,
AFFI,,PARTITO PENSIONATI,6,,
AFFI,,LA DESTRA,2,,
AFFI,,MIR - MODERATI IN RIVOLUZIONE,0,,
AFFI,GIUSEPPE PIERO GRILLO AFFI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,317,,
AFFI,MARIO MONTI AFFI,CON MONTI PER L'ITALIA,128,,
AFFI,ANTONIO INGROIA AFFI,RIVOLUZIONE CIVILE,7,,
AFFI,OSCAR FULVIO GIANNINO AFFI,FARE PER FERMARE IL DECLINO,25,,
AFFI,MARCO FERRANDO AFFI,PARTITO COMUNISTA DEI LAVORATORI,1,,
AFFI,ROBERTO FIORE AFFI,FORZA NUOVA,7,,
AFFI,MAGDI CRISTIANO ALLAM AFFI,IO AMO L'ITALIA,5,,
AFFI,SIMONE DI STEFANO AFFI,CASAPOUND ITALIA,2,,
AFFI,LODOVICO PIZZATI AFFI,INDIPENDENZA VENETA,7,,
AFFI,FABRIZIO COMENCINI AFFI,LG.VENETA REPUBBLICA,17,,
AFFI,ANTONIO GUADAGNINI AFFI,VENETO STATO,1,,
AFFI,MARIA CRISTINA SANDRIN AFFI,DONNE PER L'ITALIA,5,,
AFFI,STEFANIA GABRIELLA ANASTASIA CRAXI AFFI,RIFORMISTI ITALIANI,3,,
AFFI,PIERO PUSCHIAVO AFFI,PROGETTO NAZIONALE,1,,
ALBAREDO D'ADIGE,PIER LUIGI BERSANI ALBAREDO D'ADIGE,PARTITO DEMOCRATICO,380,,
ALBAREDO D'ADIGE,,SINISTRA ECOLOGIA LIBERTA',21,,
ALBAREDO D'ADIGE,,CENTRO DEMOCRATICO,3,,
ALBAREDO D'ADIGE,SILVIO BERLUSCONI ALBAREDO D'ADIGE,IL POPOLO DELLA LIBERTA',833,,
ALBAREDO D'ADIGE,,LEGA NORD,444,,
ALBAREDO D'ADIGE,,PARTITO PENSIONATI,37,,
ALBAREDO D'ADIGE,,FRATELLI D'ITALIA,35,,
ALBAREDO D'ADIGE,,LA DESTRA,14,,
ALBAREDO D'ADIGE,,MIR - MODERATI IN RIVOLUZIONE,3,,
ALBAREDO D'ADIGE,GIUSEPPE PIERO GRILLO ALBAREDO D'ADIGE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,554,,
ALBAREDO D'ADIGE,MARIO MONTI ALBAREDO D'ADIGE,CON MONTI PER L'ITALIA,274,,
ALBAREDO D'ADIGE,ANTONIO INGROIA ALBAREDO D'ADIGE,RIVOLUZIONE CIVILE,17,,
ALBAREDO D'ADIGE,OSCAR FULVIO GIANNINO ALBAREDO D'ADIGE,FARE PER FERMARE IL DECLINO,46,,
