Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUAFREDDA ,1133,934,21,36,
ADRO ,5400,4563,65,170,
AGNOSINE ,1444,1133,15,54,
ALFIANELLO ,1896,1554,41,92,
ANFO ,365,272,5,13,
ANGOLO TERME ,2019,1596,22,61,
ARTOGNE ,2775,2226,38,127,
AZZANO MELLA ,2159,1866,20,67,
BAGNOLO MELLA ,9274,7733,84,230,
BAGOLINO ,3259,2548,48,146,
BARBARIGA ,1743,1486,23,58,
BARGHE ,874,741,18,37,
BASSANO BRESCIANO ,1583,1370,24,65,
BEDIZZOLE ,8528,7035,91,250,
BERLINGO ,1868,1598,18,65,
BERZO DEMO ,1411,1186,28,78,
BERZO INFERIORE ,1861,1558,37,79,
BIENNO ,2813,2369,49,105,
BIONE ,1065,812,14,47,
BORGO SAN GIACOMO ,3841,3165,50,117,
BORGOSATOLLO ,6798,5819,69,203,
BORNO ,2285,1739,39,79,
BOTTICINO ,8384,7166,80,243,
BOVEGNO ,1844,1268,25,61,
BOVEZZO ,5846,5032,41,136,
BRANDICO ,1149,939,14,35,
BRAONE ,508,397,10,25,
BRENO ,3872,3199,74,161,
BRESCIA ,137687,113085,973,2773,
BRIONE ,531,429,5,16,
CAINO ,1586,1268,15,48,
CALCINATO ,8387,6867,64,203,
CALVAGESE DELLA RIVIERA ,2493,2132,20,62,
CALVISANO ,5987,5056,73,181,
CAPO DI PONTE ,1957,1629,36,102,
CAPOVALLE ,322,233,7,16,
CAPRIANO DEL COLLE ,3445,2910,31,106,
CAPRIOLO ,6717,5449,54,205,
CARPENEDOLO ,8644,7168,88,235,
CASTEGNATO ,5825,5094,57,165,
CASTEL MELLA ,8084,6832,56,204,
CASTELCOVATI ,4160,3626,75,189,
CASTENEDOLO ,8254,6998,90,238,
CASTO ,1290,1056,22,52,
CASTREZZATO ,4685,3842,72,160,
CAZZAGO SAN MARTINO ,8287,7129,101,265,
CEDEGOLO ,970,778,21,78,
CELLATICA ,3830,3342,28,76,
CERVENO ,549,437,8,23,
CETO ,1492,1239,23,74,
CEVO ,821,630,9,27,
CHIARI ,13273,11047,102,379,
CIGOLE ,1210,1010,15,35,
CIMBERGO ,484,410,14,32,
CIVIDATE CAMUNO ,2145,1806,33,85,
COCCAGLIO ,5808,4931,54,174,
COLLEBEATO ,3774,3337,40,81,
COLLIO ,1762,1218,32,85,
COLOGNE ,5324,4570,45,149,
COMEZZANO-CIZZAGO ,2518,2129,45,131,
CONCESIO ,11482,9778,105,291,
CORTE FRANCA ,5395,4579,58,181,
CORTENO GOLGI ,1629,1336,30,65,
CORZANO ,1077,884,14,40,
DARFO BOARIO TERME ,11022,9136,148,359,
DELLO ,3976,3371,39,122,
DESENZANO DEL GARDA ,20370,16282,150,402,
EDOLO ,3610,2891,46,132,
ERBUSCO ,6418,5446,76,210,
ESINE ,4011,3366,67,167,
FIESSE ,1514,1308,35,68,
FLERO ,6641,5711,51,152,
GAMBARA ,3570,2989,51,111,
GARDONE RIVIERA ,2031,1664,21,40,
GARDONE VAL TROMPIA ,8399,6938,82,213,
GARGNANO ,2327,1837,22,58,
GAVARDO ,8398,6882,71,224,
GHEDI ,12792,10576,139,367,
