Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AMEGLIA ,3554,2586,13,54,
ARCOLA ,7928,5972,34,135,
BEVERINO ,1894,1387,13,35,
BOLANO ,5888,4449,36,129,
BONASSOLA ,768,528,5,9,
BORGHETTO DI VARA ,754,534,5,16,
BRUGNATO ,967,740,8,25,
CALICE AL CORNOVIGLIO ,925,601,3,10,
CARRO ,506,313,2,4,
CARRODANO ,436,285,3,8,
CASTELNUOVO MAGRA ,6404,5096,39,151,
DEIVA MARINA ,1169,876,8,18,
FOLLO ,4716,3462,18,78,
FRAMURA ,591,399,2,7,
LA SPEZIA ,68726,50895,234,1023,
LERICI ,8365,6296,30,107,
LEVANTO ,4406,3318,29,93,
MAISSANA ,524,301,6,10,
MONTEROSSO AL MARE ,1129,842,9,19,
ORTONOVO ,6409,4986,26,115,
PIGNONE ,475,366,4,10,
PORTOVENERE ,3092,2333,20,48,
RICCO' DEL GOLFO DI SPEZIA ,2736,1898,6,56,
RIOMAGGIORE ,1341,1006,8,27,
ROCCHETTA DI VARA ,615,355,4,12,
SANTO STEFANO DI MAGRA ,6747,5266,51,161,
SARZANA ,16583,12904,67,285,
SESTA GODANO ,1190,756,9,30,
VARESE LIGURE ,1735,1061,15,32,
VERNAZZA ,765,489,6,13,
VEZZANO LIGURE ,5739,4488,18,91,
ZIGNAGO ,432,283,1,11,
