Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALBARETO ,1881,1209,10,45,
BARDI ,1943,1300,13,68,
BEDONIA ,2982,2001,33,93,
BERCETO ,1839,1270,17,54,
BORE ,886,441,5,16,
BORGO VAL DI TARO ,5686,4225,55,166,
BUSSETO ,5233,4113,50,158,
CALESTANO ,1509,1106,8,29,
COLLECCHIO ,10839,8966,58,183,
COLORNO ,6262,4844,38,130,
COMPIANO ,907,657,12,43,
CORNIGLIO ,1743,1176,8,34,
FELINO ,6612,5489,26,117,
FIDENZA ,19787,15989,111,431,
FONTANELLATO ,5326,4233,49,143,
FONTEVIVO ,4089,3324,21,83,
FORNOVO DI TARO ,4401,3482,27,82,
LANGHIRANO ,6988,5637,39,150,
LESIGNANO DE' BAGNI ,3726,3071,26,81,
MEDESANO ,8034,6358,68,231,
MEZZANI ,2423,1857,14,64,
MONCHIO DELLE CORTI ,889,529,5,17,
MONTECHIARUGOLO ,8296,6828,40,133,
NEVIANO DEGLI ARDUINI ,2945,2137,27,75,
NOCETO ,9649,7796,78,258,
PALANZANO ,978,664,6,28,
PARMA ,137519,108763,567,1979,
PELLEGRINO PARMENSE ,906,594,8,18,
POLESINE PARMENSE ,1107,879,15,40,
ROCCABIANCA ,2306,1888,18,47,
SALA BAGANZA ,4098,3373,15,62,
SALSOMAGGIORE TERME ,14997,11190,66,249,
SAN SECONDO PARMENSE ,4218,3437,44,106,
SISSA ,3169,2570,39,87,
SOLIGNANO ,1420,1077,11,30,
SORAGNA ,3641,2963,28,100,
SORBOLO ,7300,5951,39,145,
TERENZO ,1004,716,11,23,
TIZZANO VAL PARMA ,1642,1254,11,34,
TORNOLO ,943,639,10,20,
TORRILE ,5551,4520,34,109,
TRAVERSETOLO ,6866,5581,32,111,
TRECASALI ,2842,2342,17,56,
VALMOZZOLA ,515,330,4,10,
VARANO DE' MELEGARI ,2067,1687,17,65,
VARSI ,1110,711,12,32,
ZIBELLO ,1437,1151,18,40,
