Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALA ,6194,5154,28,168,
ALBIANO ,1087,902,7,40,
ALDENO ,2307,1938,16,50,
AMBLAR ,200,141,3,6,
ANDALO ,824,595,7,43,
ARCO ,12788,10538,60,303,
AVIO ,3071,2539,30,135,
BASELGA DI PINE' ,3818,3015,20,107,
BEDOLLO ,1205,942,7,47,
BERSONE ,240,208,2,5,
BESENELLO ,1949,1651,10,63,
BIENO ,343,241,1,11,
BLEGGIO SUPERIORE ,1234,928,8,28,
BOCENAGO ,325,269,4,10,
BOLBENO ,279,221,0,4,
BONDO ,549,462,12,23,
BONDONE ,549,417,8,29,
BORGO VALSUGANA ,5217,4120,35,156,
BOSENTINO ,636,547,0,12,
BREGUZZO ,450,384,7,14,
BRENTONICO ,3054,2402,20,81,
BRESIMO ,217,166,6,16,
BREZ ,550,445,7,26,
BRIONE ,113,101,2,5,
CADERZONE TERME ,494,394,3,22,
CAGNO' ,277,231,6,17,
CALAVINO ,1050,888,11,41,
CALCERANICA AL LAGO ,1046,811,5,31,
CALDES ,823,670,7,37,
CALDONAZZO ,2654,2157,11,76,
CALLIANO ,1201,1004,6,34,
CAMPITELLO DI FASSA ,581,457,14,30,
CAMPODENNO ,1184,997,20,52,
CANAL SAN BOVO ,1304,920,16,60,
CANAZEI ,1480,1162,10,66,
CAPRIANA ,460,356,8,36,
CARANO ,814,598,12,36,
CARISOLO ,725,560,7,27,
CARZANO ,423,342,8,21,
CASTEL CONDINO ,180,151,1,5,
CASTELFONDO ,468,376,8,33,
CASTELLO TESINO ,1103,827,9,36,
CASTELLO-MOLINA DI FIEMME ,1751,1261,14,68,
CASTELNUOVO ,794,621,6,26,
CAVALESE ,2997,2188,23,108,
CAVARENO ,731,573,4,42,
CAVEDAGO ,429,330,5,23,
CAVEDINE ,2291,1890,12,71,
CAVIZZANA ,199,171,4,15,
CEMBRA ,1316,1085,10,69,
CENTA SAN NICOLO' ,496,380,2,10,
CIMEGO ,328,257,4,13,
CIMONE ,534,449,2,9,
CINTE TESINO ,333,224,1,8,
CIS ,246,200,5,16,
CIVEZZANO ,3052,2522,17,78,
CLES ,5054,4144,48,185,
CLOZ ,517,435,6,22,
COMANO TERME ,1998,1635,25,57,
COMMEZZADURA ,750,508,11,35,
CONDINO ,1160,920,12,34,
COREDO ,1194,937,9,41,
CROVIANA ,513,427,8,15,
CUNEVO ,450,377,8,20,
DAIANO ,536,356,4,9,
DAMBEL ,310,245,3,19,
DAONE ,492,390,4,29,
DARE' ,176,142,3,7,
DENNO ,882,766,13,31,
DIMARO ,958,745,12,34,
DON ,198,164,3,11,
DORSINO ,359,290,2,10,
DRENA ,430,348,0,12,
DRO' ,3446,2838,31,92,
FAEDO ,475,380,6,14,
FAI DELLA PAGANELLA ,753,552,10,38,
FAVER ,628,525,6,25,
FIAVE' ,812,682,5,25,
FIERA DI PRIMIERO ,409,322,5,16,
FIEROZZO ,380,288,6,21,
FLAVON ,396,324,2,6,
FOLGARIA ,2584,1846,11,123,
FONDO ,1043,791,14,52,
FORNACE ,929,779,7,26,
FRASSILONGO ,277,170,0,15,
GARNIGA TERME ,306,231,1,6,
GIOVO ,1961,1640,13,60,
GIUSTINO ,557,467,10,24,
GRAUNO ,115,87,3,11,
GRIGNO ,1837,1380,19,70,
GRUMES ,343,281,4,18,
IMER ,959,746,6,48,
ISERA ,2105,1700,30,60,
IVANO-FRACENA ,245,200,1,9,
LARDARO ,168,128,3,12,
LASINO ,1027,885,9,38,
LAVARONE ,911,687,5,25,
LAVIS ,6282,5223,34,191,
LEDRO ,4128,3205,30,149,
LEVICO TERME ,5566,4332,36,145,
LISIGNAGO ,409,305,3,20,
LIVO ,655,535,20,43,
LONA-LASES ,553,461,3,20,
LUSERNA ,248,169,1,9,
MALE' ,1587,1209,23,74,
MALOSCO ,310,230,5,16,
MASSIMENO ,93,69,1,2,
MAZZIN ,377,282,1,18,
MEZZANA ,696,502,14,53,
MEZZANO ,1343,1056,23,77,
MEZZOCORONA ,3926,3188,23,94,
MEZZOLOMBARDO ,5049,4034,39,152,
MOENA ,2123,1544,20,67,
MOLVENO ,898,696,6,39,
MONCLASSICO ,628,443,13,26,
MONTAGNE ,204,166,4,12,
MORI ,7239,5972,48,208,
NAGO-TORBOLE ,2022,1628,12,40,
NANNO ,477,400,6,17,
NAVE SAN ROCCO ,1003,853,14,37,
NOGAREDO ,1501,1278,8,49,
NOMI ,1118,845,12,35,
NOVALEDO ,805,611,6,29,
OSPEDALETTO ,622,525,5,19,
OSSANA ,650,508,5,28,
PADERGNONE ,554,462,4,22,
PALU' DEL FERSINA ,156,110,1,4,
PANCHIA' ,603,456,10,29,
PEIO ,1531,1174,16,81,
PELLIZZANO ,647,466,3,22,
PELUGO ,278,230,3,20,
PERGINE VALSUGANA ,15308,12161,73,504,
PIEVE DI BONO ,1086,825,9,25,
PIEVE TESINO ,596,451,2,18,
PINZOLO ,2423,1977,21,95,
POMAROLO ,1815,1576,7,45,
POZZA DI FASSA ,1571,1222,20,101,
PRASO ,291,226,7,13,
PREDAZZO ,3515,2577,36,122,
PREORE ,330,286,0,5,
PREZZO ,157,128,1,4,
RABBI ,1153,837,32,77,
RAGOLI ,618,510,7,24,
REVO' ,955,738,4,35,
RIVA DEL GARDA ,11922,9341,60,233,
ROMALLO ,465,381,11,25,
ROMENO ,1034,826,8,35,
RONCEGNO TERME ,2218,1697,18,95,
RONCHI VALSUGANA ,352,272,2,21,
RONCONE ,1173,889,19,38,
RONZO-CHIENIS ,797,624,4,19,
RONZONE ,299,229,0,9,
ROVERE' DELLA LUNA ,1129,951,7,28,
ROVERETO ,28251,22656,131,642,
RUFFRE'-MENDOLA ,342,258,4,20,
RUMO ,633,513,4,27,
SAGRON MIS ,162,131,5,5,
SAMONE ,422,357,7,15,
SAN LORENZO IN BANALE ,896,724,5,26,
SAN MICHELE ALL'ADIGE ,2053,1650,20,85,
SANT'ORSOLA TERME ,825,675,11,35,
SANZENO ,722,551,6,21,
SARNONICO ,555,421,5,22,
SCURELLE ,1093,885,11,41,
SEGONZANO ,1084,850,8,46,
SFRUZ ,268,222,6,14,
SIROR ,998,778,5,48,
SMARANO ,343,291,3,21,
SORAGA ,541,416,4,25,
SOVER ,695,527,3,22,
SPERA ,451,376,3,15,
SPIAZZO ,929,690,14,45,
SPORMAGGIORE ,936,791,6,33,
SPORMINORE ,537,461,4,21,
STENICO ,877,696,11,36,
STORO ,3519,2893,41,131,
STREMBO ,380,286,2,9,
STRIGNO ,1093,853,4,45,
TAIO ,2155,1749,15,59,
TASSULLO ,1461,1228,17,52,
TELVE ,1576,1275,10,56,
TELVE DI SOPRA ,489,389,4,14,
TENNA ,772,629,8,27,
TENNO ,1550,1246,6,33,
TERLAGO ,1514,1292,3,37,
TERRAGNOLO ,619,445,3,34,
TERRES ,253,230,2,12,
TERZOLAS ,496,404,12,22,
TESERO ,2216,1570,19,94,
TIONE DI TRENTO ,2613,2081,22,80,
TON ,980,789,11,34,
TONADICO ,1143,870,7,38,
TORCEGNO ,558,438,2,25,
TRAMBILENO ,1102,881,14,34,
TRANSACQUA ,1658,1305,21,78,
TRENTO ,86338,69872,359,1969,
TRES ,546,455,4,23,
TUENNO ,1831,1522,20,70,
VALDA ,163,133,0,7,
VALFLORIANA ,432,265,3,17,
VALLARSA ,1132,825,2,43,
VARENA ,657,472,7,22,
VATTARO ,932,789,2,12,
VERMIGLIO ,1472,1064,28,87,
VERVO' ,547,451,5,26,
VEZZANO ,1705,1461,16,62,
VIGNOLA-FALESINA ,132,96,0,4,
VIGO DI FASSA ,862,665,12,37,
VIGO RENDENA ,363,303,2,12,
VIGOLO VATTARO ,1683,1420,9,45,
VILLA AGNEDO ,724,593,8,33,
VILLA LAGARINA ,2829,2389,12,65,
VILLA RENDENA ,702,543,6,23,
VOLANO ,2290,1976,13,62,
ZAMBANA ,1218,1082,7,39,
ZIANO DI FIEMME ,1306,968,19,65,
ZUCLO ,295,241,4,13,
